lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,array_size,nodeID,run,lockNR
0007735,0000150,0000030,0001005,0014247,0005871,0014207,001024,001,000,0256
0012273,0001042,0000310,0001093,0020468,0009498,0020208,001024,001,000,0256
0012173,0000160,0000040,0001010,0032351,0011531,0031950,001024,002,000,0256
0019276,0001075,0000231,0001090,0045055,0018555,0044864,001024,002,000,0256
0012213,0000160,0000040,0001010,0032472,0011582,0032070,001024,003,000,0256
0019156,0001075,0000241,0001090,0045246,0018495,0045045,001024,003,000,0256
0007705,0000180,0000040,0001005,0014357,0005931,0014307,001024,004,000,0256
0015319,0001042,0000321,0001093,0024837,0012553,0024516,001024,004,000,0256
0012143,0000160,0000040,0001010,0032441,0011502,0032040,001024,001,001,0256
0019286,0001075,0000231,0001091,0045115,0018585,0044915,001024,001,001,0256
0012103,0000160,0000040,0001010,0032321,0011471,0031910,001024,002,001,0256
0019015,0001075,0000240,0001091,0044935,0018345,0044754,001024,002,001,0256
0007624,0000150,0000030,0001005,0014136,0005881,0014097,001024,003,001,0256
0012093,0001042,0000301,0001094,0020458,0009428,0020208,001024,003,001,0256
0007725,0000180,0000040,0001005,0014407,0005951,0014357,001024,004,001,0256
0015609,0001045,0000341,0001093,0025027,0012683,0024697,001024,004,001,0256
0012303,0000160,0000040,0001010,0032421,0011672,0032020,001024,001,002,0256
0019266,0001073,0000231,0001085,0044714,0018615,0044544,001024,001,002,0256
0007614,0000150,0000030,0001005,0014126,0005861,0014086,001024,002,002,0256
0011401,0001041,0000310,0001089,0019888,0008657,0019607,001024,002,002,0256
0011272,0000160,0000040,0001009,0030597,0010631,0030066,001024,003,002,0256
0018956,0001072,0000231,0001087,0044404,0018275,0044243,001024,003,002,0256
0007714,0000180,0000040,0001005,0014337,0005921,0014297,001024,004,002,0256
0014247,0001041,0000321,0001090,0023925,0011031,0023595,001024,004,002,0256
