tid,loop_in_cs,lock_acquires,lock_hold(ms)
RUN 0
000,        63,      63,    0.011377
001,        69,      69,    0.012577
002,        69,      69,    0.011877
003,        51,      51,    0.009190
004,        67,      67,    0.013720
005,        63,      63,    0.011543
006,        50,      50,    0.008867
007,        65,      65,    0.010613
008,        74,      74,    0.012903
009,        73,      73,    0.011710
010,        70,      70,    0.013947
011,        58,      58,    0.010697
012,        77,      77,    0.015443
013,        66,      66,    0.010230
014,        57,      57,    0.011490
015,        59,      59,    0.010060
016,        63,      63,    0.013497
017,        76,      76,    0.012963
018,        69,      69,    0.013123
019,        75,      75,    0.012797
020,        75,      75,    0.018513
021,        57,      57,    0.009887
022,        60,      60,    0.010853
023,        74,      74,    0.009967
024,        70,      70,    0.014840
025,        54,      54,    0.008183
026,        59,      59,    0.011440
027,        64,      64,    0.009603
028,        62,      62,    0.009903
-------------------------------------------------------------------------------------------------------

RUN 1
000,        64,      64,    0.011390
001,        66,      66,    0.011920
002,        65,      65,    0.012057
003,        57,      57,    0.009713
004,        69,      69,    0.015447
005,        56,      56,    0.009637
006,        58,      58,    0.010560
007,        68,      68,    0.010937
008,        55,      55,    0.011097
009,        69,      69,    0.011547
010,        69,      69,    0.016180
011,        60,      60,    0.010843
012,        53,      53,    0.013333
013,        68,      68,    0.012823
014,        70,      70,    0.012360
015,        64,      64,    0.012150
016,        54,      54,    0.013773
017,        60,      60,    0.008993
018,        66,      66,    0.011940
019,        64,      64,    0.013110
020,        64,      64,    0.015443
021,        53,      53,    0.009520
022,        70,      70,    0.014217
023,        70,      70,    0.011253
024,        56,      56,    0.011383
025,        60,      60,    0.008383
026,        51,      51,    0.013030
027,        49,      49,    0.008350
028,        53,      53,    0.011480
-------------------------------------------------------------------------------------------------------

RUN 2
000,        55,      55,    0.008537
001,        57,      57,    0.009063
002,        44,      44,    0.007670
003,        58,      58,    0.012683
004,        48,      48,    0.010733
005,        65,      65,    0.011503
006,        45,      45,    0.008023
007,        66,      66,    0.009920
008,        50,      50,    0.011310
009,        68,      68,    0.010270
010,        52,      52,    0.009783
011,        58,      58,    0.010237
012,        65,      65,    0.017690
013,        59,      59,    0.007657
014,        76,      76,    0.014753
015,        55,      55,    0.008817
016,        59,      59,    0.013470
017,        76,      76,    0.013180
018,        64,      64,    0.011233
019,        46,      46,    0.009127
020,        63,      63,    0.013340
021,        53,      53,    0.009527
022,        52,      52,    0.009403
023,        66,      66,    0.011293
024,        65,      65,    0.012543
025,        69,      69,    0.010823
026,        37,      37,    0.008107
027,        67,      67,    0.009783
028,        71,      71,    0.013930
-------------------------------------------------------------------------------------------------------

RUN 3
000,        53,      53,    0.009550
001,        63,      63,    0.011467
002,        65,      65,    0.011490
003,        53,      53,    0.009090
004,        51,      51,    0.010677
005,        67,      67,    0.011730
006,        58,      58,    0.013917
007,        66,      66,    0.010677
008,        68,      68,    0.012750
009,        67,      67,    0.011207
010,        68,      68,    0.016040
011,        49,      49,    0.009557
012,        61,      61,    0.016783
013,        65,      65,    0.010113
014,        52,      52,    0.010220
015,        67,      67,    0.010780
016,        55,      55,    0.012673
017,        60,      60,    0.009843
018,        64,      64,    0.013203
019,        65,      65,    0.011622
020,        68,      68,    0.016773
021,        57,      57,    0.009690
022,        54,      54,    0.008807
023,        56,      56,    0.010400
024,        63,      63,    0.011140
025,        68,      68,    0.010180
026,        40,      40,    0.010513
027,        60,      60,    0.009310
028,        61,      61,    0.010017
-------------------------------------------------------------------------------------------------------

RUN 4
000,        67,      67,    0.010170
001,        58,      58,    0.010893
002,        65,      65,    0.009850
003,        56,      56,    0.010067
004,        70,      70,    0.013120
005,        68,      68,    0.012123
006,        61,      61,    0.013663
007,        61,      61,    0.009727
008,        56,      56,    0.013480
009,        64,      64,    0.010573
010,        61,      61,    0.014433
011,        57,      57,    0.009837
012,        53,      53,    0.013243
013,        59,      59,    0.008830
014,        56,      56,    0.009370
015,        57,      57,    0.010227
016,        58,      58,    0.013810
017,        62,      62,    0.010593
018,        66,      66,    0.012260
019,        68,      68,    0.011867
020,        62,      62,    0.017063
021,        52,      52,    0.008137
022,        50,      50,    0.008860
023,        57,      57,    0.009167
024,        68,      68,    0.011987
025,        66,      66,    0.009813
026,        67,      67,    0.014827
027,        57,      57,    0.008393
028,        67,      67,    0.011490
-------------------------------------------------------------------------------------------------------

