tid,wait_acq(ms),wait_rel(ms)
RUN 0
001,  0.160547  0.000283
001,  0.470483  0.000227
001,  0.359958  0.000220
001,  0.347463  0.000202
001,  0.374850  0.000178
001,  0.352812  0.000353
001,  0.349832  0.000202
001,  0.352412  0.000195
001,  0.345945  0.000187
001,  0.338890  0.000170
002,  0.575217  0.000448
002,  0.388355  0.000262
002,  0.362845  0.000208
002,  0.372582  0.000215
002,  0.379523  0.000237
002,  0.360790  0.000213
002,  0.357790  0.000203
002,  0.350962  0.000202
002,  0.355605  0.000200
002,  0.352738  0.000227
003,  0.497003  0.000312
003,  0.402127  0.000133
003,  0.368943  0.000133
003,  0.373488  0.000135
003,  0.382713  0.000197
003,  0.361505  0.000123
003,  0.356160  0.000125
003,  0.353332  0.000120
003,  0.358322  0.000123
003,  0.354362  0.000120
004,  0.408558  0.000372
004,  0.411153  0.000158
004,  0.355917  0.000135
004,  0.355638  0.000148
004,  0.368410  0.000152
004,  0.356310  0.000132
004,  0.341463  0.000137
004,  0.347267  0.000133
004,  0.345448  0.000127
004,  0.342425  0.000125
005,  0.244372  0.000310
005,  0.452408  0.000177
005,  0.364687  0.000203
005,  0.355262  0.000178
005,  0.372838  0.000180
005,  0.347468  0.000170
005,  0.331335  0.000180
005,  0.336125  0.000155
005,  0.327403  0.000152
005,  0.346005  0.000157
006,  0.077753  0.000358
006,  0.495835  0.000157
006,  0.376237  0.000102
006,  0.354838  0.000103
006,  0.370747  0.000102
006,  0.368282  0.000158
006,  0.353478  0.000083
006,  0.351187  0.000085
006,  0.346537  0.000105
006,  0.349328  0.000098
007,  0.316413  0.000348
007,  0.425478  0.000168
007,  0.345575  0.000170
007,  0.343687  0.000173
007,  0.356745  0.000160
007,  0.347185  0.000177
007,  0.333717  0.000163
007,  0.338677  0.000165
007,  0.331082  0.000170
007,  0.334775  0.000168
008,  0.001022  0.000382
008,  0.528138  0.000187
008,  0.392965  0.000158
008,  0.365803  0.000158
008,  0.379862  0.000138
008,  0.372173  0.000187
008,  0.363735  0.000138
008,  0.359085  0.000138
008,  0.355297  0.000137
008,  0.357185  0.000138
-----------------------------------------------------------------------------------------------

RUN 1
001,  0.211278  0.000257
001,  0.387702  0.000203
001,  0.377100  0.000190
001,  0.363262  0.000207
001,  0.353255  0.000172
001,  0.357033  0.000182
001,  0.344857  0.000187
001,  0.332702  0.000185
001,  0.347400  0.000165
001,  0.344495  0.000200
002,  0.433255  0.000338
002,  0.387992  0.000210
002,  0.387658  0.000228
002,  0.377057  0.000198
002,  0.362978  0.000195
002,  0.369428  0.000200
002,  0.351532  0.000178
002,  0.360072  0.000212
002,  0.358935  0.000182
002,  0.356083  0.000255
003,  0.277560  0.000267
003,  0.394133  0.000200
003,  0.378068  0.000217
003,  0.370032  0.000187
003,  0.358978  0.000168
003,  0.364552  0.000188
003,  0.352718  0.000177
003,  0.351085  0.000175
003,  0.353215  0.000182
003,  0.351283  0.000197
004,  0.334847  0.000278
004,  0.389385  0.000198
004,  0.384192  0.000218
004,  0.368595  0.000208
004,  0.355532  0.000160
004,  0.364582  0.000173
004,  0.346625  0.000172
004,  0.352922  0.000173
004,  0.350787  0.000170
004,  0.349830  0.000180
005,  0.386397  0.000287
005,  0.376625  0.000225
005,  0.353662  0.000225
005,  0.341200  0.000205
005,  0.330677  0.000217
005,  0.333678  0.000203
005,  0.317942  0.000208
005,  0.322165  0.000203
005,  0.324995  0.000207
005,  0.317248  0.000200
006,  0.143083  0.000293
006,  0.387478  0.000095
006,  0.375435  0.000108
006,  0.369468  0.000145
006,  0.356965  0.000082
006,  0.353147  0.000083
006,  0.346962  0.000108
006,  0.339107  0.000107
006,  0.342447  0.000133
006,  0.341727  0.000087
007,  0.000678  0.000213
007,  0.413950  0.000118
007,  0.379412  0.000117
007,  0.373927  0.000165
007,  0.365808  0.000107
007,  0.354877  0.000133
007,  0.358968  0.000107
007,  0.342818  0.000113
007,  0.348928  0.000110
007,  0.349672  0.000107
008,  0.078043  0.000220
008,  0.413018  0.000140
008,  0.384117  0.000133
008,  0.381288  0.000177
008,  0.370153  0.000122
008,  0.363358  0.000138
008,  0.360857  0.000122
008,  0.348712  0.000117
008,  0.353588  0.000135
008,  0.355770  0.000127
-----------------------------------------------------------------------------------------------

