tid,loop_in_cs,lock_acquires,lock_hold(ms),total_duration(s),wait_acq(ms),wait_rel(ms),lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,glock_tries,array_size(B),client_id,run,nlocks
000,1811152896,    6908, 1486.689575,   20.000000,16712.283203, 1795.791138,    0.489430,    1.801307,16710.701172, 1792.774780, 1674.568970, 1706.066895,   1287492,         1048576,000,000,000001
000,1811939328,    6911, 1488.751831,   20.000000,16709.722656, 1796.197754,    0.468573,    1.801810,16708.201172, 1793.200684, 1674.734131, 1706.812988,   1291688,         1048576,000,001,000001
000,1839202304,    7015, 1510.009644,   20.000000,16660.992188, 1824.315063,    0.473182,    1.775806,16659.445312, 1821.311523, 1712.838257, 1733.276611,   1281379,         1048576,000,002,000001
000,1863057408,    7106, 1528.722534,   20.000000,16619.171875, 1847.443848,    0.478666,    1.800671,16617.623047, 1844.411499, 1721.799194, 1755.317749,   1273420,         1048576,000,003,000001
000,1864630272,    7112, 1530.521118,   20.000000,16615.826172, 1849.074829,    0.476294,    1.844440,16614.244141, 1846.001099, 1723.871338, 1756.636963,   1270760,         1048576,000,004,000001
000,1894776832,    7227, 1562.999634,   20.000000,16551.750000, 1881.034180,    0.508299,    1.800250,16550.294922, 1877.847046, 1751.677246, 1786.218994,   1264301,         1048576,001,000,000001
000,1873018880,    7144, 1545.991821,   20.000000,16588.382812, 1858.250244,    0.470821,    1.757812,16586.996094, 1855.143921, 1731.643921, 1765.445068,   1268621,         1048576,001,001,000001
000,1901330432,    7252, 1567.707886,   20.000000,16537.796875, 1886.546143,    0.480874,    1.781047,16536.375000, 1883.391968, 1758.067993, 1791.739258,   1260221,         1048576,001,002,000001
000,1871183872,    7137, 1542.957031,   20.000000,16594.976562, 1856.928833,    0.477524,    1.737399,16594.542969, 1853.872192, 1730.272705, 1763.732300,   1269027,         1048576,001,003,000001
000,1861484544,    7100, 1534.148438,   20.000000,16611.667969, 1847.413574,    0.474648,    1.745444,16610.277344, 1844.328491, 1721.010376, 1754.680298,   1273214,         1048576,001,004,000001
000,1742471168,    6646, 1433.347534,   20.000000,16832.337891, 1728.484497,    0.471778,    1.771748,16831.041016, 1725.573975, 1610.162231, 1642.667847,   1318150,         1048576,002,000,000001
000,1758461952,    6707, 1447.531860,   20.000000,16802.875000, 1745.056152,    0.454141,    1.814456,16801.591797, 1742.094360, 1624.874512, 1658.092041,   1310710,         1048576,002,001,000001
000,1718091776,    6553, 1411.265747,   20.000000,16880.587891, 1703.141479,    0.444810,    1.744855,16879.302734, 1700.278809, 1587.302124, 1618.310303,   1324962,         1048576,002,002,000001
000,1761083392,    6717, 1447.571289,   20.000000,16799.853516, 1746.706665,    0.468713,    1.801967,16798.546875, 1743.760376, 1627.474976, 1659.719727,   1312180,         1048576,002,003,000001
000,1788084224,    6820, 1471.417725,   20.000000,16751.251953, 1773.293335,    0.463931,    1.766047,16749.876953, 1770.364258, 1652.093018, 1685.074707,   1304553,         1048576,002,004,000001
000,1842085888,    7026, 1514.902344,   20.000000,16649.675781, 1826.651367,    0.561020,    1.737976,16648.195312, 1823.736084, 1703.071655, 1735.418091,   1279696,         1048576,003,000,000001
000,1846018048,    7041, 1517.294800,   20.000000,16645.328125, 1831.345337,    0.526455,    1.713472,16645.564453, 1828.430298, 1707.585205, 1739.903564,   1279055,         1048576,003,001,000001
000,1828716544,    6975, 1502.609131,   20.000000,16677.146484, 1814.505859,    0.516357,    1.680027,16677.431641, 1811.645386, 1690.909912, 1723.786255,   1283646,         1048576,003,002,000001
