tid,loop_in_cs,lock_acquires,lock_hold(ms),total_duration(s),wait_acq(ms),wait_rel(ms),lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,glock_tries,array_size(B),client_id,run
000,   3624832,   56638,   14.316236,   10.000000, 9626.611328,  357.622375, 8857.056641,    4.459997,  766.144348,  349.571869,    2.603592,    1.339525,    123283,       100663296,000,000
001,   3624832,   56638,   14.221017,   10.000000, 9621.802734,  360.450134, 8887.998047,    4.502934,  730.297729,  352.444611,    2.286610,    1.338420,    116251,       100663296,000,000
002,   3624768,   56637,   14.125570,   10.000000, 9625.199219,  356.909607, 8899.202148,    4.548440,  722.596130,  348.785645,    2.306275,    1.338905,    116003,       100663296,000,000
003,   3624768,   56637,   14.239445,   10.000000, 9648.972656,  333.180115, 8936.916992,    5.266445,  708.613098,  323.692871,    2.741233,    1.298853,    122395,       100663296,000,000
004,   3624832,   56638,   14.699034,   10.000000, 9536.021484,  447.177948, 8610.701172,    4.500233,  921.274780,  438.262939,    3.075402,    1.377493,    116610,       100663296,000,000
005,   3624704,   56636,   14.834262,   10.000000, 9535.225586,  446.104767, 8616.471680,    4.183794,  914.972168,  437.869415,    2.965368,    1.449455,    116336,       100663296,000,000
006,   3624768,   56637,   14.885625,   10.000000, 9536.848633,  446.277618, 8618.240234,    4.547257,  914.796570,  437.772247,    2.770257,    1.380921,    116300,       100663296,000,000
007,   3624768,   56637,   14.821310,   10.000000, 9533.878906,  447.005615, 8613.629883,    4.302100,  916.412170,  438.760773,    2.769052,    1.384952,    116368,       100663296,000,000
000,   3632768,   56762,   14.213407,   10.000000, 9627.356445,  357.129639, 8892.506836,    4.359717,  731.506714,  349.227112,    2.564402,    1.336693,    117779,       100663296,000,001
001,   3632704,   56761,   14.249257,   10.000000, 9621.281250,  361.115814, 8853.147461,    4.707881,  764.791870,  352.920013,    2.259923,    1.344952,    122078,       100663296,000,001
002,   3632768,   56762,   14.116874,   10.000000, 9624.759766,  357.485840, 8893.523438,    4.523423,  727.851562,  349.432373,    2.282248,    1.338746,    116985,       100663296,000,001
003,   3632768,   56762,   14.219430,   10.000000, 9648.558594,  333.821564, 8939.649414,    5.195257,  705.471985,  324.400299,    2.722007,    1.303195,    121965,       100663296,000,001
004,   3632192,   56753,   14.513382,   10.000000, 9537.676758,  446.352234, 8612.262695,    4.647800,  921.740784,  437.649170,    2.695352,    1.377692,    116999,       100663296,000,001
005,   3632192,   56753,   14.530110,   10.000000, 9536.652344,  445.684570, 8615.809570,    4.324353,  917.429138,  437.792572,    2.575762,    1.456893,    116789,       100663296,000,001
006,   3632128,   56752,   14.596568,   10.000000, 9538.858398,  445.126221, 8621.923828,    4.267808,  913.504517,  437.285614,    2.338845,    1.382843,    116500,       100663296,000,001
007,   3632128,   56752,   14.557172,   10.000000, 9535.769531,  446.016174, 8615.644531,    4.089455,  916.701416,  438.367462,    2.380035,    1.389435,    116664,       100663296,000,001
000,   3635136,   56799,   14.181755,   10.000000, 9626.900391,  357.607605, 8895.666992,    4.350908,  727.912537,  349.751495,    2.533470,    1.339987,    117089,       100663296,000,002
001,   3635136,   56799,   14.248192,   10.000000, 9621.817383,  360.653046, 8849.484375,    4.756040,  769.038269,  352.457672,    2.210192,    1.343045,    123014,       100663296,000,002
002,   3635136,   56799,   14.094403,   10.000000, 9624.481445,  357.781830, 8891.174805,    4.548882,  729.961365,  349.731293,    2.227268,    1.340002,    117275,       100663296,000,002
003,   3635136,   56799,   14.185197,   10.000000, 9648.799805,  333.606049, 8946.064453,    5.159968,  699.356384,  324.271973,    2.658390,    1.301105,    120931,       100663296,000,002
004,   3633408,   56772,   14.479027,   10.000000, 9537.212891,  446.969574, 8610.081055,    4.691662,  923.437134,  438.251434,    2.644112,    1.386918,    117090,       100663296,000,002
