lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR
0000000,0000430,0000050,0001021,0026079,0022403,0027051,0000048,001024,000,000,16384
0000000,0001669,0000331,0001523,0043302,0043643,0044504,0000633,001024,000,000,16384
0000000,0000481,0000051,0001013,0005350,0013034,0005420,0000021,001024,001,000,16384
0000000,0001452,0000542,0001369,0021631,0035867,0021871,0000430,001024,001,000,16384
0000000,0000411,0000050,0001017,0013887,0017483,0015048,0000034,001024,002,000,16384
0000000,0001509,0000350,0001436,0031459,0040215,0032361,0000494,001024,002,000,16384
0000000,0000411,0000050,0001017,0015259,0017683,0016371,0000035,001024,003,000,16384
0000000,0001423,0000431,0001402,0032621,0040727,0033503,0000427,001024,003,000,16384
0000000,0000421,0000050,0001021,0024596,0022402,0025669,0000044,001024,000,001,16384
0000000,0001677,0000331,0001499,0041698,0041118,0042931,0000635,001024,000,001,16384
0000000,0000411,0000050,0001019,0017192,0019467,0018285,0000037,001024,001,001,16384
0000000,0001535,0000340,0001413,0032642,0041097,0033863,0000505,001024,001,001,16384
0000000,0000431,0000051,0001014,0005340,0014047,0005390,0000021,001024,002,001,16384
0000000,0001390,0000401,0001288,0018415,0035577,0018856,0000361,001024,002,001,16384
0000000,0000420,0000050,0001019,0015519,0019347,0016722,0000036,001024,003,001,16384
0000000,0001370,0000431,0001347,0030377,0040516,0031399,0000372,001024,003,001,16384
0000000,0000421,0000050,0001021,0025779,0021741,0026731,0000047,001024,000,002,16384
0000000,0001575,0000331,0001472,0042721,0042591,0043873,0000556,001024,000,002,16384
0000000,0000471,0000050,0001012,0005320,0012463,0005371,0000020,001024,001,002,16384
0000000,0001933,0000531,0001443,0020890,0035858,0021149,0000835,001024,001,002,16384
0000000,0000411,0000050,0001016,0014166,0016712,0015299,0000033,001024,002,002,16384
0000000,0001745,0000331,0001453,0030798,0039925,0031780,0000676,001024,002,002,16384
0000000,0000411,0000050,0001016,0013666,0016661,0014828,0000033,001024,003,002,16384
0000000,0001771,0000431,0001460,0030497,0039886,0031559,0000698,001024,003,002,16384
