lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR
0021901,0000141,0000030,0001010,0030207,0021210,0030167,0000000,001024,000,000,16384
0255963,0001255,0000251,0001252,0050896,0043573,0050776,0000000,001024,000,000,16384
0021921,0000150,0000030,0001010,0030217,0021219,0030177,0000000,001024,001,000,16384
0256272,0001256,0000251,0001253,0050926,0043672,0050805,0000000,001024,001,000,16384
0021911,0000150,0000030,0001010,0030267,0021220,0030227,0000000,001024,002,000,16384
0253727,0001253,0000251,0001252,0050955,0043682,0050825,0000000,001024,002,000,16384
0020549,0000141,0000030,0001010,0028894,0019868,0028854,0000000,001024,000,001,16384
0236847,0001236,0000241,0001236,0050465,0043031,0050345,0000000,001024,000,001,16384
0020418,0000141,0000030,0001009,0028373,0019737,0028333,0000000,001024,001,001,16384
0237607,0001237,0000240,0001236,0050155,0042951,0050034,0000000,001024,001,001,16384
0020529,0000150,0000030,0001010,0028804,0019848,0028764,0000000,001024,002,001,16384
0240111,0001239,0000241,0001238,0050545,0043061,0050415,0000000,001024,002,001,16384
0021651,0000150,0000030,0001010,0030347,0020970,0030307,0000000,001024,000,002,16384
0251675,0001251,0000251,0001248,0050726,0043452,0050615,0000000,001024,000,002,16384
0021280,0000150,0000030,0001010,0028864,0020588,0028824,0000000,001024,001,002,16384
0250201,0001249,0000241,0001248,0050505,0043402,0050375,0000000,001024,001,002,16384
0021631,0000150,0000030,0001010,0030297,0020950,0030257,0000000,001024,002,002,16384
0249449,0001249,0000251,0001248,0050796,0043392,0050676,0000000,001024,002,002,16384
