tid,loop_in_cs,lock_acquires,lock_hold(ms)
RUN 0
000,     10109,   10109,    1.338525
001,     10108,   10108,    1.727683
002,     10109,   10109,    2.142015
003,     10109,   10109,    1.682226
004,     10109,   10109,    1.997940
005,     10109,   10109,    1.281364
006,     10109,   10109,    1.400315
007,     10109,   10109,    1.455220
008,     10109,   10109,    1.391867
009,     10109,   10109,    1.859911
010,     10109,   10109,    2.775420
011,     10109,   10109,    1.509080
012,     10109,   10109,    2.478817
013,     10109,   10109,    1.891479
014,     10108,   10108,    2.331494
015,     10109,   10109,    1.284403
016,     10108,   10108,    2.702923
017,     10108,   10108,    1.430849
018,     10108,   10108,    1.589153
019,     10109,   10109,    1.736696
020,     10109,   10109,    1.590853
021,     10108,   10108,    1.818620
022,     10108,   10108,    1.456106
023,     10108,   10108,    1.882842
024,     10108,   10108,    3.460452
025,     10108,   10108,    1.689761
026,     10108,   10108,    2.240954
027,     10108,   10108,    1.718692
028,     10108,   10108,    2.245466
-------------------------------------------------------------------------------------------------------

RUN 1
000,     10299,   10299,    2.180466
001,     10299,   10299,    1.660694
002,     10299,   10299,    2.023258
003,     10299,   10299,    1.321555
004,     10299,   10299,    1.425612
005,     10299,   10299,    2.024553
006,     10299,   10299,    2.371270
007,     10299,   10299,    2.230402
008,     10299,   10299,    1.481572
009,     10299,   10299,    1.183510
010,     10299,   10299,    1.732164
011,     10299,   10299,    1.300846
012,     10299,   10299,    3.309562
013,     10299,   10299,    1.629367
014,     10299,   10299,    1.310397
015,     10299,   10299,    2.001591
016,     10299,   10299,    1.667435
017,     10299,   10299,    1.321088
018,     10299,   10299,    1.553498
019,     10299,   10299,    1.866533
020,     10298,   10298,    1.419955
021,     10299,   10299,    1.368472
022,     10299,   10299,    2.417676
023,     10299,   10299,    1.374988
024,     10299,   10299,    3.068252
025,     10299,   10299,    2.140449
026,     10299,   10299,    2.341830
027,     10299,   10299,    1.414974
028,     10299,   10299,    1.260883
-------------------------------------------------------------------------------------------------------

RUN 2
000,     10274,   10274,    1.422125
001,     10274,   10274,    1.488124
002,     10275,   10275,    1.439172
003,     10274,   10274,    1.648618
004,     10274,   10274,    2.806593
005,     10274,   10274,    1.386132
006,     10274,   10274,    1.594715
007,     10275,   10275,    1.783577
008,     10274,   10274,    2.178067
009,     10274,   10274,    1.295141
010,     10275,   10275,    1.720916
011,     10274,   10274,    1.340719
012,     10274,   10274,    1.531491
013,     10274,   10274,    1.487674
014,     10275,   10275,    2.210662
015,     10274,   10274,    1.662690
016,     10274,   10274,    2.965451
017,     10274,   10274,    1.457017
018,     10275,   10275,    1.660134
019,     10274,   10274,    2.025439
020,     10275,   10275,    1.400002
021,     10274,   10274,    1.386377
022,     10274,   10274,    1.524554
023,     10275,   10275,    2.061677
024,     10274,   10274,    2.019996
025,     10274,   10274,    1.850379
026,     10274,   10274,    2.241735
027,     10275,   10275,    1.372333
028,     10274,   10274,    1.224711
-------------------------------------------------------------------------------------------------------

RUN 3
000,     10089,   10089,    2.455274
001,     10090,   10090,    1.856525
002,     10090,   10090,    2.152188
003,     10089,   10089,    2.026107
004,     10090,   10090,    2.459710
005,     10090,   10090,    1.859555
006,     10090,   10090,    1.486758
007,     10089,   10089,    1.721998
008,     10089,   10089,    2.629612
009,     10090,   10090,    1.496049
010,     10090,   10090,    2.035667
011,     10090,   10090,    1.457024
012,     10090,   10090,    2.352701
013,     10090,   10090,    1.707465
014,     10090,   10090,    2.370115
015,     10090,   10090,    1.299071
016,     10089,   10089,    2.548050
017,     10090,   10090,    1.805213
018,     10090,   10090,    2.737921
019,     10089,   10089,    1.971046
020,     10089,   10089,    1.411004
021,     10090,   10090,    1.303782
022,     10090,   10090,    2.674157
023,     10090,   10090,    2.026594
024,     10090,   10090,    1.980145
025,     10090,   10090,    1.608302
026,     10090,   10090,    1.234635
027,     10090,   10090,    1.778641
028,     10090,   10090,    1.366618
-------------------------------------------------------------------------------------------------------

RUN 4
000,     10044,   10044,    1.331589
001,     10043,   10043,    1.894897
002,     10043,   10043,    1.299429
003,     10043,   10043,    1.589043
004,     10044,   10044,    1.496853
005,     10043,   10043,    1.451075
006,     10043,   10043,    2.074508
007,     10044,   10044,    1.719600
008,     10043,   10043,    2.730314
009,     10044,   10044,    1.743553
010,     10043,   10043,    2.877259
011,     10043,   10043,    1.882355
012,     10043,   10043,    1.844634
013,     10044,   10044,    1.593555
014,     10043,   10043,    2.463656
015,     10044,   10044,    1.694557
016,     10044,   10044,    2.900680
017,     10043,   10043,    1.604964
018,     10043,   10043,    1.590824
019,     10043,   10043,    1.979006
020,     10044,   10044,    2.479096
021,     10043,   10043,    1.852926
022,     10043,   10043,    2.912581
023,     10043,   10043,    1.575763
024,     10043,   10043,    2.277465
025,     10043,   10043,    1.433997
026,     10043,   10043,    1.911465
027,     10043,   10043,    1.775105
028,     10043,   10043,    1.388654
-------------------------------------------------------------------------------------------------------

