tid,loop_in_cs,lock_acquires,lock_hold(ms)
RUN 0
000,   4711446, 4711446,  888.076294
001,   4662871, 4662871,  929.645630
002,   3324389, 3324389,  576.763184
003,   2421701, 2421701,  454.141693
004,   2263680, 2263680,  348.547150
005,   2233027, 2233027,  432.121979
006,   2214903, 2214903,  402.773346
007,   2204533, 2204533,  342.728760
008,   2196948, 2196948,  385.900482
009,   2443851, 2443851,  406.215820
010,   2217414, 2217414,  361.733398
011,   2195671, 2195671,  327.619141
012,   2201028, 2201028,  339.568268
013,   2195669, 2195669,  331.247833
014,   2195669, 2195669,  404.785919
015,   2195672, 2195672,  393.679657
-------------------------------------------------------------------------------------------------------

RUN 1
000,   3918324, 3918324,  694.215149
001,   4590595, 4590595,  912.509949
002,   3999521, 3999521,  744.819519
003,   2377760, 2377760,  422.964355
004,   2267138, 2267138,  394.468292
005,   2192229, 2192229,  344.129852
006,   2232915, 2232915,  391.122498
007,   2231732, 2231732,  396.068329
008,   2170944, 2170944,  353.979614
009,   2250074, 2250074,  419.808319
010,   2169926, 2169926,  394.301270
011,   2202818, 2202818,  411.969330
012,   2169010, 2169010,  421.481018
013,   2168257, 2168257,  368.280151
014,   2169935, 2169935,  404.553192
015,   2169931, 2169931,  423.497101
-------------------------------------------------------------------------------------------------------

RUN 2
000,   3287998, 3287998,  608.260986
001,   4388317, 4388317,  875.533997
002,   4637716, 4637716,  857.642822
003,   2193049, 2193049,  413.494049
004,   2228840, 2228840,  416.878418
005,   2198515, 2198515,  366.888580
006,   2241050, 2241050,  400.376495
007,   2258190, 2258190,  377.517151
008,   2184840, 2184840,  354.468018
009,   2206364, 2206364,  426.067078
010,   2260640, 2260640,  398.013489
011,   2340513, 2340513,  446.056519
012,   2183001, 2183001,  408.681213
013,   2201201, 2201201,  420.384064
014,   2290542, 2290542,  384.212952
015,   2183005, 2183005,  344.596039
-------------------------------------------------------------------------------------------------------

RUN 3
000,   3648382, 3648382,  629.678833
001,   4580665, 4580665,  923.001587
002,   4548214, 4548214,  824.416199
003,   2146638, 2146638,  390.759735
004,   2240984, 2240984,  404.900482
005,   2149686, 2149686,  358.957397
006,   2167869, 2167869,  348.330719
007,   2209693, 2209693,  410.085266
008,   2281052, 2281052,  362.614014
009,   2273467, 2273467,  373.769287
010,   2145539, 2145539,  379.544586
011,   2381951, 2381951,  431.017792
012,   2173337, 2173337,  375.484711
013,   2139740, 2139740,  355.125946
014,   2606060, 2606060,  502.246246
015,   2139740, 2139740,  382.276367
-------------------------------------------------------------------------------------------------------

RUN 4
000,   3079157, 3079157,  545.443604
001,   4369114, 4369114,  873.708557
002,   2208314, 2208314,  379.875916
003,   2218389, 2218389,  427.152557
004,   4417152, 4417152,  844.436951
005,   2323891, 2323891,  376.139801
006,   2249741, 2249741,  376.858368
007,   2345604, 2345604,  417.051086
008,   2292047, 2292047,  377.377777
009,   2221761, 2221761,  420.423401
010,   2231216, 2231216,  428.181641
011,   2469936, 2469936,  420.207642
012,   2213134, 2213134,  394.715912
013,   2241098, 2241098,  395.747070
014,   2295612, 2295612,  418.828766
015,   2208314, 2208314,  353.817261
-------------------------------------------------------------------------------------------------------

