lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR
0000000,0000411,0000050,0001007,0007574,0007915,0008135,0000017,001024,000,000,16384
0000000,0003353,0000321,0001209,0018656,0017594,0019397,0002354,001024,000,000,16384
0000000,0000451,0000050,0001007,0005220,0006051,0005260,0000013,001024,001,000,16384
0000000,0001769,0000391,0001088,0009649,0015299,0009618,0000762,001024,001,000,16384
0000000,0000451,0000050,0001006,0005199,0006132,0005239,0000013,001024,002,000,16384
0000000,0002847,0000331,0001140,0008025,0014848,0008216,0001843,001024,002,000,16384
0000000,0000411,0000050,0001007,0007434,0007814,0007985,0000017,001024,000,001,16384
0000000,0003334,0000330,0001206,0018575,0017523,0019346,0002331,001024,000,001,16384
0000000,0000441,0000050,0001007,0005200,0006011,0005240,0000013,001024,001,001,16384
0000000,0001791,0000331,0001090,0009918,0015119,0010089,0000786,001024,001,001,16384
0000000,0000460,0000050,0001006,0005200,0006112,0005249,0000013,001024,002,001,16384
0000000,0002807,0000331,0001137,0008797,0014758,0009087,0001802,001024,002,001,16384
0000000,0000410,0000050,0001007,0007474,0007855,0008035,0000017,001024,000,002,16384
0000000,0003352,0000321,0001206,0018305,0017373,0019065,0002351,001024,000,002,16384
0000000,0000441,0000051,0001007,0005210,0006032,0005240,0000013,001024,001,002,16384
0000000,0001780,0000401,0001087,0008726,0014898,0008977,0000776,001024,001,002,16384
0000000,0000451,0000051,0001006,0005200,0006132,0005240,0000013,001024,002,002,16384
0000000,0002853,0000321,0001141,0009518,0014858,0009378,0001847,001024,002,002,16384
