tid,loop_in_cs,lock_acquires,lock_hold(ms)
RUN 0
000,   1849665, 1849665,  346.059052
001,   1932361, 1932361,  362.346222
002,   1764849, 1764849,  334.374786
003,   1716398, 1716398,  320.286652
004,   1774797, 1774797,  335.668762
005,   1880350, 1880350,  349.922272
006,   1822457, 1822457,  350.352722
007,   1705781, 1705781,  316.846222
008,   1856997, 1856997,  350.213135
009,   1800405, 1800405,  339.126678
010,   1767071, 1767071,  333.920441
011,   1855235, 1855235,  345.082153
012,   1742366, 1742366,  336.429657
013,   1895979, 1895979,  355.742889
014,   1938399, 1938399,  362.751282
015,   2019159, 2019159,  383.427765
-------------------------------------------------------------------------------------------------------

RUN 1
000,   1945208, 1945208,  363.277740
001,   1834902, 1834902,  342.705933
002,   2036176, 2036176,  380.978485
003,   1827555, 1827555,  345.093170
004,   1881856, 1881856,  349.504242
005,   1767841, 1767841,  329.590271
006,   1776402, 1776402,  329.796844
007,   1749043, 1749043,  331.309113
008,   1517221, 1517221,  283.837158
009,   1696150, 1696150,  319.863861
010,   1907773, 1907773,  358.744629
011,   1606337, 1606337,  301.661041
012,   1793042, 1793042,  336.151703
013,   1849222, 1849222,  348.072662
014,   2229138, 2229138,  413.271362
015,   1821261, 1821261,  351.008759
-------------------------------------------------------------------------------------------------------

RUN 2
000,   1796835, 1796835,  335.596832
001,   1777014, 1777014,  329.322601
002,   1619886, 1619886,  304.881683
003,   1726861, 1726861,  315.766632
004,   1941306, 1941306,  362.153381
005,   1702042, 1702042,  316.276520
006,   1877476, 1877476,  357.432098
007,   1948776, 1948776,  365.763245
008,   1877778, 1877778,  351.748962
009,   1807215, 1807215,  333.753845
010,   1694232, 1694232,  318.895294
011,   1650123, 1650123,  304.088226
012,   1891491, 1891491,  358.392975
013,   1900978, 1900978,  352.544098
014,   2121333, 2121333,  396.483459
015,   1959309, 1959309,  358.684418
-------------------------------------------------------------------------------------------------------

RUN 3
000,   2091845, 2091845,  389.694214
001,   1792290, 1792290,  332.339722
002,   2049518, 2049518,  383.776245
003,   1615959, 1615959,  300.755615
004,   1708598, 1708598,  317.297241
005,   1546516, 1546516,  288.494904
006,   1943214, 1943214,  362.261108
007,   1747386, 1747386,  329.042358
008,   1798800, 1798800,  331.892670
009,   1791884, 1791884,  340.885925
010,   1857997, 1857997,  345.422394
011,   1750516, 1750516,  324.544983
012,   1939223, 1939223,  359.652863
013,   1806054, 1806054,  338.889893
014,   1971809, 1971809,  368.822632
015,   1904073, 1904073,  356.973907
-------------------------------------------------------------------------------------------------------

RUN 4
000,   1898434, 1898434,  351.544464
001,   1801217, 1801217,  330.162964
002,   1987084, 1987084,  368.895386
003,   1826908, 1826908,  335.818420
004,   1839461, 1839461,  345.480225
005,   1704363, 1704363,  314.748260
006,   2013149, 2013149,  380.221680
007,   1786342, 1786342,  330.777985
008,   1828566, 1828566,  344.980042
009,   1788957, 1788957,  337.487183
010,   1929888, 1929888,  360.407288
011,   1670468, 1670468,  307.330566
012,   1727506, 1727506,  322.513428
013,   1768063, 1768063,  328.805756
014,   1925446, 1925446,  357.400970
015,   1861785, 1861785,  341.759064
-------------------------------------------------------------------------------------------------------

