lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR
0004318,0000221,0000041,0001003,0002875,0003366,0003327,0000000,001024,000,000,0512
0350601,0001353,0002725,0001234,0004168,0005010,0005009,0000000,001024,000,000,0512
0007033,0000240,0000050,0001005,0005781,0006493,0006302,0000000,001024,001,000,0512
0999999,0002734,0002134,0001358,0011962,0011281,0013405,0000000,001024,001,000,0512
0006462,0000280,0000060,0001005,0005110,0005801,0005460,0000000,001024,002,000,0512
0999999,0002602,0002375,0001304,0007444,0008045,0007954,0000000,001024,002,000,0512
0006713,0000241,0000050,0001005,0005170,0005761,0005720,0000000,001024,003,000,0512
0999999,0002067,0002965,0001416,0006983,0007644,0007755,0000000,001024,003,000,0512
0004278,0000250,0000050,0001003,0002855,0003336,0003316,0000000,001024,000,001,0512
0301368,0001303,0002614,0001240,0004298,0004950,0005140,0000000,001024,000,001,0512
0007033,0000221,0000050,0001006,0005811,0006492,0006332,0000000,001024,001,001,0512
0999999,0002638,0002174,0001335,0012604,0011591,0014127,0000000,001024,001,001,0512
0006442,0000280,0000060,0001005,0005100,0005790,0005450,0000000,001024,002,001,0512
0999999,0002527,0002404,0001289,0007474,0007965,0007955,0000000,001024,002,001,0512
0006703,0000261,0000050,0001005,0005160,0005741,0005711,0000000,001024,003,001,0512
0937006,0001957,0002846,0001398,0007023,0007684,0007685,0000000,001024,003,001,0512
0004258,0000230,0000050,0001003,0002846,0003306,0003297,0000000,001024,000,002,0512
0297722,0001298,0002635,0001240,0004218,0004999,0005179,0000000,001024,000,002,0512
0007013,0000221,0000050,0001006,0005821,0006472,0006332,0000000,001024,001,002,0512
0999999,0002636,0002264,0001332,0012173,0011312,0013576,0000000,001024,001,002,0512
0006452,0000281,0000061,0001005,0005120,0005780,0005460,0000000,001024,002,002,0512
0999999,0002502,0002375,0001285,0007544,0007955,0008055,0000000,001024,002,002,0512
0006673,0000240,0000050,0001005,0005159,0005721,0005700,0000000,001024,003,002,0512
0827139,0001846,0002906,0001402,0006973,0007554,0007694,0000000,001024,003,002,0512
