tid,wait_acq(ms),wait_rel(ms)
RUN 0
002,  0.391347,  0.000275
002,  0.230683,  0.000118
002,  0.181963,  0.000070
002,  0.000320,  0.000137
002,  0.475750,  0.000070
002,  0.860452,  0.000080
002,  0.763637,  0.000143
002,  0.599733,  0.000073
002,  0.384912,  0.000085
002,  0.150530,  0.000068
001,  0.000502,  0.000393
001,  0.228713,  0.000168
001,  0.074150,  0.000085
001,  0.199940,  0.000310
001,  0.113427,  0.000153
001,  0.411508,  0.000082
001,  0.785090,  0.000107
001,  0.047385,  0.000088
001,  0.212932,  0.000103
001,  0.133095,  0.000083
003,  0.326425,  0.000252
003,  0.334987,  0.000145
003,  0.241673,  0.000140
003,  0.470582,  0.000153
003,  0.000470,  0.000163
003,  0.730077,  0.000077
003,  0.644387,  0.000112
003,  0.512060,  0.000115
003,  0.305453,  0.000087
003,  0.578345,  0.000090
004,  0.237395,  0.000355
004,  0.083997,  0.000342
004,  0.040355,  0.000107
004,  0.321697,  0.000100
004,  0.143673,  0.000188
004,  0.488923,  0.000148
004,  0.459728,  0.000115
004,  0.104133,  0.000215
004,  0.426967,  0.000175
004,  0.333713,  0.000178
005,  0.476060,  0.000227
005,  0.438735,  0.000208
005,  0.367863,  0.000205
005,  0.414437,  0.000138
005,  0.440063,  0.000108
005,  0.619882,  0.000282
005,  0.592755,  0.000120
005,  0.161812,  0.000088
005,  0.513223,  0.000108
005,  0.388932,  0.000115
006,  0.554978,  0.000273
006,  0.163725,  0.000318
006,  0.293548,  0.000122
006,  0.113293,  0.000120
006,  0.302837,  0.000107
006,  0.656723,  0.000128
006,  0.678512,  0.000123
006,  0.432538,  0.000152
006,  0.128152,  0.000180
006,  0.464435,  0.000128
007,  0.075375,  0.000312
007,  0.000337,  0.000187
007,  0.000190,  0.000088
007,  0.295485,  0.000167
007,  0.369555,  0.000113
007,  0.803772,  0.000078
007,  0.905488,  0.000080
007,  0.000098,  0.000292
007,  0.195355,  0.000087
007,  0.320533,  0.000095
008,  0.166585,  0.000358
008,  0.057917,  0.000247
008,  0.394817,  0.000192
008,  0.169660,  0.000162
008,  0.230975,  0.000170
008,  0.528145,  0.000130
008,  0.513478,  0.000122
008,  0.489300,  0.000175
008,  0.472738,  0.000162
008,  0.642090,  0.000165
009,  0.791972,  0.000292
009,  0.716233,  0.000200
009,  0.874572,  0.000183
009,  0.929852,  0.000233
009,  0.978242,  0.000173
009,  0.000227,  0.000397
009,  0.169630,  0.000503
009,  0.703923,  0.000203
009,  0.709708,  0.000173
009,  0.764558,  0.000155
010,  0.713672,  0.000310
010,  0.584600,  0.000110
010,  0.469225,  0.000102
010,  0.846343,  0.000080
010,  0.564783,  0.000142
010,  0.115645,  0.000143
010,  0.388793,  0.000110
010,  0.414942,  0.000120
