lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR,pinning
0000000,0001002,0000111,0001002,0005140,0003176,0002705,0000012,001024,000,000,0016,02
0000000,0001045,0000811,0001005,0007744,0004668,0004248,0000173,001024,000,000,0016,02
0000000,0001002,0000120,0001002,0005120,0003186,0002696,0000012,001024,000,001,0016,02
0000000,0001037,0000802,0001005,0007775,0004709,0004278,0000216,001024,000,001,0016,02
0000000,0001002,0000100,0001002,0005120,0003176,0002705,0000012,001024,000,002,0016,02
0000000,0001041,0000812,0001006,0008035,0004809,0004308,0000182,001024,000,002,0016,02
0000000,0000231,0000031,0001003,0005510,0003336,0002895,0000008,001024,000,000,0128,02
0000000,0001012,0000631,0001006,0007744,0004579,0004188,0000059,001024,000,000,0128,02
0000000,0000240,0000031,0001002,0005510,0003336,0002896,0000008,001024,000,001,0128,02
0000000,0001012,0000671,0001006,0007945,0004779,0004348,0000071,001024,000,001,0128,02
0000000,0000231,0000031,0001003,0005490,0003316,0002876,0000007,001024,000,002,0128,02
0000000,0001012,0000611,0001006,0007755,0004569,0004218,0000058,001024,000,002,0128,02
0000000,0000230,0000031,0001002,0005571,0003356,0002915,0000008,001024,000,000,0512,02
0000000,0001011,0000611,0001006,0007855,0004689,0004328,0000051,001024,000,000,0512,02
0000000,0000231,0000031,0001002,0005560,0003346,0002895,0000007,001024,000,001,0512,02
0000000,0001011,0000641,0001006,0007935,0004609,0004238,0000052,001024,000,001,0512,02
0000000,0000231,0000030,0001002,0005541,0003337,0002895,0000007,001024,000,002,0512,02
0000000,0001011,0000561,0001006,0007775,0004579,0004188,0000051,001024,000,002,0512,02
