tid,lock_impl_time(ms)
RUN 0
001,    97.821
-----------------------------------------------------------------------------------------------

RUN 1
001,   109.825
-----------------------------------------------------------------------------------------------

RUN 2
001,    98.793
-----------------------------------------------------------------------------------------------

RUN 3
001,    97.320
-----------------------------------------------------------------------------------------------

RUN 4
001,   115.422
-----------------------------------------------------------------------------------------------

