tid,loop_in_cs,lock_acquires,lock_hold(ms)
RUN 0
000,    228902,  228902,   13.414321
-------------------------------------------------------------------------------------------------------

RUN 1
000,    223653,  223653,   13.267976
-------------------------------------------------------------------------------------------------------

RUN 2
000,    223066,  223066,   13.289165
-------------------------------------------------------------------------------------------------------

RUN 3
000,    227330,  227330,   13.766965
-------------------------------------------------------------------------------------------------------

RUN 4
000,    223807,  223807,   13.264928
-------------------------------------------------------------------------------------------------------

