tid,loop_in_cs,lock_acquires,lock_hold(ms),total_duration(s),wait_ac(ms),wait_rel(ms),array_size(B)
RUN 0
000,    511456,  511456,   17.698383,      30.000,58143.640625, 1842.609253,               0
001,    516321,  516321,   17.921495,      30.000,58131.570312, 1854.540527,               0
002,    664320,  664320,   23.032898,      30.000,57562.898438, 2412.554932,               0
003,    454394,  454394,   15.774794,      30.000,58368.847656, 1621.517700,               0
004,    754780,  754780,   26.124758,      30.000,57232.210938, 2737.458496,               0
005,    542867,  542867,   18.774860,      30.000,58031.601562, 1952.860840,               0
006,    690765,  690765,   23.993298,      30.000,57474.210938, 2499.538086,               0
007,    572905,  572905,   19.865683,      30.000,57923.394531, 2058.786621,               0
008,    511774,  511774,   17.676027,      30.000,58142.679688, 1843.510376,               0
009,    516293,  516293,   17.789276,      30.000,58131.488281, 1854.686768,               0
010,    664357,  664357,   23.053976,      30.000,57562.023438, 2413.373291,               0
011,    454736,  454736,   15.541892,      30.000,58364.640625, 1625.993652,               0
012,    754722,  754722,   26.050713,      30.000,57235.414062, 2734.304199,               0
013,    542849,  542849,   18.701744,      30.000,58033.894531, 1950.561890,               0
014,    690690,  690690,   23.877676,      30.000,57475.707031, 2497.980957,               0
015,    572806,  572806,   19.736166,      30.000,57917.472656, 2064.861328,               0
016,    341695,  341695,   11.611874,      30.000,58730.753906, 1266.821289,               0
017,    341705,  341705,   12.557537,      30.000,58727.882812, 1269.768555,               0
018,    492408,  492408,   17.190884,      30.000,58169.414062, 1817.857544,               0
019,    492458,  492458,   17.122337,      30.000,58165.957031, 1821.292603,               0
020,    328496,  328496,   11.315224,      30.000,58757.480469, 1241.186890,               0
021,    328596,  328596,   11.278823,      30.000,58765.222656, 1233.694458,               0
022,    459408,  459408,   15.961608,      30.000,58297.417969, 1692.086426,               0
023,    459393,  459393,   15.871471,      30.000,58295.253906, 1694.221436,               0
024,    365270,  365270,   12.726183,      30.000,58623.230469, 1372.844360,               0
025,    365293,  365293,   12.538954,      30.000,58626.390625, 1369.972534,               0
026,    423782,  423782,   14.748390,      30.000,58435.714844, 1556.259888,               0
027,    423782,  423782,   14.640846,      30.000,58367.625000, 1624.368530,               0
028,    440603,  440603,   15.174927,      30.000,58344.277344, 1646.934937,               0
029,    440599,  440599,   15.161743,      30.000,58346.531250, 1644.535522,               0
030,    460754,  460754,   15.961879,      30.000,58291.820312, 1697.352783,               0
031,    460865,  460865,   15.767840,      30.000,58293.406250, 1695.972656,               0
-------------------------------------------------------------------------------------------------------

RUN 1
