tid,loop_in_cs,lock_acquires,lock_hold(ms),total_duration(s),wait_ac(ms),wait_rel(ms),array_size(B)
RUN 0
000, 272901743,272901743, 7286.585938,      30.000,26071.214844,19354.232422,               0
-------------------------------------------------------------------------------------------------------

RUN 1
000, 272962663,272962663, 7286.353027,      30.000,26071.960938,19354.664062,               0
-------------------------------------------------------------------------------------------------------

RUN 2
000, 272953415,272953415, 7286.796875,      30.000,26071.675781,19354.250000,               0
-------------------------------------------------------------------------------------------------------

RUN 3
000, 272956876,272956876, 7286.617676,      30.000,26071.613281,19354.714844,               0
-------------------------------------------------------------------------------------------------------

RUN 4
000, 272952583,272952583, 7286.171387,      30.000,26070.896484,19354.894531,               0
-------------------------------------------------------------------------------------------------------

