lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR
0000000,0000711,0000060,0001023,0023314,0024336,0048512,0000067,001024,000,000,16384
0000000,0001243,0000762,0001033,0032542,0032562,0078728,0000304,001024,000,000,16384
