tid,loop_in_cs,tp,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la,numa,cache_misses,c_ho,c_hod,cnNR,mnNR,threadNR,maxHandover
000,00000000,00624289,01476597,010,00064989,00309674,00003107,001024,000,000,00000008,00374417,01,0000010312289541,00000000,00000000,001,002,016,016
001,00000000,00637837,01733415,010,00065311,00318670,00003313,001024,000,000,00000008,00383748,01,0000010107779076,00000000,00000000,001,002,016,016
002,00000000,00637457,01352209,010,00065136,00317908,00003212,001024,000,000,00000008,00382830,01,0000010121673972,00000000,00000000,001,002,016,016
003,00000000,00636004,01530269,010,00065338,00318468,00003281,001024,000,000,00000008,00383589,01,0000010088434129,00000000,00000000,001,002,016,016
004,00000000,00634370,00000000,010,00065038,00316461,00003175,001024,000,000,00000008,00381268,01,0000009768300075,00000000,00000000,001,002,016,016
005,00000000,00635594,00000000,010,00065381,00318033,00003257,001024,000,000,00000008,00383195,01,0000009915910660,00000000,00000000,001,002,016,016
006,00000000,00633939,00000000,010,00064893,00317531,00003294,001024,000,000,00000008,00382195,01,0000009807705927,00000000,00000000,001,002,016,016
007,00000000,00638055,00000000,010,00065155,00317651,00003315,001024,000,000,00000008,00382582,01,0000009787686784,00000000,00000000,001,002,016,016
008,00000000,00636300,00000000,010,00065223,00317339,00003122,001024,000,000,00000008,00382320,01,0000009852842432,00000000,00000000,001,002,016,016
009,00000000,00636666,00000000,010,00064976,00317963,00003260,001024,000,000,00000008,00382697,01,0000010035610564,00000000,00000000,001,002,016,016
010,00000000,00634940,00000000,010,00064970,00317377,00003309,001024,000,000,00000008,00382159,01,0000010027091101,00000000,00000000,001,002,016,016
011,00000000,00635985,00000000,010,00064580,00316564,00003268,001024,000,000,00000008,00380931,01,0000009954796086,00000000,00000000,001,002,016,016
012,00000000,00636605,00000000,010,00065063,00317662,00003212,001024,000,000,00000008,00382501,01,0000009904364578,00000000,00000000,001,002,016,016
013,00000000,00634885,00000000,010,00065270,00316520,00003275,001024,000,000,00000008,00381536,01,0000009955883253,00000000,00000000,001,002,016,016
014,00000000,00605813,00000000,010,00062449,00301735,00003047,001024,000,000,00000008,00364054,01,0000001217181886,00000000,00000000,001,002,016,016
015,00000000,00635227,00000000,010,00065204,00317459,00003130,001024,000,000,00000008,00382468,01,0000009807926394,00000000,00000000,001,002,016,016
000,00000000,01054539,00518238,010,00525841,00064822,00009228,001024,000,000,00000128,00590583,01,0000020901260207,00000000,00000000,001,002,016,016
001,00000000,01096982,00115434,010,00546139,00068072,00009940,001024,000,000,00000128,00614136,01,0000020934650387,00000000,00000000,001,002,016,016
002,00000000,01093551,00127331,010,00545358,00067463,00009723,001024,000,000,00000128,00612756,01,0000021201625343,00000000,00000000,001,002,016,016
003,00000000,01088229,00118078,010,00542141,00067988,00009767,001024,000,000,00000128,00610049,01,0000021095157950,00000000,00000000,001,002,016,016
004,00000000,01088154,00152294,010,00544213,00067075,00009561,001024,000,000,00000128,00611200,01,0000020570804100,00000000,00000000,001,002,016,016
005,00000000,01086543,00167736,010,00541860,00067268,00009742,001024,000,000,00000128,00609053,01,0000020824359554,00000000,00000000,001,002,016,016
006,00000000,01087713,00123966,010,00542939,00067183,00009870,001024,000,000,00000128,00610043,01,0000020582833864,00000000,00000000,001,002,016,016
007,00000000,01086234,00161733,010,00541078,00066958,00009668,001024,000,000,00000128,00607959,01,0000020816133336,00000000,00000000,001,002,016,016
008,00000000,01087018,00121050,010,00543588,00067153,00009769,001024,000,000,00000128,00610654,01,0000020532631152,00000000,00000000,001,002,016,016
009,00000000,01088264,00139147,010,00542854,00067066,00009486,001024,000,000,00000128,00609844,01,0000020519152141,00000000,00000000,001,002,016,016
010,00000000,01089018,00120768,010,00542573,00067380,00009701,001024,000,000,00000128,00609877,01,0000020668521806,00000000,00000000,001,002,016,016
011,00000000,01089434,00134231,010,00543575,00067193,00009759,001024,000,000,00000128,00610692,01,0000020709429396,00000000,00000000,001,002,016,016
012,00000000,01087417,00132657,010,00542506,00067174,00009687,001024,000,000,00000128,00609586,01,0000020681600951,00000000,00000000,001,002,016,016
013,00000000,01083485,00140873,010,00540739,00067589,00009790,001024,000,000,00000128,00608256,01,0000020625961833,00000000,00000000,001,002,016,016
014,00000000,01014326,00135785,010,00506125,00062823,00008992,001024,000,000,00000128,00568888,01,0000002494159300,00000000,00000000,001,002,016,016
015,00000000,01094762,00113730,010,00545986,00067411,00009753,001024,000,000,00000128,00613307,01,0000020723698396,00000000,00000000,001,002,016,016
000,00000000,01286606,00019309,010,00634178,00020196,00012827,001024,000,000,00001024,00654369,01,0000021615805791,00000000,00000000,001,002,016,016
001,00000000,01294130,00011709,010,00637418,00020372,00012849,001024,000,000,00001024,00657783,01,0000021675403188,00000000,00000000,001,002,016,016
002,00000000,01298790,00012972,010,00640191,00020421,00012959,001024,000,000,00001024,00660606,01,0000021574014676,00000000,00000000,001,002,016,016
003,00000000,01284607,00012732,010,00633101,00020258,00012784,001024,000,000,00001024,00653355,01,0000021799092405,00000000,00000000,001,002,016,016
004,00000000,01285126,00034181,010,00633918,00020258,00012892,001024,000,000,00001024,00654167,01,0000020922795960,00000000,00000000,001,002,016,016
005,00000000,01286229,00016116,010,00633240,00020533,00012993,001024,000,000,00001024,00653768,01,0000020907720232,00000000,00000000,001,002,016,016
006,00000000,01283468,00029698,010,00633430,00020280,00012936,001024,000,000,00001024,00653708,01,0000021062131372,00000000,00000000,001,002,016,016
007,00000000,01284742,00014214,010,00633252,00020140,00012727,001024,000,000,00001024,00653387,01,0000021304232434,00000000,00000000,001,002,016,016
008,00000000,01281369,00012664,010,00632040,00020452,00012944,001024,000,000,00001024,00652487,01,0000020886943352,00000000,00000000,001,002,016,016
009,00000000,01284229,00011250,010,00633691,00020390,00013002,001024,000,000,00001024,00654075,01,0000021334124653,00000000,00000000,001,002,016,016
010,00000000,01286236,00029039,010,00634037,00020273,00012869,001024,000,000,00001024,00654305,01,0000021485893189,00000000,00000000,001,002,016,016
011,00000000,01288646,00024373,010,00634839,00020509,00012938,001024,000,000,00001024,00655347,01,0000021232015849,00000000,00000000,001,002,016,016
012,00000000,01290085,00018330,010,00635451,00020306,00012937,001024,000,000,00001024,00655755,01,0000020936087137,00000000,00000000,001,002,016,016
013,00000000,01282448,00015434,010,00631842,00020194,00012880,001024,000,000,00001024,00652032,01,0000021307196187,00000000,00000000,001,002,016,016
014,00000000,01288722,00014995,010,00634959,00020177,00012846,001024,000,000,00001024,00655131,01,0000020807076540,00000000,00000000,001,002,016,016
015,00000000,01200836,00013264,010,00592083,00018931,00011960,001024,000,000,00001024,00611012,01,0000001950952579,00000000,00000000,001,002,016,016
000,00000000,00160978,00314443,010,00594612,00070071,00001894,001024,000,000,00000008,00111539,01,0000009717234832,00000000,00000000,004,002,016,016
001,00000000,00162990,00212742,010,00597778,00071208,00001905,001024,000,000,00000008,00113368,01,0000009669401397,00000000,00000000,004,002,016,016
002,00000000,00162992,00371674,010,00607831,00070411,00001924,001024,000,000,00000008,00113083,01,0000009296062751,00000000,00000000,004,002,016,016
003,00000000,00162104,00248710,010,00594032,00070867,00001903,001024,000,000,00000008,00113119,01,0000009639502720,00000000,00000000,004,002,016,016
004,00000000,00162140,00170576,010,00604483,00070675,00001959,001024,000,000,00000008,00112905,01,0000009503601127,00000000,00000000,004,002,016,016
005,00000000,00161404,00141828,010,00591436,00070906,00001997,001024,000,000,00000008,00113106,01,0000009386728214,00000000,00000000,004,002,016,016
006,00000000,00161487,00182032,010,00595165,00070300,00001896,001024,000,000,00000008,00112594,01,0000008884778143,00000000,00000000,004,002,016,016
007,00000000,00162358,00157909,010,00599677,00070583,00001923,001024,000,000,00000008,00112939,01,0000009596627699,00000000,00000000,004,002,016,016
008,00000000,00162925,00000000,010,00603255,00070279,00001838,001024,000,000,00000008,00112727,01,0000009544273463,00000000,00000000,004,002,016,016
009,00000000,00162136,00000000,010,00612188,00070543,00001915,001024,000,000,00000008,00112648,01,0000009115019418,00000000,00000000,004,002,016,016
010,00000000,00161671,00000000,010,00599440,00070328,00001909,001024,000,000,00000008,00112488,01,0000008782462365,00000000,00000000,004,002,016,016
011,00000000,00161902,00000000,010,00595978,00070322,00001913,001024,000,000,00000008,00112542,01,0000009545708250,00000000,00000000,004,002,016,016
012,00000000,00157293,00000000,010,00591274,00068235,00001800,001024,000,000,00000008,00109039,01,0000001071831610,00000000,00000000,004,002,016,016
013,00000000,00162151,00000000,010,00615844,00070128,00001933,001024,000,000,00000008,00112169,01,0000009548198126,00000000,00000000,004,002,016,016
014,00000000,00162617,00000000,010,00598849,00070136,00001910,001024,000,000,00000008,00112355,01,0000008747510951,00000000,00000000,004,002,016,016
015,00000000,00162950,00000000,010,00590604,00070868,00001900,001024,000,000,00000008,00113293,01,0000009307982554,00000000,00000000,004,002,016,016
000,00000000,00104994,00204681,010,00267532,00041711,00001112,001024,001,000,00000008,00072883,01,0000008847851702,00000000,00000000,004,002,016,016
001,00000000,00105891,00138143,010,00265403,00041610,00001075,001024,001,000,00000008,00072953,01,0000008608576901,00000000,00000000,004,002,016,016
002,00000000,00105903,00238654,010,00266135,00041741,00000983,001024,001,000,00000008,00073110,01,0000008584763449,00000000,00000000,004,002,016,016
003,00000000,00105442,00161442,010,00268089,00041773,00001036,001024,001,000,00000008,00073119,01,0000008677108979,00000000,00000000,004,002,016,016
004,00000000,00104588,00111368,010,00270880,00041589,00001012,001024,001,000,00000008,00072719,01,0000008649226446,00000000,00000000,004,002,016,016
005,00000000,00105240,00092601,010,00265361,00041622,00001069,001024,001,000,00000008,00072760,01,0000008688904855,00000000,00000000,004,002,016,016
006,00000000,00105531,00118592,010,00263258,00041572,00001009,001024,001,000,00000008,00072782,01,0000008642359497,00000000,00000000,004,002,016,016
007,00000000,00106076,00101577,010,00272105,00041650,00000995,001024,001,000,00000008,00073277,01,0000008789905028,00000000,00000000,004,002,016,016
008,00000000,00106333,00000000,010,00260901,00042045,00001077,001024,001,000,00000008,00073553,01,0000008601268192,00000000,00000000,004,002,016,016
009,00000000,00105282,00000000,010,00270742,00041846,00001037,001024,001,000,00000008,00073286,01,0000008575308541,00000000,00000000,004,002,016,016
010,00000000,00105348,00000000,010,00268742,00041672,00001058,001024,001,000,00000008,00073018,01,0000008534804495,00000000,00000000,004,002,016,016
011,00000000,00105053,00000000,010,00266114,00041941,00001065,001024,001,000,00000008,00073340,01,0000008652402429,00000000,00000000,004,002,016,016
012,00000000,00105295,00000000,010,00268301,00041664,00001079,001024,001,000,00000008,00072999,01,0000008339110850,00000000,00000000,004,002,016,016
013,00000000,00103429,00000000,010,00256911,00040608,00001021,001024,001,000,00000008,00071460,01,0000000818648161,00000000,00000000,004,002,016,016
014,00000000,00106029,00000000,010,00266785,00041971,00001104,001024,001,000,00000008,00073323,01,0000008514163738,00000000,00000000,004,002,016,016
015,00000000,00105341,00000000,010,00257223,00041884,00000986,001024,001,000,00000008,00072476,01,0000008286557308,00000000,00000000,004,002,016,016
000,00000000,00091580,00167557,010,00316001,00029788,00001015,001024,002,000,00000008,00055106,01,0000011934648681,00000000,00000000,004,002,016,016
001,00000000,00091802,00111475,010,00328055,00029547,00000965,001024,002,000,00000008,00055154,01,0000012063614600,00000000,00000000,004,002,016,016
002,00000000,00091593,00169936,010,00321935,00029671,00001025,001024,002,000,00000008,00055040,01,0000011895637402,00000000,00000000,004,002,016,016
003,00000000,00091612,00126782,010,00333754,00029687,00001043,001024,002,000,00000008,00055326,01,0000012196994363,00000000,00000000,004,002,016,016
004,00000000,00090916,00077793,010,00324667,00029548,00001000,001024,002,000,00000008,00054951,01,0000011831605417,00000000,00000000,004,002,016,016
005,00000000,00091064,00067077,010,00319111,00029569,00000974,001024,002,000,00000008,00054811,01,0000011841832182,00000000,00000000,004,002,016,016
006,00000000,00090698,00085559,010,00326339,00029569,00001048,001024,002,000,00000008,00054997,01,0000011569910790,00000000,00000000,004,002,016,016
007,00000000,00091424,00073543,010,00318768,00029843,00001001,001024,002,000,00000008,00054922,01,0000011875572729,00000000,00000000,004,002,016,016
008,00000000,00090978,00000000,010,00316964,00029933,00001020,001024,002,000,00000008,00055208,01,0000011858588688,00000000,00000000,004,002,016,016
009,00000000,00090713,00000000,010,00321606,00029653,00001009,001024,002,000,00000008,00054888,01,0000011522300679,00000000,00000000,004,002,016,016
010,00000000,00090592,00000000,010,00325211,00029563,00001027,001024,002,000,00000008,00054659,01,0000011337435848,00000000,00000000,004,002,016,016
011,00000000,00091483,00000000,010,00323323,00029756,00001011,001024,002,000,00000008,00055217,01,0000011934516203,00000000,00000000,004,002,016,016
012,00000000,00090764,00000000,010,00318805,00029534,00001032,001024,002,000,00000008,00054598,01,0000011333681333,00000000,00000000,004,002,016,016
013,00000000,00090753,00000000,010,00319145,00029909,00001024,001024,002,000,00000008,00054851,01,0000011748321443,00000000,00000000,004,002,016,016
014,00000000,00091526,00000000,010,00325561,00029550,00001041,001024,002,000,00000008,00054777,01,0000011522516546,00000000,00000000,004,002,016,016
015,00000000,00091674,00000000,010,00319641,00029954,00001056,001024,002,000,00000008,00055217,01,0000011566834028,00000000,00000000,004,002,016,016
000,00000000,00068592,00126345,010,00198846,00021301,00000741,001024,003,000,00000008,00041282,01,0000011765678030,00000000,00000000,004,002,016,016
001,00000000,00068861,00084008,010,00206585,00021231,00000709,001024,003,000,00000008,00041412,01,0000011936976937,00000000,00000000,004,002,016,016
002,00000000,00068055,00127231,010,00205600,00021234,00000722,001024,003,000,00000008,00041169,01,0000011731490348,00000000,00000000,004,002,016,016
003,00000000,00068799,00095547,010,00197965,00021208,00000730,001024,003,000,00000008,00041408,01,0000011834274925,00000000,00000000,004,002,016,016
004,00000000,00068054,00058946,010,00200431,00021459,00000711,001024,003,000,00000008,00041549,01,0000011637658036,00000000,00000000,004,002,016,016
005,00000000,00069042,00050304,010,00200470,00021213,00000737,001024,003,000,00000008,00041406,01,0000011714497182,00000000,00000000,004,002,016,016
006,00000000,00069006,00064510,010,00195352,00021338,00000704,001024,003,000,00000008,00041539,01,0000011652230418,00000000,00000000,004,002,016,016
007,00000000,00068957,00055461,010,00199118,00021359,00000734,001024,003,000,00000008,00041581,01,0000011712275393,00000000,00000000,004,002,016,016
008,00000000,00068372,00000000,010,00202455,00021196,00000768,001024,003,000,00000008,00041359,01,0000011447254391,00000000,00000000,004,002,016,016
