lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,array_size,nodeID,run,lockNR
0007434,0001322,0000030,0001006,0005430,0006522,0013205,001024,001,000,0512
0073047,0232899,0000721,0105683,0012373,0070633,0031109,001024,001,000,0512
0007704,0001312,0000030,0001006,0005430,0006762,0013435,001024,002,000,0512
0027933,0353730,0000682,0115964,0007614,0022943,0029576,001024,002,000,0512
0007714,0001314,0000030,0001006,0005440,0006792,0013476,001024,003,000,0512
0069110,0341666,0000722,0130712,0006753,0066546,0026490,001024,003,000,0512
0007434,0001007,0000030,0001006,0005400,0006583,0013194,001024,004,000,0512
0088917,0407023,0000721,0183689,0009217,0083437,0030958,001024,004,000,0512
0007254,0001319,0000030,0001005,0005020,0006483,0012494,001024,001,001,0512
0082365,0245646,0000671,0095677,0008096,0067277,0035076,001024,001,001,0512
0008115,0001312,0000030,0001006,0005440,0007254,0013886,001024,002,001,0512
0021781,0280823,0000731,0139179,0006763,0018736,0028744,001024,002,001,0512
0008166,0001317,0000030,0001006,0005461,0007314,0013936,001024,003,001,0512
0027452,0229616,0000721,0094023,0010119,0023735,0029626,001024,003,001,0512
0007845,0001009,0000030,0001006,0005430,0007003,0013685,001024,004,001,0512
0026911,0527095,0000752,0224179,0011482,0024507,0031500,001024,004,001,0512
0007484,0001356,0000030,0001006,0005420,0006563,0013245,001024,001,002,0512
0077546,0319305,0000691,0145866,0010610,0075202,0027001,001024,001,002,0512
0007704,0001312,0000030,0001006,0005430,0006763,0013445,001024,002,002,0512
0020188,0354820,0000731,0132268,0009477,0016190,0025629,001024,002,002,0512
0007735,0001315,0000030,0001006,0005440,0006783,0013435,001024,003,002,0512
0085291,0320926,0000731,0133800,0010330,0082415,0030507,001024,003,002,0512
0007224,0001017,0000030,0001005,0005250,0006432,0012894,001024,004,002,0512
0019637,0413173,0000731,0145620,0010039,0015930,0026019,001024,004,002,0512
