tid,wait_acq(ms),wait_rel(ms)
RUN 0
001,  0.000693  0.000363
001,  0.000157  0.000140
001,  0.000130  0.000098
001,  0.000122  0.000075
001,  0.000105  0.000058
001,  0.000115  0.000058
001,  0.000105  0.000053
001,  0.000105  0.000060
001,  0.000105  0.000062
001,  0.000115  0.000060
-----------------------------------------------------------------------------------------------

RUN 1
001,  0.000492  0.000213
001,  0.000147  0.000083
001,  0.000123  0.000072
001,  0.000125  0.000065
001,  0.000123  0.000062
001,  0.000123  0.000060
001,  0.000123  0.000060
001,  0.000128  0.000058
001,  0.000123  0.000053
001,  0.000130  0.000060
-----------------------------------------------------------------------------------------------

