lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR
0000000,0000421,0000050,0001021,0028173,0021821,0028203,0000045,001024,000,000,16384
0000000,0001169,0000331,0001192,0048191,0048211,0049864,0000319,001024,000,000,16384
0000000,0000451,0000050,0001015,0005430,0006282,0005481,0000021,001024,001,000,16384
0000000,0001127,0000450,0001172,0026490,0037170,0023965,0000186,001024,001,000,16384
0000000,0000421,0000050,0001006,0005470,0006372,0005521,0000023,001024,002,000,16384
0000000,0001147,0000381,0001172,0026540,0037250,0024026,0000191,001024,002,000,16384
0000000,0000421,0000050,0001021,0028083,0021661,0028133,0000045,001024,000,001,16384
0000000,0001172,0000381,0001193,0047850,0047840,0049533,0000308,001024,000,001,16384
0000000,0000431,0000051,0001015,0005420,0006272,0005470,0000020,001024,001,001,16384
0000000,0001127,0000812,0001171,0026400,0037270,0023705,0000184,001024,001,001,16384
0000000,0000440,0000060,0001013,0005470,0006382,0005540,0000023,001024,002,001,16384
0000000,0001152,0000802,0001179,0026199,0036980,0023875,0000191,001024,002,001,16384
0000000,0000421,0000050,0001022,0028233,0022302,0028243,0000045,001024,000,002,16384
0000000,0001169,0000331,0001194,0048391,0048591,0050135,0000321,001024,000,002,16384
0000000,0000450,0000050,0001016,0005430,0006332,0005480,0000021,001024,001,002,16384
0000000,0001127,0000391,0001175,0026810,0037291,0024245,0000191,001024,001,002,16384
0000000,0000421,0000050,0001012,0005480,0006442,0005550,0000024,001024,002,002,16384
0000000,0001151,0000331,0001180,0026700,0037110,0024255,0000196,001024,002,002,16384
