lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR
0004198,0000311,0000050,0001003,0002896,0003427,0003376,0000000,001024,000,000,0512
0006632,0001013,0000331,0001027,0004509,0005160,0005140,0000000,001024,000,000,0512
0006933,0000311,0000060,0001005,0005982,0006602,0006432,0000000,001024,001,000,0512
0014998,0001030,0000341,0001028,0018435,0014558,0020579,0000000,001024,001,000,0512
0006272,0000480,0000080,0001005,0005089,0005811,0005430,0000000,001024,002,000,0512
0009959,0001023,0000391,0001038,0008365,0008887,0008767,0000000,001024,002,000,0512
0006602,0000320,0000051,0001005,0005190,0005821,0005741,0000000,001024,003,000,0512
0009197,0001023,0000331,0001032,0007243,0007684,0007704,0000000,001024,003,000,0512
0041809,0000310,0000050,0001038,0036358,0041478,0035567,0000000,001024,000,001,0512
0079120,0001240,0000390,0001252,0077866,0078728,0077436,0000000,001024,000,001,0512
0036379,0000311,0000050,0001027,0012373,0035577,0006112,0000000,001024,001,001,0512
0054473,0001167,0000391,0001261,0045185,0053431,0043352,0000000,001024,001,001,0512
0036188,0000481,0000080,0001031,0009348,0035717,0011943,0000000,001024,002,001,0512
0056907,0001183,0000421,0001233,0045867,0056376,0047780,0000000,001024,002,001,0512
0036439,0000321,0000060,0001027,0012554,0035647,0006022,0000000,001024,003,001,0512
0056026,0001158,0000371,0001264,0045495,0054533,0043853,0000000,001024,003,001,0512
0004188,0000311,0000050,0001003,0002906,0003417,0003376,0000000,001024,000,002,0512
0006943,0001014,0000330,0001042,0004669,0005320,0005330,0000000,001024,000,002,0512
0007795,0000311,0000060,0001006,0007535,0007464,0008346,0000000,001024,001,002,0512
0016712,0001048,0000351,0001033,0022062,0016311,0024116,0000000,001024,001,002,0512
0006272,0000480,0000071,0001005,0005120,0005811,0005441,0000000,001024,002,002,0512
0010089,0001024,0000391,0001050,0008456,0009077,0008847,0000000,001024,002,002,0512
0006593,0000311,0000051,0001005,0005200,0005821,0005741,0000000,001024,003,002,0512
0009328,0001023,0000331,0001048,0007264,0007685,0007855,0000000,001024,003,002,0512
