tid,loop_in_cs,lock_acquires,lock_hold(ms)
RUN 0
000,        68,      68,    0.010593
001,        63,      63,    0.011167
002,        68,      68,    0.012890
003,        68,      68,    0.013520
004,        68,      68,    0.012220
005,        58,      58,    0.008537
006,        75,      75,    0.012177
007,        71,      71,    0.010217
008,        68,      68,    0.012153
009,        62,      62,    0.010017
010,        69,      69,    0.012957
011,        68,      68,    0.009493
012,        68,      68,    0.011927
013,        57,      57,    0.008863
014,        70,      70,    0.012980
015,        63,      63,    0.007527
016,        69,      69,    0.011157
017,        65,      65,    0.010517
018,        69,      69,    0.012777
019,        68,      68,    0.009593
020,        73,      73,    0.012210
021,        66,      66,    0.010167
022,        61,      61,    0.010310
023,        70,      70,    0.011100
024,        63,      63,    0.009343
025,        68,      68,    0.010600
026,        65,      65,    0.012663
027,        74,      74,    0.013857
028,        67,      67,    0.011027
-------------------------------------------------------------------------------------------------------

RUN 1
000,        67,      67,    0.011667
001,        57,      57,    0.009980
002,        54,      54,    0.008647
003,        59,      59,    0.010640
004,        69,      69,    0.011980
005,        54,      54,    0.008630
006,        66,      66,    0.009183
007,        68,      68,    0.010363
008,        60,      60,    0.010013
009,        63,      63,    0.009420
010,        62,      62,    0.011760
011,        68,      68,    0.012107
012,        58,      58,    0.008160
013,        69,      69,    0.011543
014,        61,      61,    0.009370
015,        61,      61,    0.008613
016,        67,      67,    0.011527
017,        61,      61,    0.009487
018,        55,      55,    0.009463
019,        70,      70,    0.011903
020,        63,      63,    0.010363
021,        62,      62,    0.010133
022,        69,      69,    0.010203
023,        68,      68,    0.010343
024,        59,      59,    0.009293
025,        60,      60,    0.011653
026,        64,      64,    0.014123
027,        63,      63,    0.009610
028,        68,      68,    0.013793
-------------------------------------------------------------------------------------------------------

RUN 2
000,        68,      68,    0.011780
001,        73,      73,    0.013277
002,        71,      71,    0.012490
003,        62,      62,    0.012073
004,        67,      67,    0.010637
005,        56,      56,    0.009427
006,        66,      66,    0.008633
007,        64,      64,    0.009193
008,        66,      66,    0.011517
009,        63,      63,    0.009820
010,        61,      61,    0.009787
011,        67,      67,    0.009657
012,        57,      57,    0.010303
013,        68,      68,    0.009190
014,        72,      72,    0.010980
015,        72,      72,    0.009857
016,        70,      70,    0.011097
017,        68,      68,    0.011387
018,        65,      65,    0.010627
019,        67,      67,    0.010650
020,        67,      67,    0.011460
021,        51,      51,    0.007893
022,        65,      65,    0.009560
023,        62,      62,    0.009173
024,        72,      72,    0.013037
025,        58,      58,    0.009013
026,        72,      72,    0.011877
027,        60,      60,    0.010127
028,        61,      61,    0.012500
-------------------------------------------------------------------------------------------------------

RUN 3
000,        63,      63,    0.012390
001,        58,      58,    0.010520
002,        70,      70,    0.012053
003,        69,      69,    0.011065
004,        54,      54,    0.007823
005,        68,      68,    0.011993
006,        68,      68,    0.012680
007,        65,      65,    0.009550
008,        64,      64,    0.012320
009,        57,      57,    0.009087
010,        62,      62,    0.010487
011,        69,      69,    0.010760
012,        60,      60,    0.010427
013,        64,      64,    0.008833
014,        61,      61,    0.009830
015,        46,      46,    0.007657
016,        64,      64,    0.012437
017,        61,      61,    0.010823
018,        68,      68,    0.010373
019,        52,      52,    0.009263
020,        60,      60,    0.009210
021,        64,      64,    0.009293
022,        60,      60,    0.010293
023,        61,      61,    0.009563
024,        57,      57,    0.007917
025,        69,      69,    0.010300
026,        59,      59,    0.012183
027,        58,      58,    0.011180
028,        54,      54,    0.011363
-------------------------------------------------------------------------------------------------------

RUN 4
000,        66,      66,    0.011533
001,        61,      61,    0.009607
002,        66,      66,    0.010420
003,        62,      62,    0.010403
004,        60,      60,    0.010200
005,        62,      62,    0.010577
006,        67,      67,    0.011103
007,        66,      66,    0.010520
008,        67,      67,    0.011610
009,        66,      66,    0.010047
010,        69,      69,    0.012467
011,        67,      67,    0.008283
012,        60,      60,    0.011350
013,        62,      62,    0.009880
014,        61,      61,    0.010560
015,        57,      57,    0.007877
016,        57,      57,    0.010673
017,        63,      63,    0.009807
018,        66,      66,    0.009990
019,        65,      65,    0.008370
020,        65,      65,    0.010147
021,        62,      62,    0.010033
022,        65,      65,    0.012933
023,        56,      56,    0.009063
024,        65,      65,    0.007823
025,        57,      57,    0.008313
026,        56,      56,    0.008957
027,        68,      68,    0.011583
028,        65,      65,    0.010207
-------------------------------------------------------------------------------------------------------

