tid,loop_in_cs,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la,pinning,cache_misses,c_ho
000,00000000,00299057,010,00224901,00011268,00008553,001024,000,000,00000512,00151861,02,0000000028538551,00000000
001,00000000,00297493,010,00224749,00011285,00008649,001024,000,000,00000512,00151101,02,0000000013254906,00000000
002,00000000,00310664,010,00240226,00011516,00008725,001024,000,000,00000512,00157362,02,0000000016270118,00000000
003,00000000,00308229,010,00243081,00011503,00008752,001024,000,000,00000512,00156654,02,0000000017627788,00000000
004,00000000,00306675,010,00238796,00011596,00008786,001024,000,000,00000512,00155998,02,0000000014285271,00000000
005,00000000,00292009,010,00219044,00010755,00008205,001024,000,000,00000512,00148016,02,0000000014245674,00000000
006,00000000,00293277,010,00219437,00011016,00008294,001024,000,000,00000512,00149298,02,0000000013701651,00000000
007,00000000,00303902,010,00237656,00011103,00008464,001024,000,000,00000512,00153642,02,0000000013924126,00000000
008,00000000,00302882,010,00234969,00011306,00008545,001024,000,000,00000512,00153982,02,0000000013002514,00000000
009,00000000,00301537,010,00238298,00011133,00008489,001024,000,000,00000512,00153028,02,0000000014680956,00000000
010,00000000,00288115,010,00216387,00010804,00008131,001024,000,000,00000512,00146053,02,0000000012899155,00000000
011,00000000,00298002,010,00229833,00011237,00008550,001024,000,000,00000512,00151548,02,0000000015848270,00000000
012,00000000,00286702,010,00215159,00010736,00008205,001024,000,000,00000512,00145842,02,0000000014416735,00000000
013,00000000,00285296,010,00214568,00010625,00008093,001024,000,000,00000512,00144432,02,0000000013040590,00000000
014,00000000,00286418,010,00214327,00010678,00008107,001024,000,000,00000512,00145951,02,0000000016520631,00000000
015,00000000,00280852,010,00210745,00010575,00008095,001024,000,000,00000512,00142879,02,0000000016546792,00000000
016,00000000,00295118,010,00226900,00010983,00008399,001024,000,000,00000512,00149348,02,0000000013238457,00000000
017,00000000,00294021,010,00227521,00011042,00008465,001024,000,000,00000512,00149295,02,0000000013611252,00000000
018,00000000,00280958,010,00212564,00010515,00007957,001024,000,000,00000512,00143199,02,0000000019825789,00000000
019,00000000,00292615,010,00227441,00010760,00008280,001024,000,000,00000512,00148356,02,0000000013997199,00000000
020,00000000,00280434,010,00209113,00010602,00008021,001024,000,000,00000512,00142060,02,0000000021332779,00000000
021,00000000,00290924,010,00226103,00010802,00008245,001024,000,000,00000512,00147939,02,0000000013536399,00000000
022,00000000,00279268,010,00209814,00010447,00007985,001024,000,000,00000512,00141976,02,0000000013272311,00000000
023,00000000,00288934,010,00224949,00010928,00008303,001024,000,000,00000512,00146870,02,0000000013440436,00000000
024,00000000,00276979,010,00208267,00010381,00007808,001024,000,000,00000512,00141052,02,0000000013890587,00000000
025,00000000,00276709,010,00208310,00010210,00007758,001024,000,000,00000512,00140846,02,0000000013075043,00000000
026,00000000,00287755,010,00221255,00010809,00008192,001024,000,000,00000512,00146328,02,0000000014396399,00000000
027,00000000,00289675,010,00222693,00010782,00008155,001024,000,000,00000512,00146596,02,0000000012985840,00000000
028,00000000,00278263,010,00208434,00010400,00007970,001024,000,000,00000512,00141185,02,0000000014725922,00000000
029,00000000,00287502,010,00224544,00010779,00008211,001024,000,000,00000512,00146181,02,0000000021067212,00000000
030,00000000,00287114,010,00222745,00010753,00008140,001024,000,000,00000512,00145519,02,0000000020817099,00000000
031,00000000,00273458,010,00202496,00010411,00007938,001024,000,000,00000512,00138920,02,0000000013080524,00000000
000,00000000,00130820,010,00074898,00004415,00003362,001024,001,000,00000512,00066430,02,0000000018844007,00000000
001,00000000,00130951,010,00074090,00004357,00003344,001024,001,000,00000512,00066324,02,0000000009239706,00000000
002,00000000,00130666,010,00075000,00004384,00003270,001024,001,000,00000512,00066736,02,0000000007016150,00000000
003,00000000,00129072,010,00074221,00004330,00003284,001024,001,000,00000512,00065951,02,0000000008343098,00000000
004,00000000,00129598,010,00073989,00004343,00003275,001024,001,000,00000512,00065895,02,0000000006560298,00000000
005,00000000,00129010,010,00074241,00004273,00003259,001024,001,000,00000512,00065832,02,0000000007267535,00000000
006,00000000,00128121,010,00073340,00004286,00003265,001024,001,000,00000512,00065202,02,0000000007836246,00000000
007,00000000,00128992,010,00072981,00004325,00003262,001024,001,000,00000512,00065341,02,0000000007738119,00000000
008,00000000,00128015,010,00072580,00004299,00003292,001024,001,000,00000512,00064743,02,0000000007592759,00000000
009,00000000,00127047,010,00072772,00004281,00003257,001024,001,000,00000512,00064698,02,0000000008445125,00000000
010,00000000,00127163,010,00072724,00004281,00003268,001024,001,000,00000512,00064799,02,0000000005836225,00000000
011,00000000,00127328,010,00071965,00004302,00003244,001024,001,000,00000512,00064703,02,0000000007368545,00000000
012,00000000,00125989,010,00071814,00004261,00003267,001024,001,000,00000512,00064265,02,0000000007869658,00000000
013,00000000,00126682,010,00072404,00004280,00003247,001024,001,000,00000512,00064668,02,0000000007874391,00000000
014,00000000,00125418,010,00071193,00004128,00003158,001024,001,000,00000512,00063821,02,0000000008206742,00000000
015,00000000,00125969,010,00071553,00004231,00003233,001024,001,000,00000512,00064206,02,0000000007036530,00000000
016,00000000,00124946,010,00071065,00004228,00003195,001024,001,000,00000512,00063624,02,0000000007455997,00000000
017,00000000,00124952,010,00071474,00004353,00003306,001024,001,000,00000512,00063665,02,0000000006402235,00000000
018,00000000,00124214,010,00071056,00004164,00003153,001024,001,000,00000512,00063286,02,0000000010686196,00000000
019,00000000,00124557,010,00070395,00004151,00003187,001024,001,000,00000512,00063429,02,0000000007503563,00000000
020,00000000,00124750,010,00071249,00004100,00003102,001024,001,000,00000512,00063462,02,0000000009821680,00000000
021,00000000,00124012,010,00070363,00004167,00003172,001024,001,000,00000512,00063231,02,0000000007634936,00000000
022,00000000,00123799,010,00069805,00004141,00003174,001024,001,000,00000512,00062597,02,0000000007520383,00000000
023,00000000,00123921,010,00070186,00004251,00003229,001024,001,000,00000512,00062956,02,0000000006724671,00000000
024,00000000,00124242,010,00070702,00004112,00003163,001024,001,000,00000512,00063200,02,0000000007003959,00000000
025,00000000,00123530,010,00070563,00004128,00003117,001024,001,000,00000512,00062897,02,0000000008302969,00000000
026,00000000,00123411,010,00069889,00004243,00003263,001024,001,000,00000512,00062653,02,0000000006826334,00000000
027,00000000,00123636,010,00069561,00004102,00003131,001024,001,000,00000512,00062529,02,0000000006721605,00000000
028,00000000,00123354,010,00069913,00004073,00003023,001024,001,000,00000512,00062735,02,0000000006511183,00000000
029,00000000,00122757,010,00069572,00004095,00003157,001024,001,000,00000512,00062503,02,0000000010518033,00000000
030,00000000,00122743,010,00070189,00004124,00003116,001024,001,000,00000512,00062863,02,0000000009772468,00000000
031,00000000,00122456,010,00069177,00004123,00003138,001024,001,000,00000512,00062230,02,0000000006989163,00000000
000,00000000,00048312,010,00031523,00001037,00000852,001024,002,000,00000512,00024342,02,0000000002573141,00000000
001,00000000,00047719,010,00031655,00001009,00000812,001024,002,000,00000512,00024114,02,0000000002015390,00000000
002,00000000,00047697,010,00031745,00001010,00000819,001024,002,000,00000512,00024004,02,0000000001485216,00000000
003,00000000,00047792,010,00032017,00000989,00000809,001024,002,000,00000512,00024265,02,0000000001718598,00000000
004,00000000,00047697,010,00031560,00001039,00000864,001024,002,000,00000512,00024190,02,0000000002610438,00000000
005,00000000,00047095,010,00030935,00000975,00000787,001024,002,000,00000512,00023725,02,0000000001827299,00000000
006,00000000,00047633,010,00031264,00000986,00000776,001024,002,000,00000512,00023884,02,0000000001483514,00000000
007,00000000,00046991,010,00030956,00001013,00000821,001024,002,000,00000512,00023816,02,0000000002010887,00000000
008,00000000,00047323,010,00031621,00000980,00000789,001024,002,000,00000512,00023764,02,0000000002626819,00000000
009,00000000,00047319,010,00031207,00000987,00000773,001024,002,000,00000512,00023621,02,0000000002051463,00000000
010,00000000,00046684,010,00031177,00001034,00000841,001024,002,000,00000512,00023725,02,0000000001851644,00000000
