tid,loop_in_cs,lock_acquires,duration,glock_tries,handovers,array_size(B),nodeID,run,lockNR
000,00114906,00114906,010,00229812,00000000,001024,001,000,0512
001,00116901,00116901,010,00233802,00000000,001024,001,000,0512
002,00000670,00000670,010,00001340,00000000,001024,001,000,0512
003,00000631,00000631,010,00001262,00000000,001024,001,000,0512
004,00114782,00114782,010,00229564,00000000,001024,001,000,0512
005,00116746,00116746,010,00233492,00000000,001024,001,000,0512
006,00000664,00000664,010,00001328,00000000,001024,001,000,0512
007,00000681,00000681,010,00001362,00000000,001024,001,000,0512
008,00000682,00000682,010,00001364,00000000,001024,001,000,0512
009,00114874,00114874,010,00229748,00000000,001024,001,000,0512
010,00117264,00117264,010,00234528,00000000,001024,001,000,0512
011,00116891,00116891,010,00233782,00000000,001024,001,000,0512
012,00115311,00115311,010,00230622,00000000,001024,001,000,0512
013,00000669,00000669,010,00001338,00000000,001024,001,000,0512
014,00000577,00000577,010,00001154,00000000,001024,001,000,0512
015,00000660,00000660,010,00001320,00000000,001024,001,000,0512
016,00115078,00115078,010,00230156,00000000,001024,001,000,0512
017,00000699,00000699,010,00001398,00000000,001024,001,000,0512
018,00000620,00000620,010,00001240,00000000,001024,001,000,0512
019,00117488,00117488,010,00234976,00000000,001024,001,000,0512
020,00115088,00115088,010,00230176,00000000,001024,001,000,0512
021,00000702,00000702,010,00001404,00000000,001024,001,000,0512
022,00000643,00000643,010,00001286,00000000,001024,001,000,0512
023,00117080,00117080,010,00234160,00000000,001024,001,000,0512
024,00114165,00114165,010,00228330,00000000,001024,001,000,0512
025,00000630,00000630,010,00001260,00000000,001024,001,000,0512
026,00000600,00000600,010,00001200,00000000,001024,001,000,0512
027,00114499,00114499,010,00228998,00000000,001024,001,000,0512
028,00000660,00000660,010,00001320,00000000,001024,001,000,0512
029,00117203,00117203,010,00234406,00000000,001024,001,000,0512
030,00000588,00000588,010,00001176,00000000,001024,001,000,0512
031,00117680,00117680,010,00235360,00000000,001024,001,000,0512
000,00110428,00110428,010,00220856,00000000,001024,001,001,0512
001,00107996,00107996,010,00215992,00000000,001024,001,001,0512
002,00001442,00001442,010,00002884,00000000,001024,001,001,0512
003,00001354,00001354,010,00002708,00000000,001024,001,001,0512
004,00108856,00108856,010,00217712,00000000,001024,001,001,0512
005,00001378,00001378,010,00002756,00000000,001024,001,001,0512
006,00001403,00001403,010,00002806,00000000,001024,001,001,0512
007,00001355,00001355,010,00002710,00000000,001024,001,001,0512
008,00109959,00109959,010,00219918,00000000,001024,001,001,0512
