tid,loop_in_cs,lock_acquires,lock_hold(ms)
RUN 0
000,    219648,  219648,   12.904882
-------------------------------------------------------------------------------------------------------

RUN 1
000,    220622,  220622,   13.058931
-------------------------------------------------------------------------------------------------------

RUN 2
000,    221121,  221121,   12.755883
-------------------------------------------------------------------------------------------------------

RUN 3
000,    219663,  219663,   12.513314
-------------------------------------------------------------------------------------------------------

RUN 4
000,    222137,  222137,   13.200523
-------------------------------------------------------------------------------------------------------

