tid,loop_in_cs,lock_acquires,lock_hold(ms),total_duration(s),wait_ac(ms),wait_rel(ms),array_size(B)
RUN 0
000,   7528532, 7528532,  233.649353,      30.000,58879.296875,  668.310425,               0
001,   7528545, 7528545,  233.128128,      30.000,58880.539062,  668.422791,               0
002,   7528547, 7528547,  233.634354,      30.000,58836.453125,  704.564270,               0
003,   7528550, 7528550,  232.902191,      30.000,58863.929688,  682.559631,               0
004,   7528551, 7528551,  233.442398,      30.000,58865.191406,  680.830872,               0
005,   7528552, 7528552,  232.902374,      30.000,58842.480469,  701.439514,               0
006,   7528554, 7528554,  233.204376,      30.000,58879.828125,  668.401978,               0
007,   7528513, 7528513,  232.772324,      30.000,58860.421875,  684.365662,               0
008,   7528551, 7528551,  233.350647,      30.000,58879.960938,  664.660950,               0
009,   7528538, 7528538,  233.075302,      30.000,58878.742188,  665.872131,               0
010,   7528551, 7528551,  233.287308,      30.000,58840.441406,  702.828613,               0
011,   7528548, 7528548,  232.729996,      30.000,58841.656250,  703.147827,               0
012,   7528543, 7528543,  233.298157,      30.000,58844.023438,  700.220520,               0
013,   7528543, 7528543,  232.871735,      30.000,58860.707031,  684.540466,               0
014,   7528551, 7528551,  233.142380,      30.000,58877.582031,  666.514282,               0
015,   7528476, 7528476,  232.734131,      30.000,58838.652344,  703.930115,               0
-------------------------------------------------------------------------------------------------------

RUN 1
000,   7529711, 7529711,  233.694290,      30.000,58863.335938,  668.174194,               0
001,   7529713, 7529713,  232.994034,      30.000,58864.375000,  667.943970,               0
002,   7529707, 7529707,  233.616928,      30.000,58824.371094,  702.599304,               0
003,   7529712, 7529712,  232.764511,      30.000,58849.820312,  681.683411,               0
004,   7529712, 7529712,  233.470886,      30.000,58850.285156,  679.288025,               0
005,   7529712, 7529712,  232.996353,      30.000,58823.203125,  702.838867,               0
006,   7529718, 7529718,  233.223755,      30.000,58866.457031,  667.199341,               0
007,   7529709, 7529709,  232.962830,      30.000,58846.289062,  683.768738,               0
008,   7529712, 7529712,  233.398270,      30.000,58863.042969,  665.272888,               0
009,   7529711, 7529711,  232.769073,      30.000,58864.183594,  664.316467,               0
010,   7529713, 7529713,  233.370163,      30.000,58826.445312,  701.786255,               0
011,   7529716, 7529716,  232.821121,      30.000,58828.746094,  700.891113,               0
012,   7529709, 7529709,  233.472534,      30.000,58828.207031,  699.246399,               0
013,   7529710, 7529710,  232.996048,      30.000,58842.882812,  684.796143,               0
014,   7529717, 7529717,  233.039017,      30.000,58866.128906,  663.661682,               0
015,   7529709, 7529709,  232.566345,      30.000,58825.960938,  703.119202,               0
-------------------------------------------------------------------------------------------------------

RUN 2
000,   7536601, 7536601,  233.833008,      30.000,58862.421875,  668.745789,               0
001,   7536614, 7536614,  233.113785,      30.000,58862.730469,  669.202454,               0
002,   7536614, 7536614,  233.656433,      30.000,58820.691406,  704.531250,               0
003,   7536613, 7536613,  233.153046,      30.000,58845.933594,  684.282532,               0
004,   7536614, 7536614,  233.673660,      30.000,58849.019531,  679.764526,               0
005,   7536665, 7536665,  232.849915,      30.000,58823.535156,  703.238770,               0
006,   7536614, 7536614,  233.563812,      30.000,58862.917969,  668.900879,               0
007,   7536612, 7536612,  233.370850,      30.000,58844.691406,  684.591919,               0
008,   7536616, 7536616,  233.753418,      30.000,58863.839844,  665.180664,               0
009,   7536619, 7536619,  233.252594,      30.000,58862.132812,  665.633728,               0
010,   7536616, 7536616,  233.568481,      30.000,58824.070312,  703.088440,               0
011,   7536617, 7536617,  233.014023,      30.000,58823.953125,  704.351990,               0
012,   7536615, 7536615,  233.687927,      30.000,58825.769531,  700.599487,               0
013,   7536613, 7536613,  233.087952,      30.000,58842.656250,  685.174133,               0
014,   7536618, 7536618,  233.238937,      30.000,58862.222656,  666.091614,               0
015,   7536615, 7536615,  233.273788,      30.000,58823.203125,  704.651184,               0
-------------------------------------------------------------------------------------------------------

RUN 3
000,   7470930, 7470930,  231.849594,      30.000,58872.695312,  662.008789,               0
001,   7470928, 7470928,  231.148056,      30.000,58875.562500,  661.896851,               0
002,   7470931, 7470931,  231.861282,      30.000,58831.980469,  697.438232,               0
003,   7470934, 7470934,  231.068848,      30.000,58855.722656,  676.964050,               0
004,   7470931, 7470931,  231.747681,      30.000,58857.699219,  674.639709,               0
005,   7470935, 7470935,  230.968079,      30.000,58837.578125,  695.201843,               0
006,   7470935, 7470935,  231.537033,      30.000,58874.203125,  662.407898,               0
007,   7470937, 7470937,  231.087021,      30.000,58856.078125,  677.889465,               0
008,   7470926, 7470926,  232.005066,      30.000,58872.328125,  658.940735,               0
009,   7470992, 7470992,  230.979996,      30.000,58874.812500,  658.719421,               0
010,   7470929, 7470929,  231.707916,      30.000,58834.382812,  696.470642,               0
011,   7470933, 7470933,  231.014084,      30.000,58834.472656,  696.755066,               0
012,   7470934, 7470934,  231.718643,      30.000,58835.285156,  694.850708,               0
013,   7470915, 7470915,  231.068314,      30.000,58854.175781,  679.696411,               0
014,   7470932, 7470932,  231.181702,      30.000,58873.433594,  659.253662,               0
015,   7470936, 7470936,  231.386139,      30.000,58833.953125,  698.206421,               0
-------------------------------------------------------------------------------------------------------

RUN 4
000,   7538623, 7538623,  234.132339,      30.000,58859.875000,  670.065735,               0
