tid,loop_in_cs,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la,pinning,cache_misses,c_ho
000,00000000,01241286,010,00622662,00000000,00000000,001024,000,000,00000032,00622662,01,0000011489553499,00000000
001,00000000,01239577,010,00622461,00000000,00000000,001024,000,000,00000032,00622461,01,0000013816818107,00000000
002,00000000,01242255,010,00625042,00000000,00000000,001024,000,000,00000032,00625042,01,0000013535876463,00000000
003,00000000,01234951,010,00620087,00000000,00000000,001024,000,000,00000032,00620087,01,0000013358993561,00000000
004,00000000,01235770,010,00621179,00000000,00000000,001024,000,000,00000032,00621179,01,0000014281463370,00000000
005,00000000,01233376,010,00619331,00000000,00000000,001024,000,000,00000032,00619331,01,0000013806568437,00000000
006,00000000,01239071,010,00621920,00000000,00000000,001024,000,000,00000032,00621920,01,0000014031019493,00000000
007,00000000,01239468,010,00622889,00000000,00000000,001024,000,000,00000032,00622889,01,0000013262117797,00000000
008,00000000,01240924,010,00622428,00000000,00000000,001024,000,000,00000032,00622428,01,0000014092074616,00000000
009,00000000,01240353,010,00622940,00000000,00000000,001024,000,000,00000032,00622940,01,0000014076244214,00000000
010,00000000,01237500,010,00621162,00000000,00000000,001024,000,000,00000032,00621162,01,0000013727463608,00000000
011,00000000,01237461,010,00622013,00000000,00000000,001024,000,000,00000032,00622013,01,0000014224736102,00000000
012,00000000,01239886,010,00623023,00000000,00000000,001024,000,000,00000032,00623023,01,0000013187419374,00000000
013,00000000,01181639,010,00592705,00000000,00000000,001024,000,000,00000032,00592705,01,0000003488429840,00000000
014,00000000,01243937,010,00624450,00000000,00000000,001024,000,000,00000032,00624450,01,0000013295785423,00000000
015,00000000,01244361,010,00624592,00000000,00000000,001024,000,000,00000032,00624592,01,0000013837201621,00000000
000,00000000,01401631,010,00704071,00000000,00000000,001024,000,000,00000128,00704071,01,0000015385775337,00000000
001,00000000,01404414,010,00705549,00000000,00000000,001024,000,000,00000128,00705549,01,0000015639934897,00000000
002,00000000,01389593,010,00696996,00000000,00000000,001024,000,000,00000128,00696996,01,0000015305358175,00000000
003,00000000,01380996,010,00694909,00000000,00000000,001024,000,000,00000128,00694909,01,0000015555177866,00000000
004,00000000,01388561,010,00696461,00000000,00000000,001024,000,000,00000128,00696461,01,0000015987944412,00000000
005,00000000,01386942,010,00697869,00000000,00000000,001024,000,000,00000128,00697869,01,0000015325555444,00000000
006,00000000,01386108,010,00695625,00000000,00000000,001024,000,000,00000128,00695625,01,0000014888155772,00000000
007,00000000,01384723,010,00696693,00000000,00000000,001024,000,000,00000128,00696693,01,0000015962113728,00000000
008,00000000,01387598,010,00697142,00000000,00000000,001024,000,000,00000128,00697142,01,0000014867867673,00000000
009,00000000,01385889,010,00696400,00000000,00000000,001024,000,000,00000128,00696400,01,0000015953554372,00000000
010,00000000,01385978,010,00696556,00000000,00000000,001024,000,000,00000128,00696556,01,0000015980413627,00000000
011,00000000,01388884,010,00698797,00000000,00000000,001024,000,000,00000128,00698797,01,0000015142572048,00000000
012,00000000,01397109,010,00701576,00000000,00000000,001024,000,000,00000128,00701576,01,0000015802904374,00000000
013,00000000,01400168,010,00703491,00000000,00000000,001024,000,000,00000128,00703491,01,0000015237285501,00000000
014,00000000,01396727,010,00701849,00000000,00000000,001024,000,000,00000128,00701849,01,0000014900394485,00000000
015,00000000,01326394,010,00666482,00000000,00000000,001024,000,000,00000128,00666482,01,0000003796255506,00000000
000,00000000,01435194,010,00721457,00000000,00000000,001024,000,000,00000512,00721457,01,0000015652764149,00000000
001,00000000,01438172,010,00723413,00000000,00000000,001024,000,000,00000512,00723413,01,0000015830929979,00000000
002,00000000,01426393,010,00716778,00000000,00000000,001024,000,000,00000512,00716778,01,0000013005899863,00000000
003,00000000,01407964,010,00706182,00000000,00000000,001024,000,000,00000512,00706182,01,0000015875806532,00000000
004,00000000,01403044,010,00704986,00000000,00000000,001024,000,000,00000512,00704986,01,0000016049419897,00000000
005,00000000,01422094,010,00714927,00000000,00000000,001024,000,000,00000512,00714927,01,0000016263616990,00000000
006,00000000,01420829,010,00712990,00000000,00000000,001024,000,000,00000512,00712990,01,0000015496511997,00000000
007,00000000,01418052,010,00712776,00000000,00000000,001024,000,000,00000512,00712776,01,0000016319564229,00000000
008,00000000,01421073,010,00714406,00000000,00000000,001024,000,000,00000512,00714406,01,0000013684870353,00000000
009,00000000,01420852,010,00712633,00000000,00000000,001024,000,000,00000512,00712633,01,0000016226571033,00000000
010,00000000,01420414,010,00712645,00000000,00000000,001024,000,000,00000512,00712645,01,0000016267237924,00000000
011,00000000,01422351,010,00714777,00000000,00000000,001024,000,000,00000512,00714777,01,0000016113327464,00000000
012,00000000,01423156,010,00715581,00000000,00000000,001024,000,000,00000512,00715581,01,0000016221896899,00000000
013,00000000,01425273,010,00714770,00000000,00000000,001024,000,000,00000512,00714770,01,0000015368893980,00000000
014,00000000,01345613,010,00675911,00000000,00000000,001024,000,000,00000512,00675911,01,0000003968004087,00000000
015,00000000,01417666,010,00712329,00000000,00000000,001024,000,000,00000512,00712329,01,0000016339576338,00000000
