tid,wait_acq(ms),wait_rel(ms)
RUN 0
001,52880.308594, 15.086169
002,52728.000000, 16.894205
003,52960.281250, 15.429465
004,53130.417969, 15.239588
005,53301.187500, 14.028488
006,52643.753906, 15.689260
007,52782.625000, 14.748140
008,52372.945312, 15.905409
009,52662.128906, 19.357410
010,52876.347656, 12.409374
012,52859.703125, 13.909014
011,52908.929688, 12.420791
013,53001.039062, 11.422841
014,52729.472656, 11.883655
015,52747.406250, 11.582888
016,52971.937500, 13.458200
-----------------------------------------------------------------------------------------------

RUN 1
001,53014.039062, 13.562359
002,52745.390625, 16.839848
003,52908.703125, 16.114761
004,53139.671875, 15.404163
005,53308.660156, 13.563643
006,52616.437500, 15.542990
007,52791.316406, 14.756393
008,52363.460938, 16.151791
009,52670.386719, 19.418455
010,52862.542969, 12.425323
012,52803.687500, 13.615501
011,52884.714844, 12.136517
013,53000.421875, 11.553867
014,52740.500000, 11.831830
015,52753.207031, 11.646732
016,52990.382812, 13.270471
-----------------------------------------------------------------------------------------------

