lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR
0005581,0000141,0000030,0001004,0004198,0005160,0004889,0000000,001024,000,000,0512
0011611,0003314,0000481,0001590,0010289,0011081,0011441,0000000,001024,000,000,0512
0007394,0000170,0000030,0001006,0005170,0006422,0005721,0000000,001024,001,000,0512
0011822,0004868,0000531,0001996,0007114,0010570,0007635,0000000,001024,001,000,0512
0006883,0000160,0000040,0001005,0004929,0006362,0005290,0000000,001024,002,000,0512
0011171,0005925,0000541,0002285,0006402,0010550,0006903,0000000,001024,002,000,0512
0007394,0000161,0000030,0001006,0005170,0006413,0005720,0000000,001024,003,000,0512
0011732,0004969,0000551,0002001,0006973,0010540,0007584,0000000,001024,003,000,0512
0004198,0000141,0000030,0001003,0002795,0003286,0003236,0000000,001024,000,001,0512
0006633,0002838,0000481,0001470,0004158,0004899,0004789,0000000,001024,000,001,0512
0006722,0000161,0000030,0001005,0005340,0006232,0005801,0000000,001024,001,001,0512
0011962,0005210,0000431,0002015,0009448,0010890,0009959,0000000,001024,001,001,0512
0006142,0000160,0000040,0001005,0004949,0005621,0005290,0000000,001024,002,001,0512
0008646,0004739,0000531,0001937,0006492,0007564,0006833,0000000,001024,002,001,0512
0006683,0000170,0000030,0001005,0005170,0005721,0005721,0000000,001024,003,001,0512
0010059,0005068,0000551,0002021,0006973,0007925,0007634,0000000,001024,003,001,0512
0004137,0000141,0000030,0001003,0002775,0003266,0003216,0000000,001024,000,002,0512
0006513,0002649,0000451,0001527,0003997,0004789,0004749,0000000,001024,000,002,0512
0006713,0000161,0000030,0001005,0005340,0006232,0005791,0000000,001024,001,002,0512
0011712,0004841,0000451,0001982,0009538,0010569,0010189,0000000,001024,001,002,0512
0006673,0000161,0000030,0001005,0005170,0005721,0005730,0000000,001024,002,002,0512
0009618,0004741,0000551,0001963,0006883,0007735,0007614,0000000,001024,002,002,0512
0006121,0000160,0000040,0001005,0004940,0005600,0005290,0000000,001024,003,002,0512
0008426,0004425,0000541,0001877,0006492,0007474,0006853,0000000,001024,003,002,0512
