lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR
0020720,0000150,0000031,0001010,0028553,0020028,0028513,0000000,001024,000,000,16384
0239712,0001239,0000300,0001238,0050515,0043151,0050395,0000000,001024,000,000,16384
0021140,0000150,0000031,0001010,0030497,0020449,0030448,0000000,001024,001,000,16384
0242317,0001242,0000301,0001240,0050916,0043151,0050795,0000000,001024,001,000,16384
0020659,0000150,0000031,0001009,0028313,0019958,0028273,0000000,001024,002,000,16384
0240521,0001240,0000310,0001240,0050474,0043121,0050344,0000000,001024,002,000,16384
0020148,0000150,0000031,0001009,0028373,0019457,0028333,0000000,001024,000,001,16384
0232699,0001232,0000301,0001232,0050425,0042901,0050305,0000000,001024,000,001,16384
0020118,0000150,0000030,0001009,0028233,0019426,0028184,0000000,001024,001,001,16384
0235243,0001234,0000271,0001233,0050335,0042911,0050215,0000000,001024,001,001,16384
0020088,0000150,0000031,0001009,0028072,0019406,0028023,0000000,001024,002,001,16384
0232496,0001232,0000301,0001233,0050485,0042891,0050364,0000000,001024,002,001,16384
0021220,0000150,0000031,0001010,0028824,0020519,0028784,0000000,001024,000,002,16384
0249971,0001249,0000301,0001246,0050756,0043482,0050635,0000000,001024,000,002,16384
0021581,0000150,0000031,0001010,0030237,0020880,0030197,0000000,001024,001,002,16384
0248248,0001247,0000311,0001246,0050997,0043452,0050876,0000000,001024,001,002,16384
0021570,0000150,0000031,0001010,0030207,0020869,0030167,0000000,001024,002,002,16384
0247875,0001247,0000310,0001246,0050956,0043452,0050835,0000000,001024,002,002,16384
