tid,loop_in_cs,tp,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la,numa,cache_misses,c_ho,c_hod,cnNR,mnNR,threadNR,maxHandover
000,00000000,00409677,00868179,010,00206305,00000000,00000000,001024,000,000,00000008,00205705,01,0000006763513050,00000000,00000000,001,002,016,016
001,00000000,00411041,00747410,010,00206665,00000000,00000000,001024,000,000,00000008,00206070,01,0000006848704859,00000000,00000000,001,002,016,016
002,00000000,00408358,00722715,010,00206031,00000000,00000000,001024,000,000,00000008,00205443,01,0000006654995461,00000000,00000000,001,002,016,016
003,00000000,00408291,00938791,010,00205989,00000000,00000000,001024,000,000,00000008,00205403,01,0000006670920835,00000000,00000000,001,002,016,016
004,00000000,00408899,00000000,010,00205930,00000000,00000000,001024,000,000,00000008,00205282,01,0000006882353161,00000000,00000000,001,002,016,016
005,00000000,00407354,00000000,010,00205604,00000000,00000000,001024,000,000,00000008,00205022,01,0000006687632017,00000000,00000000,001,002,016,016
006,00000000,00408252,00000000,010,00206327,00000000,00000000,001024,000,000,00000008,00205739,01,0000006853484899,00000000,00000000,001,002,016,016
007,00000000,00407977,00000000,010,00205783,00000000,00000000,001024,000,000,00000008,00205246,01,0000006849990026,00000000,00000000,001,002,016,016
008,00000000,00407817,00000000,010,00205544,00000000,00000000,001024,000,000,00000008,00204997,01,0000006829022400,00000000,00000000,001,002,016,016
009,00000000,00395240,00000000,010,00199662,00000000,00000000,001024,000,000,00000008,00199106,01,0000000627442832,00000000,00000000,001,002,016,016
010,00000000,00407735,00000000,010,00205975,00000000,00000000,001024,000,000,00000008,00205372,01,0000006795471436,00000000,00000000,001,002,016,016
011,00000000,00407049,00000000,010,00205081,00000000,00000000,001024,000,000,00000008,00204482,01,0000006590397845,00000000,00000000,001,002,016,016
012,00000000,00406417,00000000,010,00205278,00000000,00000000,001024,000,000,00000008,00204694,01,0000006446108378,00000000,00000000,001,002,016,016
013,00000000,00407375,00000000,010,00205110,00000000,00000000,001024,000,000,00000008,00204530,01,0000006531346626,00000000,00000000,001,002,016,016
014,00000000,00408771,00000000,010,00205904,00000000,00000000,001024,000,000,00000008,00205344,01,0000006668680388,00000000,00000000,001,002,016,016
015,00000000,00406854,00000000,010,00205243,00000000,00000000,001024,000,000,00000008,00204660,01,0000006758991095,00000000,00000000,001,002,016,016
000,00000000,01219854,00218788,010,00612861,00000000,00000000,001024,000,000,00000128,00612535,01,0000020566073459,00000000,00000000,001,002,016,016
001,00000000,01227269,00108970,010,00616998,00000000,00000000,001024,000,000,00000128,00616692,01,0000020249682788,00000000,00000000,001,002,016,016
002,00000000,01216146,00148203,010,00611232,00000000,00000000,001024,000,000,00000128,00610930,01,0000020435890429,00000000,00000000,001,002,016,016
003,00000000,01211561,00195319,010,00609018,00000000,00000000,001024,000,000,00000128,00608697,01,0000020519321978,00000000,00000000,001,002,016,016
004,00000000,01215671,00237657,010,00610262,00000000,00000000,001024,000,000,00000128,00609921,01,0000020300545348,00000000,00000000,001,002,016,016
005,00000000,01214049,00118816,010,00610772,00000000,00000000,001024,000,000,00000128,00610478,01,0000020647530388,00000000,00000000,001,002,016,016
006,00000000,01211279,00173571,010,00608165,00000000,00000000,001024,000,000,00000128,00607837,01,0000019978941147,00000000,00000000,001,002,016,016
007,00000000,01210834,00172522,010,00608666,00000000,00000000,001024,000,000,00000128,00608344,01,0000020363549862,00000000,00000000,001,002,016,016
008,00000000,01136044,00124776,010,00571445,00000000,00000000,001024,000,000,00000128,00571151,01,0000001836730173,00000000,00000000,001,002,016,016
009,00000000,01207430,00114302,010,00607288,00000000,00000000,001024,000,000,00000128,00606967,01,0000020232128488,00000000,00000000,001,002,016,016
010,00000000,01210911,00171882,010,00607787,00000000,00000000,001024,000,000,00000128,00607483,01,0000019990886296,00000000,00000000,001,002,016,016
011,00000000,01205357,00160743,010,00605837,00000000,00000000,001024,000,000,00000128,00605524,01,0000020364691840,00000000,00000000,001,002,016,016
012,00000000,01205542,00150641,010,00605849,00000000,00000000,001024,000,000,00000128,00605509,01,0000020506114181,00000000,00000000,001,002,016,016
013,00000000,01200828,00112199,010,00604808,00000000,00000000,001024,000,000,00000128,00604501,01,0000020330274725,00000000,00000000,001,002,016,016
014,00000000,01204921,00124682,010,00605506,00000000,00000000,001024,000,000,00000128,00605190,01,0000019255294188,00000000,00000000,001,002,016,016
015,00000000,01210787,00143668,010,00608767,00000000,00000000,001024,000,000,00000128,00608478,01,0000020333831249,00000000,00000000,001,002,016,016
000,00000000,01294475,00016585,010,00650354,00000000,00000000,001024,000,000,00001024,00650322,01,0000021674971019,00000000,00000000,001,002,016,016
001,00000000,01291790,00011357,010,00649077,00000000,00000000,001024,000,000,00001024,00649043,01,0000021751474048,00000000,00000000,001,002,016,016
002,00000000,01298841,00012880,010,00652785,00000000,00000000,001024,000,000,00001024,00652732,01,0000021460808259,00000000,00000000,001,002,016,016
003,00000000,01281587,00016751,010,00644107,00000000,00000000,001024,000,000,00001024,00644064,01,0000021794411754,00000000,00000000,001,002,016,016
004,00000000,01283845,00033560,010,00645075,00000000,00000000,001024,000,000,00001024,00645038,01,0000021600311702,00000000,00000000,001,002,016,016
005,00000000,01280084,00013972,010,00642454,00000000,00000000,001024,000,000,00001024,00642403,01,0000021826889099,00000000,00000000,001,002,016,016
006,00000000,01276263,00520525,010,00640975,00000000,00000000,001024,000,000,00001024,00640938,01,0000021175283042,00000000,00000000,001,002,016,016
007,00000000,01280558,00016553,010,00642629,00000000,00000000,001024,000,000,00001024,00642584,01,0000021471699444,00000000,00000000,001,002,016,016
008,00000000,01274878,00017467,010,00640434,00000000,00000000,001024,000,000,00001024,00640381,01,0000021207273867,00000000,00000000,001,002,016,016
009,00000000,01285141,00012134,010,00646468,00000000,00000000,001024,000,000,00001024,00646415,01,0000021471358987,00000000,00000000,001,002,016,016
010,00000000,01280745,00029265,010,00643333,00000000,00000000,001024,000,000,00001024,00643291,01,0000021374070330,00000000,00000000,001,002,016,016
011,00000000,01273422,00025090,010,00640959,00000000,00000000,001024,000,000,00001024,00640909,01,0000020812202236,00000000,00000000,001,002,016,016
012,00000000,01275197,00022169,010,00641342,00000000,00000000,001024,000,000,00001024,00641306,01,0000021375859692,00000000,00000000,001,002,016,016
013,00000000,01270150,00018981,010,00637311,00000000,00000000,001024,000,000,00001024,00637276,01,0000021277380374,00000000,00000000,001,002,016,016
014,00000000,01281327,00013733,010,00644336,00000000,00000000,001024,000,000,00001024,00644297,01,0000020986750001,00000000,00000000,001,002,016,016
015,00000000,01194103,00014111,010,00600120,00000000,00000000,001024,000,000,00001024,00600072,01,0000001872966640,00000000,00000000,001,002,016,016
000,00000000,00150180,00238249,010,00391110,00000000,00000000,001024,000,000,00000008,00076205,01,0000007816026664,00000000,00000000,004,002,016,016
001,00000000,00151743,00144624,010,00398381,00000000,00000000,001024,000,000,00000008,00076589,01,0000007941350189,00000000,00000000,004,002,016,016
002,00000000,00150920,00155442,010,00394600,00000000,00000000,001024,000,000,00000008,00076199,01,0000007831619454,00000000,00000000,004,002,016,016
003,00000000,00151939,00172407,010,00396395,00000000,00000000,001024,000,000,00000008,00076701,01,0000007910916355,00000000,00000000,004,002,016,016
004,00000000,00151179,00121193,010,00392960,00000000,00000000,001024,000,000,00000008,00076179,01,0000007891552497,00000000,00000000,004,002,016,016
005,00000000,00151529,00123783,010,00396357,00000000,00000000,001024,000,000,00000008,00076535,01,0000007786623597,00000000,00000000,004,002,016,016
006,00000000,00150874,00110618,010,00391040,00000000,00000000,001024,000,000,00000008,00076123,01,0000007790694744,00000000,00000000,004,002,016,016
007,00000000,00149984,00151000,010,00390272,00000000,00000000,001024,000,000,00000008,00075382,01,0000007587903577,00000000,00000000,004,002,016,016
008,00000000,00151011,00000000,010,00393001,00000000,00000000,001024,000,000,00000008,00076007,01,0000007774914015,00000000,00000000,004,002,016,016
009,00000000,00151106,00000000,010,00393933,00000000,00000000,001024,000,000,00000008,00076251,01,0000007835240301,00000000,00000000,004,002,016,016
010,00000000,00152981,00000000,010,00395212,00000000,00000000,001024,000,000,00000008,00076560,01,0000007730817880,00000000,00000000,004,002,016,016
011,00000000,00151333,00000000,010,00392113,00000000,00000000,001024,000,000,00000008,00076316,01,0000007577779985,00000000,00000000,004,002,016,016
012,00000000,00150899,00000000,010,00392232,00000000,00000000,001024,000,000,00000008,00075787,01,0000007818317638,00000000,00000000,004,002,016,016
