tid,loop_in_cs,tp,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la,numa,cache_misses,c_ho,c_hod,cnNR,mnNR,threadNR,maxHandover
000,00000000,00688205,01627866,010,00068365,00323991,00003452,001024,000,000,00000008,00391756,01,0000009000987770,00000000,00000000,001,002,016,016
001,00000000,00708830,01539704,010,00068819,00336805,00003771,001024,000,000,00000008,00405028,01,0000008444055960,00000000,00000000,001,002,016,016
002,00000000,00711942,01741181,010,00068800,00337858,00003551,001024,000,000,00000008,00406031,01,0000008375548566,00000000,00000000,001,002,016,016
003,00000000,00707580,01544659,010,00068715,00336079,00003677,001024,000,000,00000008,00404198,01,0000008519238950,00000000,00000000,001,002,016,016
004,00000000,00710522,00000000,010,00069445,00336362,00003755,001024,000,000,00000008,00405155,01,0000008577029085,00000000,00000000,001,002,016,016
005,00000000,00708246,00000000,010,00068979,00336151,00003612,001024,000,000,00000008,00404505,01,0000008500939069,00000000,00000000,001,002,016,016
006,00000000,00710149,00000000,010,00068920,00337408,00003700,001024,000,000,00000008,00405509,01,0000008503390587,00000000,00000000,001,002,016,016
007,00000000,00708621,00000000,010,00069288,00336554,00003764,001024,000,000,00000008,00405191,01,0000008451827334,00000000,00000000,001,002,016,016
008,00000000,00708798,00000000,010,00068808,00335988,00003715,001024,000,000,00000008,00404160,01,0000008604807097,00000000,00000000,001,002,016,016
009,00000000,00707575,00000000,010,00069009,00335534,00003743,001024,000,000,00000008,00403897,01,0000008534005886,00000000,00000000,001,002,016,016
010,00000000,00709531,00000000,010,00068960,00336996,00003786,001024,000,000,00000008,00405262,01,0000008592930324,00000000,00000000,001,002,016,016
011,00000000,00708934,00000000,010,00068934,00336425,00003721,001024,000,000,00000008,00404639,01,0000008469677122,00000000,00000000,001,002,016,016
012,00000000,00708823,00000000,010,00069343,00336312,00003668,001024,000,000,00000008,00404987,01,0000008509235378,00000000,00000000,001,002,016,016
013,00000000,00712444,00000000,010,00069720,00337670,00003806,001024,000,000,00000008,00406609,01,0000008529763259,00000000,00000000,001,002,016,016
014,00000000,00683995,00000000,010,00066727,00324261,00003488,001024,000,000,00000008,00390333,01,0000001947178067,00000000,00000000,001,002,016,016
015,00000000,00710791,00000000,010,00069423,00337463,00003834,001024,000,000,00000008,00406150,01,0000008455203157,00000000,00000000,001,002,016,016
000,00000000,01053626,00229737,010,00538345,00060216,00008928,001024,000,000,00000128,00598016,01,0000017101039988,00000000,00000000,001,002,016,016
001,00000000,01113883,00132747,010,00570011,00064030,00009509,001024,000,000,00000128,00633499,01,0000016859304919,00000000,00000000,001,002,016,016
002,00000000,01120006,00184803,010,00573206,00064292,00009376,001024,000,000,00000128,00636909,01,0000016935633323,00000000,00000000,001,002,016,016
003,00000000,01113124,00114980,010,00569969,00063793,00009334,001024,000,000,00000128,00633158,01,0000017148081792,00000000,00000000,001,002,016,016
004,00000000,01112623,00163891,010,00568753,00063952,00009440,001024,000,000,00000128,00632148,01,0000016928950737,00000000,00000000,001,002,016,016
005,00000000,01110886,00274077,010,00568831,00063488,00009393,001024,000,000,00000128,00631738,01,0000016946959394,00000000,00000000,001,002,016,016
006,00000000,01114039,00152419,010,00570035,00063894,00009333,001024,000,000,00000128,00633343,01,0000016819144318,00000000,00000000,001,002,016,016
007,00000000,01113041,00137516,010,00568818,00064550,00009640,001024,000,000,00000128,00632751,01,0000016871458388,00000000,00000000,001,002,016,016
008,00000000,01115664,00127467,010,00570485,00063633,00009327,001024,000,000,00000128,00633522,01,0000016970460198,00000000,00000000,001,002,016,016
009,00000000,01113432,00118387,010,00569596,00063568,00009443,001024,000,000,00000128,00632597,01,0000016901532461,00000000,00000000,001,002,016,016
010,00000000,01113927,00128830,010,00569593,00063990,00009484,001024,000,000,00000128,00633043,01,0000016872374811,00000000,00000000,001,002,016,016
011,00000000,01116415,00209089,010,00570805,00063874,00009445,001024,000,000,00000128,00634110,01,0000017112457783,00000000,00000000,001,002,016,016
012,00000000,01114164,00123589,010,00568994,00064035,00009392,001024,000,000,00000128,00632445,01,0000016846063616,00000000,00000000,001,002,016,016
013,00000000,01112681,00115604,010,00569017,00063808,00009298,001024,000,000,00000128,00632269,01,0000016908120263,00000000,00000000,001,002,016,016
014,00000000,01119502,00161845,010,00572334,00064289,00009475,001024,000,000,00000128,00636040,01,0000016992669600,00000000,00000000,001,002,016,016
015,00000000,01058241,00139689,010,00540880,00060545,00008976,001024,000,000,00000128,00600926,01,0000003923263746,00000000,00000000,001,002,016,016
000,00000000,01312869,00020848,010,00655554,00020215,00012563,001024,000,000,00001024,00675736,01,0000017248653173,00000000,00000000,001,002,016,016
001,00000000,01325550,00014531,010,00661419,00020491,00012739,001024,000,000,00001024,00681876,01,0000017178107800,00000000,00000000,001,002,016,016
002,00000000,01335873,00017172,010,00666291,00020696,00012987,001024,000,000,00001024,00686952,01,0000017051747328,00000000,00000000,001,002,016,016
003,00000000,01319814,00013250,010,00659223,00020317,00012798,001024,000,000,00001024,00679499,01,0000017368637863,00000000,00000000,001,002,016,016
004,00000000,01322152,00035070,010,00659393,00020102,00012560,001024,000,000,00001024,00679446,01,0000017277894088,00000000,00000000,001,002,016,016
005,00000000,01322996,00016319,010,00660109,00020429,00012673,001024,000,000,00001024,00680499,01,0000017469182536,00000000,00000000,001,002,016,016
006,00000000,01322187,00018421,010,00660068,00020564,00012929,001024,000,000,00001024,00680598,01,0000017312986061,00000000,00000000,001,002,016,016
007,00000000,01319997,00015532,010,00659126,00020474,00012709,001024,000,000,00001024,00679573,01,0000017232368161,00000000,00000000,001,002,016,016
008,00000000,01323324,00013121,010,00659539,00020318,00012774,001024,000,000,00001024,00679816,01,0000017217370555,00000000,00000000,001,002,016,016
009,00000000,01325464,00016827,010,00660427,00020316,00012673,001024,000,000,00001024,00680694,01,0000017321043329,00000000,00000000,001,002,016,016
010,00000000,01321490,00029062,010,00660385,00020250,00012709,001024,000,000,00001024,00680595,01,0000017161033816,00000000,00000000,001,002,016,016
011,00000000,01319121,00027795,010,00658656,00020211,00012640,001024,000,000,00001024,00678831,01,0000017429715263,00000000,00000000,001,002,016,016
012,00000000,01329861,00016209,010,00663985,00020379,00012882,001024,000,000,00001024,00684327,01,0000017120127340,00000000,00000000,001,002,016,016
013,00000000,01327183,00015013,010,00661432,00020484,00012809,001024,000,000,00001024,00681877,01,0000017102540295,00000000,00000000,001,002,016,016
014,00000000,01329016,00015144,010,00664009,00020529,00012757,001024,000,000,00001024,00684502,01,0000017308387336,00000000,00000000,001,002,016,016
015,00000000,01253838,00017019,010,00625671,00019198,00011980,001024,000,000,00001024,00644837,01,0000004144728205,00000000,00000000,001,002,016,016
000,00000000,00236911,00371580,010,00735666,00096555,00001786,001024,000,000,00000008,00154207,01,0000007993730961,00000000,00000000,004,002,016,016
001,00000000,00239216,00394060,010,00725149,00098558,00001861,001024,000,000,00000008,00156278,01,0000007765811131,00000000,00000000,004,002,016,016
002,00000000,00240480,00305918,010,00747070,00098909,00001893,001024,000,000,00000008,00157198,01,0000007736720755,00000000,00000000,004,002,016,016
003,00000000,00239166,00342489,010,00745570,00098252,00001804,001024,000,000,00000008,00155932,01,0000007765816333,00000000,00000000,004,002,016,016
004,00000000,00240219,00274727,010,00742050,00098156,00001868,001024,000,000,00000008,00155974,01,0000007766138892,00000000,00000000,004,002,016,016
005,00000000,00240281,00239691,010,00735158,00098566,00001755,001024,000,000,00000008,00156659,01,0000007762920446,00000000,00000000,004,002,016,016
006,00000000,00238609,00319523,010,00747907,00097938,00001775,001024,000,000,00000008,00155653,01,0000007890531108,00000000,00000000,004,002,016,016
007,00000000,00238762,00245370,010,00734136,00098657,00001837,001024,000,000,00000008,00156173,01,0000007762639669,00000000,00000000,004,002,016,016
008,00000000,00238907,00000000,010,00746694,00098290,00001876,001024,000,000,00000008,00156307,01,0000007769775821,00000000,00000000,004,002,016,016
