tid,lock_impl_time(ms)
RUN 0
001,55708.765625
002,55818.382812
003,56078.468750
004,55943.343750
005,56352.636719
006,56009.156250
007,56174.359375
008,56438.804688
009,56245.550781
010,56465.535156
011,56370.464844
012,56547.269531
013,56181.398438
014,56547.468750
015,56298.539062
016,56533.007812
-----------------------------------------------------------------------------------------------

RUN 1
001,55999.761719
002,56188.304688
003,56118.777344
004,56324.441406
005,56494.695312
006,56161.906250
007,56438.921875
008,56494.859375
009,56178.343750
010,56390.187500
011,56094.667969
012,56232.023438
013,55975.011719
014,56260.113281
015,56073.695312
016,56288.843750
-----------------------------------------------------------------------------------------------

