tid,loop_in_cs,lock_acquires,lock_hold(ms)
RUN 0
000,        19,      19,    0.003537
001,        17,      17,    0.002927
002,       200,     200,    0.034470
003,       211,     211,    0.032620
004,        22,      22,    0.004297
005,       218,     218,    0.031261
006,        17,      17,    0.003107
007,       231,     231,    0.033463
008,        25,      25,    0.004440
009,       212,     212,    0.033330
010,       230,     230,    0.041547
011,        11,      11,    0.002107
012,       221,     221,    0.036487
013,        15,      15,    0.003040
014,        24,      24,    0.004310
015,       202,     202,    0.031783
016,        22,      22,    0.004257
017,       210,     210,    0.032188
018,       196,     196,    0.033697
019,        28,      28,    0.004563
020,       189,     189,    0.030090
021,        20,      20,    0.003497
022,        25,      25,    0.004243
023,       218,     218,    0.033143
024,        30,      30,    0.005763
025,       228,     228,    0.035027
026,       204,     204,    0.037017
027,        29,      29,    0.005073
028,        21,      21,    0.003584
-------------------------------------------------------------------------------------------------------

RUN 1
000,         7,       7,    0.001283
001,        11,      11,    0.001863
002,       263,     263,    0.044643
003,       219,     219,    0.035020
004,         7,       7,    0.001860
005,       230,     230,    0.032500
006,         7,       7,    0.001443
007,       239,     239,    0.037057
008,         2,       2,    0.000337
009,       197,     197,    0.030100
010,       242,     242,    0.043153
011,         4,       4,    0.000877
012,       216,     216,    0.033570
013,         7,       7,    0.001377
014,         5,       5,    0.001023
015,       232,     232,    0.036940
016,         6,       6,    0.001253
017,       245,     245,    0.035563
018,       247,     247,    0.038707
019,         5,       5,    0.000757
020,       233,     233,    0.036763
021,         6,       6,    0.001710
022,         2,       2,    0.000567
023,       226,     226,    0.034073
024,         8,       8,    0.001453
025,       216,     216,    0.032600
026,       238,     238,    0.042960
027,         6,       6,    0.001003
028,         5,       5,    0.000823
-------------------------------------------------------------------------------------------------------

RUN 2
000,         6,       6,    0.001130
001,         9,       9,    0.001620
002,       254,     254,    0.041140
003,       210,     210,    0.033473
004,         7,       7,    0.001567
005,       227,     227,    0.032581
006,         9,       9,    0.001663
007,       241,     241,    0.036573
008,         9,       9,    0.001803
009,       203,     203,    0.030990
010,       214,     214,    0.037690
011,         7,       7,    0.001330
012,       203,     203,    0.034543
013,         3,       3,    0.000603
014,         7,       7,    0.001280
015,       206,     206,    0.032087
016,        12,      12,    0.002267
017,       210,     210,    0.030753
018,       177,     177,    0.028457
019,         6,       6,    0.000987
020,       248,     248,    0.038347
021,         9,       9,    0.001967
022,         5,       5,    0.001603
023,       226,     226,    0.033730
024,         7,       7,    0.001153
025,       216,     216,    0.032410
026,       229,     229,    0.040733
027,         8,       8,    0.001250
028,         7,       7,    0.001157
-------------------------------------------------------------------------------------------------------

RUN 3
000,       177,     177,    0.026300
001,       160,     160,    0.024280
002,        55,      55,    0.009867
003,        55,      55,    0.009147
004,       128,     128,    0.019783
005,        42,      42,    0.006363
006,       151,     151,    0.023553
007,        54,      54,    0.008443
008,       151,     151,    0.023367
009,        41,      41,    0.006377
010,        55,      55,    0.009990
011,       175,     175,    0.027003
012,        40,      40,    0.007413
013,       199,     199,    0.030127
014,       140,     140,    0.024813
015,        44,      44,    0.007113
016,       155,     155,    0.024293
017,        56,      56,    0.008160
018,        55,      55,    0.009527
019,       156,     156,    0.022383
020,        65,      65,    0.009717
021,       141,     141,    0.022200
022,       138,     138,    0.023077
023,        60,      60,    0.009121
024,       132,     132,    0.022180
025,        72,      72,    0.010853
026,        41,      41,    0.007627
027,       125,     125,    0.018900
028,       113,     113,    0.018567
-------------------------------------------------------------------------------------------------------

RUN 4
000,       171,     171,    0.025620
001,       209,     209,    0.032593
002,        10,      10,    0.002023
003,         9,       9,    0.001733
004,       172,     172,    0.026253
005,         9,       9,    0.001723
006,       168,     168,    0.024833
007,         7,       7,    0.001367
008,       179,     179,    0.027640
009,         7,       7,    0.001370
010,         6,       6,    0.001077
011,       175,     175,    0.026710
012,         7,       7,    0.001817
013,       164,     164,    0.024793
014,       165,     165,    0.026157
015,        10,      10,    0.001600
016,       169,     169,    0.026097
017,         8,       8,    0.001270
018,         8,       8,    0.001703
019,       157,     157,    0.023517
020,        11,      11,    0.001897
021,       190,     190,    0.028953
022,       198,     198,    0.031180
023,        12,      12,    0.002107
024,       167,     167,    0.027927
025,        11,      11,    0.001740
026,        15,      15,    0.003000
027,       203,     203,    0.030553
028,       187,     187,    0.031450
-------------------------------------------------------------------------------------------------------

