tid,lock_impl_time(ms)
RUN 0
001,    73.069
-----------------------------------------------------------------------------------------------

RUN 1
001,    71.815
-----------------------------------------------------------------------------------------------

RUN 2
001,    71.945
-----------------------------------------------------------------------------------------------

RUN 3
001,    72.205
-----------------------------------------------------------------------------------------------

RUN 4
001,    72.134
-----------------------------------------------------------------------------------------------

