lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,array_size,nodeID,run,lockNR
0008476,0000080,0006002,0001282,0007153,0006803,0005971,001024,001,000,0001
0015289,0564216,0008306,0003341,0011512,0011451,0008556,001024,001,000,0001
0007694,0000080,0005952,0001240,0007103,0007004,0005921,001024,002,000,0001
0011963,0358226,0007845,0003096,0009538,0010550,0008476,001024,002,000,0001
0007695,0000090,0005991,0001239,0007103,0007014,0005931,001024,003,000,0001
0012644,0467134,0009027,0003086,0011031,0011441,0009468,001024,003,000,0001
0007684,0000080,0005951,0001242,0007164,0007003,0005921,001024,004,000,0001
0012904,0432142,0009218,0003210,0012093,0011772,0009909,001024,004,000,0001
0008406,0000070,0006002,0001311,0007124,0006973,0005962,001024,001,001,0001
0015249,0512253,0008767,0003358,0011833,0011001,0008556,001024,001,001,0001
0007745,0000080,0005961,0001239,0007113,0007083,0005931,001024,002,001,0001
0011652,0491116,0007805,0003136,0010189,0010499,0008395,001024,002,001,0001
0007744,0000070,0005961,0001239,0007103,0007073,0005931,001024,003,001,0001
0012914,0485803,0008707,0003054,0010310,0011562,0009317,001024,003,001,0001
0007725,0000090,0005981,0001240,0007183,0007103,0005922,001024,004,001,0001
0014597,0244994,0010310,0003230,0017072,0012263,0010350,001024,004,001,0001
0008446,0000080,0006002,0001275,0007153,0006853,0005971,001024,001,002,0001
0014528,0509638,0008527,0003272,0015599,0010921,0008697,001024,001,002,0001
0007674,0000070,0005952,0001240,0007103,0007043,0005921,001024,002,002,0001
0012103,0473294,0008105,0003147,0010230,0010710,0008776,001024,002,002,0001
0007705,0000090,0005982,0001240,0007103,0007053,0005931,001024,003,002,0001
0013044,0448521,0008806,0003145,0011922,0011953,0009308,001024,003,002,0001
0007685,0000070,0005951,0001241,0007194,0007043,0005922,001024,004,002,0001
0012363,0413999,0009598,0003087,0013125,0011232,0010370,001024,004,002,0001
0008486,0000090,0006022,0001299,0007133,0006954,0005971,001024,001,003,0001
0015068,0493250,0008807,0003279,0015549,0011041,0008527,001024,001,003,0001
0007735,0000070,0005961,0001240,0007104,0007054,0005931,001024,002,003,0001
0011992,0285308,0008396,0003136,0010790,0010860,0008857,001024,002,003,0001
0007725,0000081,0005991,0001239,0007113,0007074,0005931,001024,003,003,0001
0012874,0392586,0009308,0003054,0011232,0011592,0009678,001024,003,003,0001
0007715,0000070,0005951,0001242,0007173,0007053,0005921,001024,004,003,0001
0012544,0582876,0009698,0003248,0012213,0011401,0010300,001024,004,003,0001
0008476,0000070,0006001,0001274,0007143,0006953,0005962,001024,001,004,0001
0014918,0455446,0008215,0003302,0010781,0010901,0008396,001024,001,004,0001
0007714,0000080,0005961,0001240,0007104,0007043,0005931,001024,002,004,0001
0011973,0265925,0007845,0003104,0010640,0010770,0008396,001024,002,004,0001
0007714,0000090,0005981,0001240,0007103,0007053,0005922,001024,003,004,0001
0013085,0318044,0009297,0003196,0011872,0011753,0009598,001024,003,004,0001
0007695,0000070,0005941,0001240,0007163,0007043,0005912,001024,004,004,0001
0012183,0451484,0009228,0003254,0011992,0011151,0009848,001024,004,004,0001
0007484,0000280,0000050,0001004,0006662,0006423,0006613,001024,001,000,0512
0012474,0010451,0006392,0001189,0009007,0011031,0008727,001024,001,000,0512
0007384,0000251,0000060,0001005,0007134,0006853,0007084,001024,002,000,0512
0013927,0010388,0008807,0001060,0021150,0013445,0021000,001024,002,000,0512
0007574,0000261,0000060,0001005,0007515,0007043,0007474,001024,003,000,0512
0015800,0005654,0015529,0001048,0026780,0015289,0026690,001024,003,000,0512
0007434,0000251,0000060,0001005,0007284,0006903,0007234,001024,004,000,0512
0014357,0010345,0009648,0001057,0022443,0013836,0022282,001024,004,000,0512
0007434,0000310,0000060,0001004,0006633,0006452,0006593,001024,001,001,0512
0012344,0010501,0006341,0003487,0009077,0011001,0008767,001024,001,001,0512
0007434,0000250,0000060,0001005,0007113,0006893,0007063,001024,002,001,0512
0015328,0010445,0008977,0001082,0020609,0014818,0020449,001024,002,001,0512
0007454,0000261,0000060,0001005,0007154,0006923,0007104,001024,003,001,0512
0015769,0010320,0009228,0001071,0022092,0015219,0021952,001024,003,001,0512
0007494,0000260,0000060,0001005,0007264,0006953,0007214,001024,004,001,0512
0014738,0019629,0009568,0001057,0020779,0014157,0020619,001024,004,001,0512
0007574,0000301,0000060,0001004,0006653,0006512,0006612,001024,001,002,0512
0013746,0010500,0006352,0001679,0009297,0012403,0008987,001024,001,002,0512
0007544,0000270,0000060,0001005,0007164,0007023,0007114,001024,002,002,0512
0018745,0010436,0009428,0001049,0021671,0018265,0021521,001024,002,002,0512
0007564,0000271,0000060,0001005,0007183,0007033,0007134,001024,003,002,0512
0018956,0010312,0009397,0001053,0021861,0018425,0021711,001024,003,002,0512
0007565,0000271,0000060,0001005,0007263,0007043,0007214,001024,004,002,0512
0018294,0010320,0009057,0001048,0021661,0017794,0021501,001024,004,002,0512
0007504,0000250,0000060,0001005,0007183,0006953,0007134,001024,001,003,0512
0015700,0010490,0011071,0001050,0024777,0015199,0024657,001024,001,003,0512
0007514,0000301,0000060,0001004,0006643,0006462,0006602,001024,002,003,0512
0012984,0010532,0006342,0001448,0009077,0011572,0008807,001024,002,003,0512
0007434,0000260,0000060,0001005,0007084,0006903,0007043,001024,003,003,0512
0015620,0010321,0008326,0001070,0018545,0015048,0018395,001024,003,003,0512
0007474,0000250,0000060,0001005,0007183,0006933,0007133,001024,004,003,0512
0016802,0010365,0009748,0001059,0023304,0016321,0023164,001024,004,003,0512
0006883,0000281,0000060,0001005,0007304,0006352,0007254,001024,001,004,0512
0012794,0005687,0009538,0001070,0020889,0012283,0020749,001024,001,004,0512
0006923,0000251,0000060,0001005,0007414,0006372,0007364,001024,002,004,0512
0013776,0010429,0011271,0001055,0024777,0013275,0024657,001024,002,004,0512
0006923,0000240,0000051,0001005,0007424,0006392,0007374,001024,003,004,0512
0014187,0010311,0011842,0001054,0025128,0013656,0025007,001024,003,004,0512
0006903,0000280,0000060,0001005,0007434,0006372,0007384,001024,004,004,0512
0013466,0010311,0009969,0001052,0022373,0012954,0022222,001024,004,004,0512
