tid,lock_impl_time(ms)
RUN 0
001,  0.189635
001,  1.167072
001,  0.892492
001,  0.876180
001,  0.878250
001,  0.901693
001,  0.875942
001,  0.889080
001,  0.962472
001,  0.878002
002,  0.793030
002,  1.015227
002,  0.889313
002,  0.865005
002,  0.898097
002,  0.892163
002,  0.866332
002,  0.910348
002,  0.975083
002,  0.832492
003,  1.017925
003,  0.942727
003,  0.872907
003,  0.853533
003,  0.895247
003,  0.872625
003,  0.852053
003,  0.916000
003,  0.947770
003,  0.813643
004,  0.090970
004,  1.197422
004,  0.883792
004,  0.866733
004,  0.859888
004,  0.899778
004,  0.868150
004,  0.875282
004,  0.953315
004,  0.871750
005,  0.001195
005,  1.234868
005,  0.885995
005,  0.861735
005,  0.852542
005,  0.901465
005,  0.864927
005,  0.857432
005,  0.943133
005,  0.888845
006,  1.238955
006,  0.892335
006,  0.871202
006,  0.856997
006,  0.892812
006,  0.859865
006,  0.864657
006,  0.963783
006,  0.902835
006,  0.815895
007,  0.610517
007,  1.009987
007,  0.859082
007,  0.830622
007,  0.856497
007,  0.858562
007,  0.834485
007,  0.889487
007,  0.946390
007,  0.814618
008,  0.353560
008,  1.134313
008,  0.867850
008,  0.856138
008,  0.870078
008,  0.889467
008,  0.862755
008,  0.893480
008,  0.941827
008,  0.856008
009,  0.697768
009,  1.009037
009,  0.858017
009,  0.832137
009,  0.860127
009,  0.858142
009,  0.837873
009,  0.879123
009,  0.946845
009,  0.806530
010,  1.095110
010,  0.929500
010,  0.855465
010,  0.836955
010,  0.881118
010,  0.865795
010,  0.835628
010,  0.906795
010,  0.915157
010,  0.795617
011,  0.520530
011,  1.069118
011,  0.878928
011,  0.846720
011,  0.875578
011,  0.880610
011,  0.859872
011,  0.904945
011,  0.943358
011,  0.836392
012,  0.943963
012,  0.952940
012,  0.848570
012,  0.826697
012,  0.869668
012,  0.848042
012,  0.839568
012,  0.888467
012,  0.937992
012,  0.788870
013,  1.158913
013,  0.914855
013,  0.854887
013,  0.837732
013,  0.880588
013,  0.867158
013,  0.840593
013,  0.918295
013,  0.889762
013,  0.794483
014,  0.429903
014,  1.102152
014,  0.875873
014,  0.848847
014,  0.873022
014,  0.885585
014,  0.864405
014,  0.906742
014,  0.941793
014,  0.845878
015,  0.276957
015,  1.138288
015,  0.872863
015,  0.859927
015,  0.870795
015,  0.891503
015,  0.861593
015,  0.890918
015,  0.941688
015,  0.864675
016,  0.868960
016,  0.980500
016,  0.863113
016,  0.845308
016,  0.884610
016,  0.869900
016,  0.849585
016,  0.897150
016,  0.954527
016,  0.805750
-----------------------------------------------------------------------------------------------

RUN 1
001,  0.904202
001,  0.880318
001,  0.876570
001,  0.839090
001,  0.832582
001,  0.858583
001,  0.864315
001,  0.902777
001,  0.892867
001,  0.852398
002,  0.675240
002,  0.905372
002,  0.895680
002,  0.843467
002,  0.838127
002,  0.841907
002,  0.885263
002,  0.875290
002,  0.920120
002,  0.833023
003,  0.719418
003,  0.897708
003,  0.893038
003,  0.839495
003,  0.834112
003,  0.840978
003,  0.884615
003,  0.882243
003,  0.904155
003,  0.819132
004,  0.000708
004,  1.033465
004,  0.884412
004,  0.875148
004,  0.845963
004,  0.844962
004,  0.878498
004,  0.856293
004,  0.920992
004,  0.879923
005,  0.082020
005,  0.985283
005,  0.879015
005,  0.861485
005,  0.837477
005,  0.833440
005,  0.882328
005,  0.845630
005,  0.911628
005,  0.872138
006,  0.946697
006,  0.862510
006,  0.860390
006,  0.829228
006,  0.826930
006,  0.851853
006,  0.847232
006,  0.889562
006,  0.893763
006,  0.853557
007,  0.449853
007,  0.888520
007,  0.869062
007,  0.818578
007,  0.809562
007,  0.809405
007,  0.867767
007,  0.805938
007,  0.915430
007,  0.771088
008,  0.839230
008,  0.888402
008,  0.884215
008,  0.834657
008,  0.843918
008,  0.863767
008,  0.873167
008,  0.893905
008,  0.901922
008,  0.849770
009,  0.603073
009,  0.892543
009,  0.875393
009,  0.822727
009,  0.815285
009,  0.816735
009,  0.861727
009,  0.838617
009,  0.914047
009,  0.812190
010,  0.779737
010,  0.883232
010,  0.862393
010,  0.813692
010,  0.809162
010,  0.813133
010,  0.840812
010,  0.857005
010,  0.872830
010,  0.796578
011,  0.240170
011,  0.942362
011,  0.878148
011,  0.858160
011,  0.831847
011,  0.825507
011,  0.881853
011,  0.832208
011,  0.925438
011,  0.838133
012,  0.383730
012,  0.899812
012,  0.867863
012,  0.829547
012,  0.816847
012,  0.817608
012,  0.869847
012,  0.827127
012,  0.914458
012,  0.801805
013,  1.010187
013,  0.867687
013,  0.858895
013,  0.829215
013,  0.826345
013,  0.859727
013,  0.849273
013,  0.897610
013,  0.878332
013,  0.859218
014,  0.171987
014,  0.958482
014,  0.875448
014,  0.859345
014,  0.832478
014,  0.831963
014,  0.876507
014,  0.840762
014,  0.917753
014,  0.852848
015,  0.310687
015,  0.923730
015,  0.874690
015,  0.846610
015,  0.827202
015,  0.826775
015,  0.874667
015,  0.828693
015,  0.924307
015,  0.830043
016,  0.523642
016,  0.879230
016,  0.861368
016,  0.807547
016,  0.800018
016,  0.800132
016,  0.861775
016,  0.825670
016,  0.915058
016,  0.781893
-----------------------------------------------------------------------------------------------

