tid,loop_in_cs,lock_acquires,lock_hold(ms)
RUN 0
000,       116,     116,    0.018433
001,        97,      97,    0.013567
002,       108,     108,    0.018847
003,       100,     100,    0.018907
004,        99,      99,    0.021730
005,       102,     102,    0.020887
006,       123,     123,    0.021413
007,       116,     116,    0.024373
008,       101,     101,    0.024450
009,       111,     111,    0.017570
010,       112,     112,    0.020100
011,       102,     102,    0.019987
012,        86,      86,    0.018433
013,        99,      99,    0.012923
014,        93,      93,    0.014620
015,       101,     101,    0.015150
016,        98,      98,    0.017523
017,        79,      79,    0.014573
018,        92,      92,    0.017270
019,        91,      91,    0.016243
020,        97,      97,    0.019267
021,       101,     101,    0.019180
022,        69,      69,    0.015437
023,       122,     122,    0.022167
024,       101,     101,    0.023843
025,       119,     119,    0.020440
026,        85,      85,    0.020627
027,       124,     124,    0.022000
028,        98,      98,    0.018053
-------------------------------------------------------------------------------------------------------

RUN 1
000,        91,      91,    0.016450
001,       104,     104,    0.015657
002,        98,      98,    0.017850
003,        98,      98,    0.017620
004,       104,     104,    0.023303
005,       121,     121,    0.024110
006,       111,     111,    0.021753
007,        82,      82,    0.018140
008,        85,      85,    0.022343
009,       103,     103,    0.015867
010,        94,      94,    0.018083
011,        91,      91,    0.015453
012,        83,      83,    0.020547
013,       100,     100,    0.012880
014,        88,      88,    0.017283
015,        92,      92,    0.015850
016,       106,     106,    0.018997
017,       103,     103,    0.019570
018,        79,      79,    0.015940
019,        91,      91,    0.016747
020,        86,      86,    0.017293
021,       114,     114,    0.022573
022,        80,      80,    0.016863
023,        90,      90,    0.016990
024,        83,      83,    0.018580
025,        88,      88,    0.018800
026,       106,     106,    0.025610
027,       143,     143,    0.024520
028,       100,     100,    0.019500
-------------------------------------------------------------------------------------------------------

RUN 2
000,       100,     100,    0.017650
001,        92,      92,    0.012987
002,        91,      91,    0.016907
003,        94,      94,    0.017350
004,       106,     106,    0.022537
005,       114,     114,    0.023957
006,        74,      74,    0.016173
007,       105,     105,    0.021173
008,        97,      97,    0.023240
009,       102,     102,    0.018720
010,        83,      83,    0.014340
011,       110,     110,    0.021047
012,        92,      92,    0.021750
013,        88,      88,    0.011297
014,       121,     121,    0.018787
015,        90,      90,    0.014723
016,        96,      96,    0.014827
017,        85,      85,    0.015163
018,       102,     102,    0.020910
019,       100,     100,    0.018623
020,        87,      87,    0.016610
021,        92,      92,    0.018143
022,        99,      99,    0.020333
023,        98,      98,    0.017707
024,        89,      89,    0.019560
025,       101,     101,    0.019160
026,       124,     124,    0.028417
027,        81,      81,    0.013977
028,        86,      86,    0.019207
-------------------------------------------------------------------------------------------------------

RUN 3
000,        88,      88,    0.015547
001,        88,      88,    0.012597
002,        84,      84,    0.015863
003,       102,     102,    0.017440
004,        88,      88,    0.019167
005,       130,     130,    0.025557
006,       107,     107,    0.023373
007,       100,     100,    0.021223
008,        97,      97,    0.025207
009,        86,      86,    0.015220
010,        82,      82,    0.017120
011,        87,      87,    0.017250
012,        99,      99,    0.025503
013,       100,     100,    0.013737
014,       109,     109,    0.016047
015,       105,     105,    0.015790
016,        88,      88,    0.014423
017,        84,      84,    0.014510
018,        95,      95,    0.019810
019,        96,      96,    0.017373
020,        81,      81,    0.017233
021,       104,     104,    0.021630
022,       102,     102,    0.019200
023,       115,     115,    0.020953
024,        99,      99,    0.023163
025,       104,     104,    0.019313
026,        79,      79,    0.014450
027,       104,     104,    0.016867
028,        93,      93,    0.018627
-------------------------------------------------------------------------------------------------------

RUN 4
000,       113,     113,    0.019030
001,        96,      96,    0.013623
002,        93,      93,    0.017970
003,       101,     101,    0.017690
004,        79,      79,    0.016093
005,       105,     105,    0.020518
006,        98,      98,    0.020593
007,       118,     118,    0.024133
008,        93,      93,    0.023347
009,       108,     108,    0.019347
010,        88,      88,    0.017190
011,        91,      91,    0.014487
012,        84,      84,    0.022247
013,        87,      87,    0.012637
014,        90,      90,    0.013250
015,       103,     103,    0.015880
016,        85,      85,    0.019887
017,        91,      91,    0.015453
018,       101,     101,    0.021594
019,        77,      77,    0.012793
020,        87,      87,    0.019373
021,       107,     107,    0.021184
022,        96,      96,    0.019127
023,       100,     100,    0.017960
024,        98,      98,    0.022613
025,       100,     100,    0.019940
026,        85,      85,    0.016290
027,        97,      97,    0.016127
028,        95,      95,    0.019027
-------------------------------------------------------------------------------------------------------

