tid,loop_in_cs,lock_acquires,lock_hold(ms)
RUN 0
000,    229694,  229694,   12.643086
-------------------------------------------------------------------------------------------------------

RUN 1
000,    230135,  230135,   12.232043
-------------------------------------------------------------------------------------------------------

RUN 2
000,    228324,  228324,   12.048534
-------------------------------------------------------------------------------------------------------

RUN 3
000,    226406,  226406,   12.104780
-------------------------------------------------------------------------------------------------------

RUN 4
000,    226899,  226899,   12.055942
-------------------------------------------------------------------------------------------------------

