tid,lock_impl_time(ms)
RUN 0
002, 19572.891
003, 19764.750
001, 19778.287
004, 19511.418
005, 19645.975
006, 19534.424
007, 19681.438
008, 19797.051
009, 19496.629
011, 19615.719
010, 19428.445
012, 19752.184
014, 19630.146
013, 19516.240
015, 19643.604
016, 19594.803
017, 19435.477
018, 19626.068
019, 19645.820
020, 19701.482
021, 19618.086
022, 19601.047
023, 19526.697
024, 19706.332
025, 19456.867
026, 19444.521
027, 19671.211
028, 19708.717
029, 19552.102
-----------------------------------------------------------------------------------------------

RUN 1
002, 19556.195
003, 19813.779
001, 19638.785
004, 19823.326
005, 19695.658
006, 19895.494
007, 19594.922
008, 19689.533
009, 19579.943
011, 19826.084
010, 19316.547
012, 19726.164
014, 19668.289
013, 19743.756
015, 19793.498
016, 19633.396
017, 19684.633
018, 19879.129
019, 19595.141
020, 19598.094
021, 19633.422
022, 19612.785
023, 19731.033
024, 19323.770
025, 19671.143
026, 19604.254
027, 19660.785
028, 19665.873
029, 19634.896
-----------------------------------------------------------------------------------------------

RUN 2
002, 19505.467
003, 19751.215
001, 19527.732
004, 19540.604
005, 19650.309
006, 19629.555
007, 19615.754
008, 19680.740
009, 19551.053
011, 19707.709
010, 19522.969
012, 19520.977
014, 19703.928
013, 19787.811
015, 19645.992
016, 19690.680
017, 19592.287
018, 19682.115
019, 19628.949
020, 19771.176
021, 19484.180
022, 19561.785
023, 19692.273
024, 19462.959
025, 19466.156
026, 19613.357
027, 19575.510
028, 19723.596
029, 19517.354
-----------------------------------------------------------------------------------------------

RUN 3
002, 19692.256
003, 19721.914
001, 19717.287
004, 19691.887
005, 19764.291
006, 19779.156
007, 19616.736
008, 19708.592
009, 19719.338
011, 19790.416
010, 19697.373
012, 19631.607
014, 19723.787
013, 19682.053
015, 19717.289
016, 19867.994
017, 19615.012
018, 19618.539
019, 19689.199
020, 19631.010
021, 19607.143
022, 19374.172
023, 19676.375
024, 19701.523
025, 19546.365
026, 19628.268
027, 19602.652
028, 19717.770
029, 19730.916
-----------------------------------------------------------------------------------------------

RUN 4
002, 19536.453
003, 19708.070
001, 19843.547
004, 19804.881
005, 19553.170
006, 19804.291
007, 19759.775
008, 19762.766
009, 19759.832
011, 19877.572
010, 19667.854
012, 19725.869
014, 19698.566
013, 19873.387
015, 19570.400
016, 19658.863
017, 19658.637
018, 19755.789
019, 19745.863
020, 19727.836
021, 19731.061
022, 19599.350
023, 19810.127
024, 19751.270
025, 19789.068
026, 19580.416
027, 19600.510
028, 19757.131
029, 19435.684
-----------------------------------------------------------------------------------------------

