lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR,pinning
0000000,0000911,0000050,0001010,0010229,0003757,0003437,0000023,001024,000,000,0016,02
0000000,0002344,0001172,0001789,0019677,0007353,0006662,0001752,001024,000,000,0016,02
0000000,0000871,0000050,0001009,0009928,0005450,0004599,0000022,001024,001,000,0016,02
0000000,0002239,0001232,0001730,0020178,0007935,0006793,0001617,001024,001,000,0016,02
0000000,0000711,0000050,0001031,0084850,0020739,0035276,0000152,001024,002,000,0016,02
0000000,0001598,0001082,0001577,0123432,0029886,0053070,0000879,001024,002,000,0016,02
0000000,0000712,0000050,0001031,0085311,0020839,0035466,0000153,001024,003,000,0016,02
0000000,0001591,0001112,0001573,0123823,0030067,0053420,0000865,001024,003,000,0016,02
0000000,0000921,0000050,0001011,0010349,0003847,0003387,0000021,001024,000,001,0016,02
0000000,0002478,0001252,0001788,0019987,0007574,0006853,0001478,001024,000,001,0016,02
0000000,0000832,0000050,0001011,0010089,0005420,0004628,0000020,001024,001,001,0016,02
0000000,0002379,0001232,0001746,0020348,0007975,0006953,0001381,001024,001,001,0016,02
0000000,0000702,0000050,0001032,0086142,0020699,0035166,0000148,001024,002,001,0016,02
0000000,0001644,0001012,0001608,0123242,0029886,0052880,0000825,001024,002,001,0016,02
0000000,0000711,0000050,0001032,0086122,0020729,0035217,0000149,001024,003,001,0016,02
0000000,0001642,0001072,0001603,0123242,0029916,0053049,0000829,001024,003,001,0016,02
0000000,0000982,0000050,0001012,0010330,0003797,0003426,0000022,001024,000,002,0016,02
0000000,0002010,0001252,0001738,0019887,0007474,0006753,0001183,001024,000,002,0016,02
0000000,0000962,0000050,0001011,0010240,0005421,0004599,0000021,001024,001,002,0016,02
0000000,0002011,0001172,0001713,0019998,0007805,0006692,0001174,001024,001,002,0016,02
0000000,0000702,0000050,0001034,0087245,0020900,0035557,0000151,001024,002,002,0016,02
0000000,0001537,0001092,0001548,0123553,0030057,0053171,0000799,001024,002,002,0016,02
0000000,0000692,0000050,0001034,0086653,0020789,0035327,0000150,001024,003,002,0016,02
0000000,0001547,0001052,0001556,0123031,0029816,0052920,0000802,001024,003,002,0016,02
0000000,0000671,0000050,0001004,0006562,0003968,0003426,0000012,001024,000,000,0128,02
0000000,0002296,0001242,0001472,0019667,0007604,0007033,0001116,001024,000,000,0128,02
0000000,0000661,0000050,0001003,0009758,0005470,0004859,0000012,001024,001,000,0128,02
0000000,0002213,0001172,0001409,0019767,0007775,0007094,0001048,001024,001,000,0128,02
0000000,0000652,0000040,0001024,0073619,0024977,0043822,0000190,001024,002,000,0128,02
0000000,0001446,0000862,0001471,0136417,0033022,0059052,0000657,001024,002,000,0128,02
0000000,0000661,0000040,0001024,0073809,0025057,0043962,0000191,001024,003,000,0128,02
0000000,0001444,0000902,0001468,0136507,0033093,0058971,0000658,001024,003,000,0128,02
0000000,0000671,0000050,0001004,0006572,0004048,0003466,0000012,001024,000,001,0128,02
0000000,0001834,0001222,0001405,0019948,0007624,0007033,0000738,001024,000,001,0128,02
0000000,0000661,0000050,0001004,0009838,0005451,0004880,0000013,001024,001,001,0128,02
0000000,0001925,0001212,0001400,0019687,0007795,0007123,0000814,001024,001,001,0128,02
0000000,0000651,0000041,0001024,0074120,0025027,0043853,0000195,001024,002,001,0128,02
0000000,0001364,0000932,0001413,0136577,0033063,0059022,0000668,001024,002,001,0128,02
0000000,0000661,0000040,0001024,0073999,0025007,0043842,0000194,001024,003,001,0128,02
0000000,0001362,0000862,0001414,0136366,0032992,0058881,0000665,001024,003,001,0128,02
0000000,0000671,0000050,0001004,0006503,0003967,0003426,0000012,001024,000,002,0128,02
0000000,0002025,0001192,0001430,0019667,0007764,0007154,0000885,001024,000,002,0128,02
0000000,0000661,0000050,0001004,0009829,0005511,0004909,0000012,001024,001,002,0128,02
0000000,0001965,0001132,0001375,0019827,0007835,0007114,0000834,001024,001,002,0128,02
0000000,0000661,0000041,0001024,0074750,0025097,0044003,0000194,001024,002,002,0128,02
0000000,0001380,0000972,0001427,0137028,0033102,0059402,0000627,001024,002,002,0128,02
0000000,0000661,0000041,0001024,0074610,0025067,0043963,0000195,001024,003,002,0128,02
0000000,0001388,0000892,0001429,0136497,0033062,0059022,0000630,001024,003,002,0128,02
0000000,0000662,0000040,0001003,0006683,0004067,0003537,0000011,001024,000,000,0512,02
0000000,0002102,0001142,0001363,0020058,0007845,0007394,0000941,001024,000,000,0512,02
0000000,0000661,0000050,0001004,0009869,0005480,0004889,0000012,001024,001,000,0512,02
0000000,0002130,0001092,0001400,0019266,0007925,0007093,0000959,001024,001,000,0512,02
0000000,0000652,0000040,0001024,0071013,0025468,0044704,0000184,001024,002,000,0512,02
0000000,0001380,0000772,0001426,0135876,0033182,0059422,0000614,001024,002,000,0512,02
0000000,0000661,0000040,0001025,0071405,0025618,0044945,0000186,001024,003,000,0512,02
0000000,0001381,0000812,0001428,0136628,0033503,0059692,0000621,001024,003,000,0512,02
0000000,0000661,0000040,0001003,0006572,0003928,0003427,0000011,001024,000,001,0512,02
0000000,0002167,0001162,0001388,0019587,0007805,0007244,0000983,001024,000,001,0512,02
0000000,0000652,0000040,0001004,0009908,0005520,0004930,0000012,001024,001,001,0512,02
0000000,0002048,0001102,0001365,0019707,0007925,0007174,0000891,001024,001,001,0512,02
0000000,0000652,0000040,0001025,0071384,0025598,0044925,0000194,001024,002,001,0512,02
0000000,0001390,0000822,0001423,0136086,0033333,0059401,0000622,001024,002,001,0512,02
0000000,0000661,0000040,0001025,0071434,0025608,0044974,0000194,001024,003,001,0512,02
0000000,0001386,0000782,0001422,0136076,0033323,0059232,0000620,001024,003,001,0512,02
0000000,0000661,0000040,0001003,0006583,0004018,0003476,0000012,001024,000,002,0512,02
0000000,0002125,0001122,0001386,0019577,0007794,0007173,0000954,001024,000,002,0512,02
0000000,0000661,0000040,0001004,0009868,0005490,0004929,0000012,001024,001,002,0512,02
0000000,0001999,0001092,0001356,0019748,0007735,0007094,0000854,001024,001,002,0512,02
0000000,0000661,0000040,0001024,0071013,0025488,0044705,0000191,001024,002,002,0512,02
0000000,0001373,0000792,0001418,0135645,0033252,0059142,0000611,001024,002,002,0512,02
0000000,0000661,0000040,0001025,0071515,0025658,0045024,0000191,001024,003,002,0512,02
0000000,0001382,0000962,0001421,0136567,0033402,0059763,0000616,001024,003,002,0512,02
