lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR
0000000,0000291,0000041,0001009,0011001,0010079,0011682,0000020,001024,000,000,16384
0000000,0004232,0002235,0001725,0026900,0025158,0027873,0002875,001024,000,000,16384
0000000,0000321,0000050,0001007,0005190,0006042,0005220,0000013,001024,001,000,16384
0000000,0002623,0003256,0001372,0008916,0020278,0008737,0001413,001024,001,000,16384
0000000,0000320,0000050,0001006,0005199,0006161,0005240,0000013,001024,002,000,16384
0000000,0003487,0003166,0001441,0008797,0019897,0008816,0002187,001024,002,000,16384
0000000,0000291,0000040,0001009,0010620,0009838,0011291,0000020,001024,000,001,16384
0000000,0004331,0002245,0001732,0026519,0024807,0027462,0002947,001024,000,001,16384
0000000,0000320,0000050,0001007,0005180,0005982,0005200,0000013,001024,001,001,16384
0000000,0002661,0003266,0001368,0008587,0019778,0008686,0001455,001024,001,001,16384
0000000,0000311,0000050,0001007,0005200,0006132,0005240,0000013,001024,002,001,16384
0000000,0003480,0003206,0001509,0008917,0019397,0009107,0002177,001024,002,001,16384
0000000,0000291,0000041,0001009,0010690,0009889,0011362,0000019,001024,000,002,16384
0000000,0004321,0002265,0001730,0026671,0025037,0027652,0002934,001024,000,002,16384
0000000,0000320,0000050,0001006,0005190,0006021,0005219,0000013,001024,001,002,16384
0000000,0002634,0003236,0001367,0008957,0019868,0008796,0001430,001024,001,002,16384
0000000,0000311,0000041,0001007,0005200,0006141,0005240,0000013,001024,002,002,16384
0000000,0003437,0003026,0001499,0008767,0019466,0008897,0002160,001024,002,002,16384
