lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR,pinning
0004699,0001004,0000040,0001002,0003878,0002905,0003837,0000000,001024,000,000,0001,02
0126879,0001127,0001152,0001004,0006963,0003657,0006682,0000000,001024,000,000,0001,02
0004579,0001004,0000031,0001002,0003657,0002916,0003617,0000000,001024,000,001,0001,02
0121398,0001121,0001343,0001004,0006913,0003637,0006652,0000000,001024,000,001,0001,02
0005050,0001004,0000050,0001002,0003697,0002885,0003667,0000000,001024,000,002,0001,02
0124364,0001123,0001182,0001004,0006973,0003677,0006743,0000000,001024,000,002,0001,02
0004017,0000320,0000030,0001002,0003687,0002936,0003647,0000000,001024,000,000,0032,02
0009968,0001008,0000571,0001004,0006051,0003958,0005841,0000000,001024,000,000,0032,02
0003947,0000311,0000030,0001002,0003496,0002885,0003457,0000000,001024,000,001,0032,02
0009839,0001008,0000581,0001003,0005952,0003957,0005730,0000000,001024,000,001,0032,02
0003987,0000311,0000030,0001002,0003757,0002945,0003717,0000000,001024,000,002,0032,02
0009688,0001008,0000551,0001004,0005991,0003967,0005761,0000000,001024,000,002,0032,02
0004037,0000311,0000030,0001002,0003487,0002966,0003456,0000000,001024,000,000,0128,02
0009017,0001007,0000551,0001003,0005921,0004057,0005701,0000000,001024,000,000,0128,02
0004057,0000320,0000030,0001002,0003868,0002986,0003828,0000000,001024,000,001,0128,02
0009087,0001007,0000370,0001003,0005921,0004068,0005741,0000000,001024,000,001,0128,02
0004028,0000311,0000030,0001002,0003506,0002975,0003467,0000000,001024,000,002,0128,02
0009097,0001007,0000551,0001004,0006021,0004078,0005811,0000000,001024,000,002,0128,02
0004038,0000311,0000030,0001002,0003497,0002995,0003466,0000000,001024,000,000,0512,02
0008316,0001005,0000311,0001004,0005891,0004097,0005670,0000000,001024,000,000,0512,02
0004037,0000311,0000030,0001002,0003497,0002995,0003466,0000000,001024,000,001,0512,02
0008436,0001005,0000320,0001004,0006102,0004117,0005871,0000000,001024,000,001,0512,02
0004037,0000311,0000030,0001002,0003486,0002995,0003456,0000000,001024,000,002,0512,02
0008205,0001005,0000320,0001004,0005911,0004068,0005691,0000000,001024,000,002,0512,02
