tid,loop_in_cs,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la
000,00228748,00228748,020,00297888,00020572,00020572,001024,000,000,00016384,00228748
001,00229189,00229189,020,00298417,00020609,00020609,001024,000,000,00016384,00229189
002,00229404,00229404,020,00299235,00020453,00020453,001024,000,000,00016384,00229404
003,00229220,00229220,020,00298838,00020369,00020369,001024,000,000,00016384,00229220
004,00229227,00229227,020,00299260,00020668,00020668,001024,000,000,00016384,00229227
005,00228978,00228978,020,00301003,00020445,00020445,001024,000,000,00016384,00228978
006,00229240,00229240,020,00298320,00020748,00020748,001024,000,000,00016384,00229240
007,00229090,00229090,020,00298955,00020438,00020438,001024,000,000,00016384,00229090
008,00229123,00229123,020,00298016,00020528,00020528,001024,000,000,00016384,00229123
009,00229097,00229097,020,00298938,00020548,00020548,001024,000,000,00016384,00229097
010,00229004,00229004,020,00298470,00020437,00020437,001024,000,000,00016384,00229004
011,00229097,00229097,020,00299643,00020050,00020050,001024,000,000,00016384,00229097
012,00229360,00229360,020,00300699,00020164,00020164,001024,000,000,00016384,00229360
013,00229275,00229275,020,00297575,00020604,00020604,001024,000,000,00016384,00229275
014,00229035,00229035,020,00298646,00020668,00020668,001024,000,000,00016384,00229035
015,00229252,00229252,020,00297163,00020525,00020525,001024,000,000,00016384,00229252
016,00229659,00229659,020,00299195,00020469,00020469,001024,000,000,00016384,00229659
017,00229540,00229540,020,00297863,00020704,00020704,001024,000,000,00016384,00229540
018,00229888,00229888,020,00298765,00020473,00020473,001024,000,000,00016384,00229888
019,00229292,00229292,020,00298215,00020701,00020701,001024,000,000,00016384,00229292
020,00229373,00229373,020,00297247,00020808,00020808,001024,000,000,00016384,00229373
021,00229654,00229654,020,00297873,00020668,00020668,001024,000,000,00016384,00229654
022,00229173,00229173,020,00299417,00020401,00020401,001024,000,000,00016384,00229173
023,00229229,00229229,020,00298949,00020170,00020170,001024,000,000,00016384,00229229
024,00229582,00229582,020,00298062,00020287,00020287,001024,000,000,00016384,00229582
025,00229200,00229200,020,00299807,00020606,00020606,001024,000,000,00016384,00229200
026,00229400,00229400,020,00299228,00020373,00020373,001024,000,000,00016384,00229400
027,00228676,00228676,020,00297496,00020521,00020521,001024,000,000,00016384,00228676
028,00229328,00229328,020,00297486,00020610,00020610,001024,000,000,00016384,00229328
029,00228806,00228806,020,00297940,00020722,00020722,001024,000,000,00016384,00228806
030,00229100,00229100,020,00297627,00020417,00020417,001024,000,000,00016384,00229100
031,00229208,00229208,020,00299844,00020389,00020389,001024,000,000,00016384,00229208
000,00240531,00240531,020,00314988,00021817,00021817,001024,001,000,00016384,00240531
001,00240630,00240630,020,00314952,00021985,00021985,001024,001,000,00016384,00240630
