tid,loop_in_cs,lock_acquires,lock_hold(ms),total_duration(s),wait_ac(ms),wait_rel(ms),array_size(B)
RUN 0
000,        16,       1,    0.001180,       0.000,    0.001630,    0.000670,             256
000,        32,       1,    0.000670,       0.000,    0.000765,    0.000145,             512
000,        64,       1,    0.000995,       0.000,    0.000615,    0.000135,            1024
000,       128,       1,    0.001945,       0.000,    0.004425,    0.000300,            2048
000,       256,       1,    0.003930,       0.000,    0.004300,    0.000525,            4096
000,       512,       1,    0.006620,       0.000,    0.047680,    0.000145,            8192
000,      1024,       1,    0.012910,       0.001,    0.057405,    0.000145,           16384
000,      2048,       1,    0.028903,       0.001,    0.635318,    0.000441,           32768
000,      4096,       1,    0.060189,       0.002,    0.331799,    0.000480,           65536
000,      8192,       1,    0.111235,       0.004,    2.260993,    0.000435,          131072
000,     16384,       1,    0.211430,       0.007,    6.109420,    0.000470,          262144
000,     32768,       1,    0.333792,       0.011,    8.661265,    0.000377,          524288
000,     65536,       1,    0.559663,       0.019,    3.189077,    0.000700,         1048576
000,    131072,       1,    1.074133,       0.035,   26.668467,    0.000547,         2097152
000,    262144,       1,    2.660556,       0.068,    6.497371,    0.001404,         4194304
000,    524288,       1,    4.011673,       0.132,   44.713970,    0.000800,         8388608
000,   1048576,       1,    7.898887,       0.262,  222.106659,    0.000843,        16777216
001,        16,       1,    0.001287,       0.000,    0.003733,    0.000800,             256
001,        32,       1,    0.000953,       0.000,    0.002100,    0.000333,             512
001,        64,       1,    0.001487,       0.000,    0.002420,    0.000400,            1024
001,       128,       1,    0.002747,       0.000,    0.005133,    0.000607,            2048
001,       256,       1,    0.005067,       0.000,    0.006007,    0.001153,            4096
001,       512,       1,    0.008353,       0.000,    0.050440,    0.000180,            8192
001,      1024,       1,    0.016293,       0.001,    0.100447,    0.000307,           16384
001,      2048,       1,    0.026740,       0.001,    0.795703,    0.000255,           32768
001,      4096,       1,    0.056220,       0.002,    0.391955,    0.000440,           65536
001,      8192,       1,    0.105905,       0.004,    1.950570,    0.000390,          131072
001,     16384,       1,    0.216865,       0.007,    0.000920,    0.000600,          262144
001,     32768,       1,    0.334628,       0.010,   10.021887,    0.000552,          524288
001,     65536,       1,    0.640017,       0.019,    2.548510,    0.000927,         1048576
001,    131072,       1,    1.147783,       0.035,   27.740128,    0.000327,         2097152
001,    262144,       1,    2.047597,       0.068,    9.157523,    0.000640,         4194304
001,    524288,       1,    3.989427,       0.133,   32.725040,    0.000547,         8388608
001,   1048576,       1,    7.922440,       0.262,  229.999542,    0.000987,        16777216
002,        16,       1,    0.001458,       0.000,    0.004925,    0.000977,             256
002,        32,       1,    0.000778,       0.000,    0.002182,    0.000213,             512
002,        64,       1,    0.001623,       0.000,    0.005503,    0.000577,            1024
002,       128,       1,    0.003280,       0.000,    0.008743,    0.000349,            2048
002,       256,       1,    0.004086,       0.000,    0.011828,    0.000189,            4096
002,       512,       1,    0.008127,       0.000,    0.071657,    0.000263,            8192
002,      1024,       1,    0.015173,       0.001,    0.168371,    0.000234,           16384
002,      2048,       1,    0.028927,       0.001,    0.881307,    0.000441,           32768
002,      4096,       1,    0.057241,       0.002,    1.436439,    0.000418,           65536
002,      8192,       1,    0.116583,       0.004,    0.121360,    0.000234,          131072
002,     16384,       1,    0.232372,       0.007,    2.945171,    0.000714,          262144
002,     32768,       1,    0.369440,       0.011,    6.700650,    0.000485,          524288
002,     65536,       1,    0.625603,       0.019,    1.247130,    0.001083,         1048576
002,    131072,       1,    0.984617,       0.035,   33.960228,    0.000393,         2097152
002,    262144,       1,    1.982957,       0.068,   57.683468,    0.000703,         4194304
002,    524288,       1,    3.991503,       0.132,   48.725029,    0.000693,         8388608
002,   1048576,       1,    8.069710,       0.262,  102.280998,    0.001117,        16777216
003,        16,       1,    0.000847,       0.000,    0.001953,    0.000384,             256
003,        32,       1,    0.000817,       0.000,    0.003588,    0.000314,             512
003,        64,       1,    0.001075,       0.000,    0.022611,    0.000133,            1024
003,       128,       1,    0.002006,       0.000,    0.040433,    0.000166,            2048
003,       256,       1,    0.004234,       0.000,    0.042646,    0.000406,            4096
003,       512,       1,    0.007692,       0.000,    0.167401,    0.000447,            8192
003,      1024,       1,    0.014583,       0.001,    0.408691,    0.000326,           16384
003,      2048,       1,    0.030377,       0.001,    0.463543,    0.000468,           32768
003,      4096,       1,    0.057274,       0.002,    1.287633,    0.000457,           65536
003,      8192,       1,    0.092665,       0.004,    3.185611,    0.000375,          131072
003,     16384,       1,    0.190710,       0.007,    1.924370,    0.000380,          262144
003,     32768,       1,    0.346568,       0.011,    0.437817,    0.000524,          524288
003,     65536,       1,    0.637087,       0.019,   11.677182,    0.000547,         1048576
003,    131072,       1,    1.044260,       0.035,    8.089160,    0.000440,         2097152
003,    262144,       1,    1.989083,       0.068,   63.809227,    0.000567,         4194304
003,    524288,       1,    3.946383,       0.132,   96.649094,    0.000470,         8388608
003,   1048576,       1,    8.095370,       0.262,  150.158081,    0.001013,        16777216
