tid,loop_in_cs,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la,pinning,cache_misses
000,00006011,00006011,010,00096940,00000000,00000000,001024,000,000,00000001,00006011,02,0000000566986463
001,00006026,00006026,010,00095785,00000000,00000000,001024,000,000,00000001,00006026,02,0000000548820227
002,00006007,00006007,010,00097008,00000000,00000000,001024,000,000,00000001,00006007,02,0000000559352752
003,00006013,00006013,010,00095072,00000000,00000000,001024,000,000,00000001,00006013,02,0000000547774907
004,00006008,00006008,010,00095734,00000000,00000000,001024,000,000,00000001,00006008,02,0000000544314053
005,00006014,00006014,010,00095397,00000000,00000000,001024,000,000,00000001,00006014,02,0000000547012939
006,00006051,00006051,010,00094748,00000000,00000000,001024,000,000,00000001,00006051,02,0000000539312995
007,00006022,00006022,010,00096306,00000000,00000000,001024,000,000,00000001,00006022,02,0000000547723741
008,00006052,00006052,010,00096603,00000000,00000000,001024,000,000,00000001,00006052,02,0000000560146439
009,00006018,00006018,010,00094146,00000000,00000000,001024,000,000,00000001,00006018,02,0000000545003456
010,00006049,00006049,010,00095830,00000000,00000000,001024,000,000,00000001,00006049,02,0000000559955360
011,00006048,00006048,010,00097297,00000000,00000000,001024,000,000,00000001,00006048,02,0000000566505372
012,00006032,00006032,010,00098810,00000000,00000000,001024,000,000,00000001,00006032,02,0000000561973465
013,00006050,00006050,010,00096783,00000000,00000000,001024,000,000,00000001,00006050,02,0000000555310373
014,00006006,00006006,010,00095242,00000000,00000000,001024,000,000,00000001,00006006,02,0000000559226429
015,00006032,00006032,010,00103699,00000000,00000000,001024,000,000,00000001,00006032,02,0000000710525721
016,00006057,00006057,010,00105678,00000000,00000000,001024,000,000,00000001,00006057,02,0000000724423330
017,00006053,00006053,010,00105630,00000000,00000000,001024,000,000,00000001,00006053,02,0000000720710027
018,00006021,00006021,010,00102466,00000000,00000000,001024,000,000,00000001,00006021,02,0000000709032434
019,00006013,00006013,010,00101304,00000000,00000000,001024,000,000,00000001,00006013,02,0000000717153027
020,00006008,00006008,010,00102370,00000000,00000000,001024,000,000,00000001,00006008,02,0000000722179131
021,00006009,00006009,010,00101360,00000000,00000000,001024,000,000,00000001,00006009,02,0000000717858102
022,00006034,00006034,010,00103928,00000000,00000000,001024,000,000,00000001,00006034,02,0000000725179545
023,00006047,00006047,010,00107628,00000000,00000000,001024,000,000,00000001,00006047,02,0000000729908062
024,00006003,00006003,010,00104352,00000000,00000000,001024,000,000,00000001,00006003,02,0000000722820941
025,00006005,00006005,010,00106694,00000000,00000000,001024,000,000,00000001,00006005,02,0000000732273863
026,00006026,00006026,010,00106918,00000000,00000000,001024,000,000,00000001,00006026,02,0000000728135100
027,00006024,00006024,010,00104379,00000000,00000000,001024,000,000,00000001,00006024,02,0000000724054961
028,00006019,00006019,010,00103950,00000000,00000000,001024,000,000,00000001,00006019,02,0000000721214906
029,00006013,00006013,010,00103395,00000000,00000000,001024,000,000,00000001,00006013,02,0000000718608876
030,00006013,00006013,010,00101590,00000000,00000000,001024,000,000,00000001,00006013,02,0000000709614485
031,00006004,00006004,010,00096700,00000000,00000000,001024,000,000,00000001,00006004,02,0000000292246332
000,00004034,00004034,010,00039447,00000000,00000000,001024,001,000,00000001,00004034,02,0000000542485898
001,00004022,00004022,010,00040503,00000000,00000000,001024,001,000,00000001,00004022,02,0000000557988144
002,00004069,00004069,010,00040797,00000000,00000000,001024,001,000,00000001,00004069,02,0000000552649443
003,00004028,00004028,010,00040869,00000000,00000000,001024,001,000,00000001,00004028,02,0000000554534672
004,00004038,00004038,010,00040157,00000000,00000000,001024,001,000,00000001,00004038,02,0000000538003485
005,00004033,00004033,010,00039266,00000000,00000000,001024,001,000,00000001,00004033,02,0000000544520935
006,00004067,00004067,010,00040629,00000000,00000000,001024,001,000,00000001,00004067,02,0000000547534275
007,00004022,00004022,010,00040237,00000000,00000000,001024,001,000,00000001,00004022,02,0000000556056994
008,00004040,00004040,010,00040533,00000000,00000000,001024,001,000,00000001,00004040,02,0000000555875341
009,00004027,00004027,010,00040045,00000000,00000000,001024,001,000,00000001,00004027,02,0000000552611032
010,00004064,00004064,010,00040270,00000000,00000000,001024,001,000,00000001,00004064,02,0000000553594513
011,00004024,00004024,010,00038936,00000000,00000000,001024,001,000,00000001,00004024,02,0000000544613578
012,00004037,00004037,010,00040213,00000000,00000000,001024,001,000,00000001,00004037,02,0000000553620547
013,00004063,00004063,010,00041199,00000000,00000000,001024,001,000,00000001,00004063,02,0000000561381657
014,00004030,00004030,010,00039072,00000000,00000000,001024,001,000,00000001,00004030,02,0000000543138723
015,00004033,00004033,010,00039966,00000000,00000000,001024,001,000,00000001,00004033,02,0000000556826256
016,00004020,00004020,010,00043712,00000000,00000000,001024,001,000,00000001,00004020,02,0000000558594258
017,00004031,00004031,010,00044551,00000000,00000000,001024,001,000,00000001,00004031,02,0000000559039327
