tid,loop_in_cs,lock_acquires,lock_hold(ms)
RUN 0
000,   2309947, 2309947,  263.905914
001,   2411893, 2411893,  269.935730
002,   2275378, 2275378,  263.565826
003,   2406760, 2406760,  270.248566
004,   2306573, 2306573,  261.195160
005,   2343200, 2343200,  272.872925
006,   2342788, 2342788,  260.995667
007,   2405079, 2405079,  271.680786
008,   2294265, 2294265,  263.169464
009,   2388531, 2388531,  270.735840
010,   2275957, 2275957,  271.120056
011,   2384988, 2384988,  287.867615
012,   2260653, 2260653,  296.713989
013,   2383869, 2383869,  303.738892
014,   2259555, 2259555,  304.146332
015,   2392147, 2392147,  298.878387
-------------------------------------------------------------------------------------------------------

RUN 1
000,   2298728, 2298728,  268.253052
001,   2302167, 2302167,  270.331757
002,   2268185, 2268185,  266.954529
003,   2330494, 2330494,  269.450195
004,   2274614, 2274614,  266.966064
005,   2342953, 2342953,  269.828766
006,   2295614, 2295614,  266.740997
007,   2345488, 2345488,  270.968597
008,   2312083, 2312083,  266.398560
009,   2349868, 2349868,  269.383759
010,   2254441, 2254441,  275.193420
011,   2335905, 2335905,  287.181183
012,   2334547, 2334547,  296.489075
013,   2346089, 2346089,  304.783844
014,   2309008, 2309008,  306.858276
015,   2322996, 2322996,  298.133881
-------------------------------------------------------------------------------------------------------

RUN 2
000,   2279260, 2279260,  265.086334
001,   2367348, 2367348,  271.213531
002,   2295421, 2295421,  263.416443
003,   2372295, 2372295,  272.543304
004,   2350160, 2350160,  259.848785
005,   2383573, 2383573,  270.725403
006,   2271585, 2271585,  263.996399
007,   2363555, 2363555,  274.423676
008,   2281986, 2281986,  264.129944
009,   2347064, 2347064,  273.014252
010,   2250634, 2250634,  271.173004
011,   2347143, 2347143,  288.426239
012,   2349882, 2349882,  294.559937
013,   2377604, 2377604,  305.376160
014,   2249629, 2249629,  305.886505
015,   2358922, 2358922,  299.707642
-------------------------------------------------------------------------------------------------------

RUN 3
000,   2256223, 2256223,  262.833282
001,   2460233, 2460233,  271.268951
002,   2254205, 2254205,  259.517151
003,   2497892, 2497892,  270.690369
004,   2237753, 2237753,  261.697266
005,   2511684, 2511684,  271.800385
006,   2258315, 2258315,  261.942047
007,   2458739, 2458739,  274.008331
008,   2256407, 2256407,  260.049347
009,   2488479, 2488479,  272.831512
010,   2235986, 2235986,  267.436218
011,   2467860, 2467860,  287.573914
012,   2257581, 2257581,  293.093292
013,   2466279, 2466279,  306.753693
014,   2213011, 2213011,  302.078857
015,   2532540, 2532540,  296.648407
-------------------------------------------------------------------------------------------------------

RUN 4
000,   2227827, 2227827,  261.842072
001,   2433836, 2433836,  272.682465
002,   2235522, 2235522,  260.866791
003,   2423526, 2423526,  273.899078
004,   2229552, 2229552,  261.214539
005,   2435984, 2435984,  272.863281
006,   2214657, 2214657,  262.631714
007,   2457637, 2457637,  274.866394
008,   2196248, 2196248,  262.605652
009,   2447405, 2447405,  273.599854
010,   2209638, 2209638,  268.670654
011,   2456959, 2456959,  288.339722
012,   2247500, 2247500,  293.232208
013,   2439766, 2439766,  307.859802
014,   2238814, 2238814,  302.759827
015,   2431517, 2431517,  300.774963
-------------------------------------------------------------------------------------------------------

