tid,loop_in_cs,lock_acquires,lock_hold(ms),total_duration(s),wait_acq(ms),wait_rel(ms),array_size(B)
RUN 0
000, 276824065,      34, 2011.040039,   15.000000,27989.146484,    0.170520,         8388608
000, 268435457,       5, 1682.980103,   15.000000,28317.091797,    0.101207,        67108864
000, 381184320,       3, 2360.531494,   15.000000,27639.472656,    0.033200,       134217728
001, 276824065,      34, 1865.496338,   15.000000,28134.736328,    0.141287,         8388608
001, 268435457,       5, 1671.010986,   15.000000,28329.167969,    0.050147,        67108864
001, 268435457,       3, 1667.196533,   15.000000,28333.113281,    0.032333,       134217728
002, 276824065,      34, 1785.837891,   15.000000,28214.363281,    0.136607,         8388608
002, 335544321,       6, 2088.659912,   15.000000,27912.001953,    0.056240,        67108864
002, 268435457,       3, 1594.325195,   15.000000,28406.017578,    0.033963,       134217728
003, 276824065,      34, 1902.182373,   15.000000,28098.005859,    0.146850,         8388608
003, 298074635,       5, 1877.732666,   15.000000,28122.228516,    0.058450,        67108864
003, 268435457,       3, 1662.912476,   15.000000,28337.531250,    0.068027,       134217728
004, 276824065,      34, 1639.515137,   15.000000,28360.744141,    0.227550,         8388608
004, 268435457,       5, 1675.361328,   15.000000,28324.935547,    0.049267,        67108864
004, 268435457,       3, 1656.493164,   15.000000,28344.027344,    0.025103,       134217728
005, 276824065,      34, 1967.133423,   15.000000,28033.087891,    0.143868,         8388608
005, 268435457,       5, 1596.228271,   15.000000,28404.095703,    0.057020,        67108864
005, 268435457,       3, 1664.345337,   15.000000,28335.865234,    0.027933,       134217728
006, 276824065,      34, 1836.559204,   15.000000,28163.685547,    0.146190,         8388608
006, 268435457,       5, 1670.319702,   15.000000,28329.718750,    0.057310,        67108864
006, 268435457,       3, 1659.176270,   15.000000,28341.089844,    0.036093,       134217728
007, 276824065,      34, 1834.339600,   15.000000,28165.826172,    0.156623,         8388608
007, 335544321,       6, 2103.912842,   15.000000,27896.755859,    0.066200,        67108864
007, 268435457,       3, 1666.673584,   15.000000,28333.357422,    0.035497,       134217728
008,         1,       1,    0.007900,   15.000000,30003.404297,    0.007360,         8388608
008,         1,       1,    0.007907,   15.000000,30008.851562,    0.007440,        67108864
008,         1,       1,    0.001543,   15.000000,30010.667969,    0.001183,       134217728
009,         1,       1,    0.005050,   15.000000,30003.490234,    0.004707,         8388608
009,         1,       1,    0.008073,   15.000000,30008.257812,    0.007593,        67108864
009,         1,       1,    0.009453,   15.000000,30010.343750,    0.009007,       134217728
010,         1,       1,    0.005163,   15.000000,30003.439453,    0.004703,         8388608
010,         1,       1,    0.005103,   15.000000,30008.148438,    0.004640,        67108864
010,         1,       1,    0.005003,   15.000000,30009.841797,    0.004650,       134217728
011,         1,       1,    0.005227,   15.000000,30003.517578,    0.004383,         8388608
011,         1,       1,    0.005110,   15.000000,30008.197266,    0.004633,        67108864
011,         1,       1,    0.007873,   15.000000,30009.945312,    0.007360,       134217728
012,         1,       1,    0.005523,   15.000000,30003.353516,    0.004700,         8388608
012,         1,       1,    0.008280,   15.000000,30008.494141,    0.007733,        67108864
012,         1,       1,    0.008420,   15.000000,30009.900391,    0.007800,       134217728
013,         1,       1,    0.007240,   15.000000,30003.589844,    0.006715,         8388608
013,         1,       1,    0.005073,   15.000000,30008.107422,    0.004687,        67108864
013,         1,       1,    0.007780,   15.000000,30010.064453,    0.007347,       134217728
014,         1,       1,    0.004957,   15.000000,30003.951172,    0.004540,         8388608
014,         1,       1,    0.008127,   15.000000,30008.380859,    0.007527,        67108864
014,         1,       1,    0.008307,   15.000000,30010.517578,    0.007773,       134217728
015,         1,       1,    0.005117,   15.000000,30004.105469,    0.004640,         8388608
015,         1,       1,    0.005123,   15.000000,30008.644531,    0.004663,        67108864
015,         1,       1,    0.008127,   15.000000,30010.296875,    0.007473,       134217728
016, 268435457,      33, 1954.740112,   15.000000,28045.322266,    0.176117,         8388608
016, 268435457,       5, 1674.958130,   15.000000,28325.294922,    0.117593,        67108864
016, 268435457,       3, 1661.595093,   15.000000,28338.802734,    0.036457,       134217728
017,         1,       1,    0.008733,   15.000000,30003.814453,    0.008173,         8388608
017,         1,       1,    0.010113,   15.000000,30008.312500,    0.009427,        67108864
017,         1,       1,    0.008587,   15.000000,30010.132812,    0.008167,       134217728
018, 268435457,      33, 1928.894043,   15.000000,28071.187500,    0.166983,         8388608
018, 335544321,       6, 2159.429688,   15.000000,27841.189453,    0.075217,        67108864
018, 402653185,       4, 2508.264404,   15.000000,27492.392578,    0.059158,       134217728
