tid,loop_in_cs,lock_acquires,lock_hold(ms),total_duration(s),wait_ac(ms),wait_rel(ms),array_size(B)
RUN 0
000, 244923593,244923593, 6540.308105,      30.000,24439.716797,22479.980469,               0
-------------------------------------------------------------------------------------------------------

RUN 1
000, 244985676,244985676, 6539.899414,      30.000,24439.052734,22480.408203,               0
-------------------------------------------------------------------------------------------------------

RUN 2
000, 244991425,244991425, 6540.048828,      30.000,24438.640625,22481.185547,               0
-------------------------------------------------------------------------------------------------------

RUN 3
000, 244986823,244986823, 6539.515137,      30.000,24438.835938,22481.628906,               0
-------------------------------------------------------------------------------------------------------

RUN 4
000, 244984898,244984898, 6539.592773,      30.000,24438.712891,22481.009766,               0
-------------------------------------------------------------------------------------------------------

