tid,lock_impl_time(ms)
RUN 0
002,   126.071
003,    41.654
001,    79.525
004,   209.209
005,   103.208
006,   128.934
007,   102.573
008,   186.312
009,    76.663
010,    90.079
011,   100.388
013,   101.590
012,   119.144
014,   148.905
015,   105.698
016,   183.491
-----------------------------------------------------------------------------------------------

RUN 1
002,   144.712
003,    49.124
001,    82.611
004,   187.156
005,   127.842
006,   127.825
007,   187.006
008,   190.723
009,   154.281
010,    99.011
011,    70.401
013,   203.754
012,    46.157
014,   108.358
015,    56.435
016,   101.500
-----------------------------------------------------------------------------------------------

RUN 2
002,    68.467
003,    49.669
001,   147.264
004,   168.067
005,   164.011
006,    58.361
007,   132.318
008,   212.839
009,    65.890
010,    44.163
011,    65.208
013,   207.815
012,    84.945
014,    99.892
015,   115.740
016,   195.642
-----------------------------------------------------------------------------------------------

RUN 3
002,   149.993
003,    88.912
001,   130.932
004,   157.382
005,   162.287
006,    72.753
007,   132.527
008,   224.840
009,    77.038
010,    40.912
011,   139.117
013,   205.379
012,    72.895
014,    65.209
015,    41.699
016,   166.396
-----------------------------------------------------------------------------------------------

RUN 4
002,   193.321
003,   105.603
001,    87.824
004,   133.040
005,   155.858
006,    88.444
007,    64.003
008,   239.944
009,    96.523
010,    57.341
011,   152.097
013,   163.842
012,   106.198
014,    44.472
015,    86.791
016,   151.672
-----------------------------------------------------------------------------------------------

