tid,loop_in_cs,lock_acquires,lock_hold(ms),total_duration(s),wait_ac(ms),wait_rel(ms),array_size(B)
RUN 0
000,   1704098, 1704098,   56.787781,      30.000,34004.546875,25873.859375,               0
001,   1701929, 1701929,   56.808987,      30.000,34000.890625,25881.503906,               0
002,   1694658, 1694658,   56.526073,      30.000,34070.386719,25813.140625,               0
003,   1717078, 1717078,   57.203995,      30.000,33909.300781,25972.582031,               0
004,   1708461, 1708461,   57.082241,      30.000,34033.839844,25846.429688,               0
005,   1715450, 1715450,   57.295815,      30.000,33973.625000,25905.236328,               0
006,   1715680, 1715680,   57.176300,      30.000,33921.734375,25960.312500,               0
007,   1705623, 1705623,   56.858055,      30.000,34083.613281,25797.119141,               0
008,   1699698, 1699698,   56.589767,      30.000,34036.664062,25846.164062,               0
009,   1699930, 1699930,   56.631065,      30.000,34084.023438,25798.609375,               0
010,   1698049, 1698049,   56.590061,      30.000,34058.703125,25822.607422,               0
011,   1715406, 1715406,   57.034901,      30.000,33935.925781,25945.628906,               0
012,   1688350, 1688350,   56.200459,      30.000,34148.054688,25735.281250,               0
013,   1710004, 1710004,   56.984039,      30.000,34012.089844,25869.849609,               0
014,   1702196, 1702196,   56.644421,      30.000,34003.136719,25879.773438,               0
015,   1702137, 1702137,   56.723946,      30.000,34092.671875,25788.566406,               0
016,   1650394, 1650394,   54.931786,      30.000,33843.480469,26040.316406,               0
017,   1648323, 1648323,   54.796391,      30.000,33880.277344,26006.109375,               0
018,   1658871, 1658871,   55.249573,      30.000,33862.148438,26023.214844,               0
019,   1647620, 1647620,   54.673519,      30.000,33899.652344,25986.431641,               0
020,   1634862, 1634862,   54.389893,      30.000,33961.964844,25925.509766,               0
021,   1639532, 1639532,   54.468281,      30.000,33930.765625,25953.298828,               0
022,   1662893, 1662893,   55.272678,      30.000,33723.308594,26161.623047,               0
023,   1661215, 1661215,   55.170712,      30.000,33752.441406,26132.966797,               0
024,   1655970, 1655970,   55.131279,      30.000,33899.660156,25986.238281,               0
025,   1638450, 1638450,   54.384274,      30.000,34020.683594,25866.433594,               0
026,   1665256, 1665256,   55.393288,      30.000,33796.648438,26088.023438,               0
027,   1653230, 1653230,   54.900475,      30.000,33916.035156,25969.271484,               0
028,   1663813, 1663813,   55.338146,      30.000,33778.398438,26103.857422,               0
029,   1646119, 1646119,   54.606312,      30.000,33906.042969,25979.931641,               0
030,   1651176, 1651176,   54.874065,      30.000,33932.218750,25953.636719,               0
031,   1646113, 1646113,   54.709572,      30.000,33947.769531,25938.527344,               0
-------------------------------------------------------------------------------------------------------

RUN 1
000,   1681644, 1681644,   56.112827,      30.000,34343.757812,25535.851562,               0
001,   1683061, 1683061,   56.282654,      30.000,34458.808594,25424.566406,               0
002,   1668832, 1668832,   55.703209,      30.000,34442.234375,25442.892578,               0
003,   1699690, 1699690,   56.734768,      30.000,34258.679688,25624.162109,               0
004,   1685585, 1685585,   56.235348,      30.000,34405.750000,25476.001953,               0
005,   1696738, 1696738,   56.669079,      30.000,34391.695312,25488.222656,               0
006,   1689852, 1689852,   56.365307,      30.000,34399.417969,25484.300781,               0
007,   1682165, 1682165,   56.095947,      30.000,34451.976562,25430.162109,               0
008,   1678758, 1678758,   55.956348,      30.000,34400.058594,25483.937500,               0
009,   1683974, 1683974,   56.195847,      30.000,34477.250000,25406.304688,               0
010,   1673301, 1673301,   55.748665,      30.000,34422.917969,25459.951172,               0
011,   1696671, 1696671,   56.576641,      30.000,34288.195312,25594.359375,               0
012,   1667461, 1667461,   55.537361,      30.000,34530.828125,25353.779297,               0
013,   1684601, 1684601,   56.130180,      30.000,34444.906250,25437.787109,               0
014,   1680474, 1680474,   55.914951,      30.000,34474.332031,25409.886719,               0
015,   1676974, 1676974,   55.824108,      30.000,34520.015625,25363.021484,               0
016,   1668590, 1668590,   55.525684,      30.000,33462.175781,26420.197266,               0
017,   1667079, 1667079,   55.328339,      30.000,33509.429688,26375.673828,               0
018,   1680999, 1680999,   55.832207,      30.000,33498.761719,26385.242188,               0
019,   1673826, 1673826,   55.586620,      30.000,33563.917969,26320.318359,               0
020,   1654850, 1654850,   55.007198,      30.000,33606.468750,26279.490234,               0
021,   1657821, 1657821,   54.952030,      30.000,33568.062500,26314.683594,               0
022,   1686027, 1686027,   56.001133,      30.000,33309.734375,26573.558594,               0
023,   1686498, 1686498,   55.881989,      30.000,33322.511719,26561.177734,               0
024,   1670471, 1670471,   55.866806,      30.000,33559.195312,26325.445312,               0
025,   1662856, 1662856,   55.179268,      30.000,33630.144531,26255.224609,               0
026,   1673855, 1673855,   55.598484,      30.000,33527.453125,26356.644531,               0
027,   1670361, 1670361,   55.467785,      30.000,33548.136719,26335.892578,               0
028,   1671899, 1671899,   55.482555,      30.000,33482.062500,26399.693359,               0
029,   1658910, 1658910,   54.995975,      30.000,33618.535156,26266.429688,               0
030,   1665748, 1665748,   55.358772,      30.000,33605.613281,26279.121094,               0
031,   1664015, 1664015,   55.132595,      30.000,33616.687500,26268.404297,               0
-------------------------------------------------------------------------------------------------------

RUN 2
000,   1687132, 1687132,   56.261951,      30.000,34354.015625,25525.443359,               0
001,   1683840, 1683840,   56.344185,      30.000,34419.582031,25463.728516,               0
002,   1674392, 1674392,   55.855495,      30.000,34437.046875,25447.656250,               0
003,   1700650, 1700650,   56.780293,      30.000,34240.558594,25642.162109,               0
004,   1688717, 1688717,   56.288933,      30.000,34388.882812,25492.576172,               0
005,   1692187, 1692187,   56.548241,      30.000,34377.035156,25503.175781,               0
006,   1687765, 1687765,   56.373188,      30.000,34383.863281,25499.875000,               0
007,   1683255, 1683255,   56.212219,      30.000,34445.179688,25436.789062,               0
008,   1680746, 1680746,   56.069828,      30.000,34404.371094,25479.396484,               0
009,   1680283, 1680283,   56.034409,      30.000,34470.425781,25413.384766,               0
010,   1677100, 1677100,   55.805378,      30.000,34414.609375,25468.099609,               0
011,   1694777, 1694777,   56.481785,      30.000,34297.039062,25585.625000,               0
012,   1672862, 1672862,   55.694996,      30.000,34541.250000,25343.046875,               0
013,   1686984, 1686984,   56.373375,      30.000,34445.539062,25437.638672,               0
014,   1678915, 1678915,   55.879795,      30.000,34474.656250,25409.617188,               0
015,   1677844, 1677844,   55.923813,      30.000,34499.605469,25383.324219,               0
016,   1663870, 1663870,   55.313450,      30.000,33495.492188,26387.351562,               0
017,   1672038, 1672038,   55.554798,      30.000,33483.753906,26400.978516,               0
018,   1674965, 1674965,   55.762798,      30.000,33502.304688,26381.917969,               0
019,   1670357, 1670357,   55.430813,      30.000,33563.085938,26321.421875,               0
020,   1654734, 1654734,   55.007431,      30.000,33555.367188,26330.669922,               0
021,   1658590, 1658590,   55.032406,      30.000,33573.117188,26309.535156,               0
022,   1688552, 1688552,   56.027519,      30.000,33271.949219,26611.265625,               0
023,   1682406, 1682406,   55.772949,      30.000,33340.894531,26543.042969,               0
024,   1669467, 1669467,   55.480625,      30.000,33532.625000,26352.429688,               0
025,   1660919, 1660919,   55.162125,      30.000,33636.746094,26248.750000,               0
026,   1674033, 1674033,   55.625904,      30.000,33514.230469,26369.773438,               0
027,   1669320, 1669320,   55.424252,      30.000,33588.097656,26296.009766,               0
028,   1673957, 1673957,   55.611900,      30.000,33489.132812,26392.365234,               0
029,   1655285, 1655285,   54.980835,      30.000,33623.535156,26261.656250,               0
030,   1664264, 1664264,   55.426487,      30.000,33619.863281,26264.906250,               0
031,   1667848, 1667848,   55.336445,      30.000,33580.425781,26304.335938,               0
-------------------------------------------------------------------------------------------------------

RUN 3
000,   1685486, 1685486,   56.099575,      30.000,34252.722656,25626.886719,               0
001,   1695360, 1695360,   56.670254,      30.000,34253.542969,25629.113281,               0
002,   1677508, 1677508,   55.925426,      30.000,34293.125000,25591.455078,               0
