tid,loop_in_cs,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la
000,00000000,00313104,020,00203219,00008177,00000000,001024,000,000,00016384,00157957
001,00000000,00313864,020,00206676,00008172,00000000,001024,000,000,00016384,00157843
002,00000000,00310017,020,00200374,00008152,00000000,001024,000,000,00016384,00155720
003,00000000,00312113,020,00202166,00008214,00000000,001024,000,000,00016384,00157452
004,00000000,00313242,020,00203867,00008133,00000000,001024,000,000,00016384,00157765
005,00000000,00312524,020,00203979,00008156,00000000,001024,000,000,00016384,00157489
006,00000000,00312536,020,00202291,00008213,00000000,001024,000,000,00016384,00157239
007,00000000,00311056,020,00204457,00008142,00000000,001024,000,000,00016384,00157182
008,00000000,00310836,020,00202991,00008242,00000000,001024,000,000,00016384,00156812
009,00000000,00310291,020,00208452,00008063,00000000,001024,000,000,00016384,00156102
010,00000000,00310737,020,00203018,00008148,00000000,001024,000,000,00016384,00156390
011,00000000,00314011,020,00206281,00008150,00000000,001024,000,000,00016384,00157964
012,00000000,00310995,020,00206411,00008194,00000000,001024,000,000,00016384,00156940
013,00000000,00307197,020,00204360,00008152,00000000,001024,000,000,00016384,00154237
014,00000000,00312195,020,00207311,00008191,00000000,001024,000,000,00016384,00156795
015,00000000,00313481,020,00206296,00008197,00000000,001024,000,000,00016384,00158338
016,00000000,00308121,020,00199486,00008257,00000000,001024,000,000,00016384,00155054
017,00000000,00311128,020,00207260,00008132,00000000,001024,000,000,00016384,00156733
018,00000000,00313443,020,00202678,00008225,00000000,001024,000,000,00016384,00157779
019,00000000,00311939,020,00206253,00008146,00000000,001024,000,000,00016384,00157473
020,00000000,00313077,020,00204750,00008257,00000000,001024,000,000,00016384,00157552
021,00000000,00311947,020,00202378,00008177,00000000,001024,000,000,00016384,00157483
022,00000000,00314233,020,00205612,00008132,00000000,001024,000,000,00016384,00158456
023,00000000,00313044,020,00207975,00008095,00000000,001024,000,000,00016384,00157798
024,00000000,00309526,020,00203624,00008084,00000000,001024,000,000,00016384,00155445
025,00000000,00310368,020,00203304,00008105,00000000,001024,000,000,00016384,00156221
026,00000000,00313086,020,00205739,00008231,00000000,001024,000,000,00016384,00157687
027,00000000,00309423,020,00198298,00008217,00000000,001024,000,000,00016384,00155944
028,00000000,00312101,020,00203712,00008141,00000000,001024,000,000,00016384,00157309
029,00000000,00313548,020,00207022,00008204,00000000,001024,000,000,00016384,00157787
030,00000000,00314699,020,00205722,00008267,00000000,001024,000,000,00016384,00158450
031,00000000,00311498,020,00203732,00008157,00000000,001024,000,000,00016384,00157022
000,00000000,00629078,020,00450399,00018073,00000000,001024,001,000,00016384,00316257
001,00000000,00635366,020,00449800,00018203,00000000,001024,001,000,00016384,00319406
002,00000000,00638702,020,00454089,00017985,00000000,001024,001,000,00016384,00320998
003,00000000,00629910,020,00458488,00017801,00000000,001024,001,000,00016384,00317338
004,00000000,00629274,020,00448587,00018121,00000000,001024,001,000,00016384,00316641
005,00000000,00635112,020,00450790,00018124,00000000,001024,001,000,00016384,00319440
006,00000000,00628896,020,00444234,00018132,00000000,001024,001,000,00016384,00315521
007,00000000,00634745,020,00452437,00018061,00000000,001024,001,000,00016384,00319121
008,00000000,00632051,020,00443166,00018209,00000000,001024,001,000,00016384,00317715
009,00000000,00633504,020,00450930,00018042,00000000,001024,001,000,00016384,00318304
010,00000000,00631912,020,00447746,00018028,00000000,001024,001,000,00016384,00317300
011,00000000,00630994,020,00449006,00018146,00000000,001024,001,000,00016384,00317968
012,00000000,00632905,020,00447490,00018124,00000000,001024,001,000,00016384,00318336
013,00000000,00629828,020,00444246,00018187,00000000,001024,001,000,00016384,00317246
014,00000000,00631042,020,00445951,00018016,00000000,001024,001,000,00016384,00317029
015,00000000,00630062,020,00453823,00018107,00000000,001024,001,000,00016384,00316920
016,00000000,00633573,020,00447754,00018092,00000000,001024,001,000,00016384,00318460
017,00000000,00627455,020,00451220,00018255,00000000,001024,001,000,00016384,00315685
018,00000000,00624993,020,00442939,00018100,00000000,001024,001,000,00016384,00314118
019,00000000,00629656,020,00448780,00018246,00000000,001024,001,000,00016384,00316934
020,00000000,00632252,020,00452086,00018254,00000000,001024,001,000,00016384,00317953
021,00000000,00630415,020,00449522,00018137,00000000,001024,001,000,00016384,00317569
022,00000000,00633904,020,00447032,00018292,00000000,001024,001,000,00016384,00318585
023,00000000,00635168,020,00453003,00017946,00000000,001024,001,000,00016384,00319279
024,00000000,00633852,020,00449113,00017977,00000000,001024,001,000,00016384,00319110
025,00000000,00631193,020,00455885,00018279,00000000,001024,001,000,00016384,00317542
026,00000000,00628038,020,00448098,00017962,00000000,001024,001,000,00016384,00315892
027,00000000,00632952,020,00452956,00018048,00000000,001024,001,000,00016384,00318879
028,00000000,00633711,020,00452055,00018028,00000000,001024,001,000,00016384,00318769
029,00000000,00627930,020,00450933,00018048,00000000,001024,001,000,00016384,00316323
030,00000000,00629294,020,00452144,00018095,00000000,001024,001,000,00016384,00316260
031,00000000,00628102,020,00448729,00018122,00000000,001024,001,000,00016384,00316019
000,00000000,00493800,020,00334275,00013107,00000000,001024,002,000,00016384,00247805
001,00000000,00489361,020,00332756,00013210,00000000,001024,002,000,00016384,00246555
002,00000000,00494140,020,00339030,00013120,00000000,001024,002,000,00016384,00248357
003,00000000,00498334,020,00338018,00013247,00000000,001024,002,000,00016384,00250732
004,00000000,00496904,020,00339138,00013312,00000000,001024,002,000,00016384,00249944
005,00000000,00495827,020,00334473,00013105,00000000,001024,002,000,00016384,00249440
006,00000000,00491715,020,00334662,00013260,00000000,001024,002,000,00016384,00248360
007,00000000,00488105,020,00328185,00013318,00000000,001024,002,000,00016384,00245747
008,00000000,00493692,020,00331290,00013040,00000000,001024,002,000,00016384,00248587
009,00000000,00495382,020,00335633,00013270,00000000,001024,002,000,00016384,00248808
010,00000000,00492586,020,00335349,00013135,00000000,001024,002,000,00016384,00247682
011,00000000,00494634,020,00330793,00013177,00000000,001024,002,000,00016384,00249645
012,00000000,00494135,020,00332903,00013187,00000000,001024,002,000,00016384,00248326
013,00000000,00497286,020,00333070,00013311,00000000,001024,002,000,00016384,00250698
014,00000000,00494654,020,00334187,00013184,00000000,001024,002,000,00016384,00248850
015,00000000,00497569,020,00338048,00013301,00000000,001024,002,000,00016384,00250454
016,00000000,00496815,020,00334135,00013231,00000000,001024,002,000,00016384,00249604
017,00000000,00494211,020,00334718,00013117,00000000,001024,002,000,00016384,00248484
018,00000000,00492470,020,00331395,00013254,00000000,001024,002,000,00016384,00247682
019,00000000,00491261,020,00335327,00013163,00000000,001024,002,000,00016384,00247330
020,00000000,00494810,020,00334909,00013221,00000000,001024,002,000,00016384,00248848
021,00000000,00491749,020,00331106,00013160,00000000,001024,002,000,00016384,00247611
022,00000000,00488034,020,00332919,00013342,00000000,001024,002,000,00016384,00246311
023,00000000,00492162,020,00335143,00013338,00000000,001024,002,000,00016384,00247753
024,00000000,00488519,020,00332852,00013229,00000000,001024,002,000,00016384,00246361
025,00000000,00496721,020,00332956,00013314,00000000,001024,002,000,00016384,00249974
026,00000000,00492886,020,00334788,00013140,00000000,001024,002,000,00016384,00247884
027,00000000,00494904,020,00330843,00013386,00000000,001024,002,000,00016384,00249163
028,00000000,00496002,020,00340315,00013090,00000000,001024,002,000,00016384,00249155
029,00000000,00495309,020,00334693,00013177,00000000,001024,002,000,00016384,00249335
030,00000000,00493378,020,00336210,00013107,00000000,001024,002,000,00016384,00248134
031,00000000,00494971,020,00338250,00013146,00000000,001024,002,000,00016384,00249218
000,00000000,00310737,020,00208396,00008041,00000000,001024,000,001,00016384,00156811
