tid,loop_in_cs,lock_acquires,lock_hold(ms)
RUN 0
000,    222852,  222852,   13.750540
-------------------------------------------------------------------------------------------------------

RUN 1
000,    224353,  224353,   14.335122
-------------------------------------------------------------------------------------------------------

RUN 2
000,    225054,  225054,   14.134020
-------------------------------------------------------------------------------------------------------

RUN 3
000,    226734,  226734,   14.010018
-------------------------------------------------------------------------------------------------------

RUN 4
000,    224355,  224355,   14.246408
-------------------------------------------------------------------------------------------------------

