tid,wait_acq(ms),wait_rel(ms)
RUN 0
001,50117.796875, 14.509866
002,49556.285156, 15.982301
003,50000.093750, 15.919498
004,50862.566406, 13.378147
005,49653.089844, 14.465853
006,50779.617188, 13.041832
007,49540.808594, 16.084867
008,50990.910156, 12.543391
009,55603.757812,  5.046966
010,56100.019531,  3.982734
011,55658.621094,  4.778337
012,54748.773438, 10.105341
013,54768.550781,  5.966571
014,55817.222656,  4.779955
015,55569.542969,  4.585072
016,56525.269531,  3.842119
-----------------------------------------------------------------------------------------------

RUN 1
001,54205.718750, 10.827066
002,52085.453125, 16.832500
003,52569.515625, 14.465769
004,54106.914062, 11.247375
005,54005.789062, 11.254370
006,54200.710938, 10.808761
007,53406.968750, 12.574708
008,53583.050781, 11.876822
009,53169.464844,  7.981131
010,53633.246094,  6.703638
011,51946.945312,  9.008350
012,49732.699219, 20.226744
013,49506.367188, 12.278993
014,54028.117188,  7.061836
015,51549.195312,  8.829366
016,54142.257812,  6.563868
-----------------------------------------------------------------------------------------------

