lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR,pinning
0000000,0000360,0000030,0001005,0003076,0003607,0003447,0000011,001024,000,000,0016,02
0000000,0003817,0000742,0001252,0006171,0006842,0007053,0002779,001024,000,000,0016,02
0000000,0000331,0000030,0001005,0004548,0005109,0004589,0000010,001024,001,000,0016,02
0000000,0002464,0000752,0001141,0006262,0006823,0006512,0001450,001024,001,000,0016,02
0000000,0000321,0000030,0001005,0005030,0005501,0005100,0000045,001024,002,000,0016,02
0000000,0003148,0000711,0001261,0006763,0007344,0006963,0002131,001024,002,000,0016,02
0000000,0000321,0000030,0001013,0014307,0011061,0015289,0000087,001024,003,000,0016,02
0000000,0004949,0000662,0001536,0034135,0021421,0035297,0004032,001024,003,000,0016,02
0000000,0000340,0000030,0001005,0002976,0003486,0003106,0000010,001024,000,001,0016,02
0000000,0002556,0000781,0001146,0006191,0006843,0006452,0001544,001024,000,001,0016,02
0000000,0000351,0000030,0001005,0004638,0005210,0004679,0000010,001024,001,001,0016,02
0000000,0003776,0000742,0001245,0006292,0007023,0006532,0002733,001024,001,001,0016,02
0000000,0000361,0000030,0001005,0005019,0005490,0005090,0000045,001024,002,001,0016,02
0000000,0003134,0000701,0001256,0006873,0007615,0007304,0002128,001024,002,001,0016,02
0000000,0000331,0000030,0001012,0013416,0010640,0014427,0000083,001024,003,001,0016,02
0000000,0004902,0000681,0001508,0036178,0022132,0037300,0003960,001024,003,001,0016,02
0000000,0000331,0000030,0001005,0002946,0003446,0003115,0000010,001024,000,002,0016,02
0000000,0002559,0000792,0001146,0006282,0006893,0006503,0001541,001024,000,002,0016,02
0000000,0000341,0000030,0001005,0004619,0005180,0004679,0000010,001024,001,002,0016,02
0000000,0003800,0000732,0001250,0006292,0007203,0006703,0002760,001024,001,002,0016,02
0000000,0000330,0000030,0001005,0005029,0005490,0005090,0000045,001024,002,002,0016,02
0000000,0003188,0000712,0001259,0006903,0007494,0007063,0002174,001024,002,002,0016,02
0000000,0000330,0000030,0001012,0013255,0010560,0014267,0000082,001024,003,002,0016,02
0000000,0004867,0000681,0001502,0034265,0021351,0035187,0003938,001024,003,002,0016,02
0000000,0000321,0000030,0001003,0002986,0003486,0003036,0000010,001024,000,000,0128,02
0000000,0003905,0000661,0001260,0006362,0007064,0006612,0002853,001024,000,000,0128,02
0000000,0000320,0000030,0001005,0004638,0005169,0004659,0000010,001024,001,000,0128,02
0000000,0002400,0000751,0001138,0006352,0007124,0006953,0001373,001024,001,000,0128,02
0000000,0000321,0000030,0001005,0005100,0005550,0005140,0000045,001024,002,000,0128,02
0000000,0002781,0000662,0001265,0007043,0007524,0007134,0001757,001024,002,000,0128,02
0000000,0000321,0000030,0001015,0023714,0015710,0024527,0000121,001024,003,000,0128,02
0000000,0005039,0000602,0001705,0046728,0026891,0047239,0004120,001024,003,000,0128,02
