tid,lock_impl_time(ms)
RUN 0
001,   101.917
-----------------------------------------------------------------------------------------------

RUN 1
001,    94.686
-----------------------------------------------------------------------------------------------

RUN 2
001,   114.020
-----------------------------------------------------------------------------------------------

RUN 3
001,   115.928
-----------------------------------------------------------------------------------------------

RUN 4
001,   114.752
-----------------------------------------------------------------------------------------------

