lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,array_size,nodeID,run,lockNR
0007074,0000311,0000040,0001005,0005250,0005911,0012924,001024,001,000,0256
0011802,0001053,0000671,0001100,0008216,0009488,0019256,001024,001,000,0256
0012474,0000311,0000050,0001009,0009167,0011983,0028593,001024,002,000,0256
0019376,0001105,0000341,0001107,0023204,0018836,0039855,001024,002,000,0256
0012423,0000311,0000050,0001009,0009187,0011923,0028464,001024,003,000,0256
0019557,0001105,0000341,0001108,0023234,0018995,0040055,001024,003,000,0256
0007363,0000370,0000060,0001005,0005330,0006001,0013335,001024,004,000,0256
0014888,0001054,0000721,0001100,0010841,0012013,0023464,001024,004,000,0256
0007173,0000311,0000040,0001010,0005270,0005961,0013045,001024,001,001,0256
0011612,0001059,0000671,0001140,0008346,0009167,0019186,001024,001,001,0256
0012243,0000311,0000050,0001010,0009668,0011742,0028213,001024,002,001,0256
0019256,0001108,0000341,0001109,0023074,0018706,0039995,001024,002,001,0256
0011822,0000310,0000050,0001009,0009518,0011321,0027382,001024,003,001,0256
0019196,0001107,0000331,0001109,0022954,0018626,0039806,001024,003,001,0256
0007234,0000361,0000060,0001006,0005360,0006041,0013245,001024,004,001,0256
0015399,0001059,0000381,0001116,0011312,0012874,0024056,001024,004,001,0256
0007284,0000311,0000040,0001006,0005280,0005931,0013165,001024,001,002,0256
0011822,0001060,0000671,0001132,0008195,0009228,0019316,001024,001,002,0256
0012202,0000310,0000050,0001009,0009468,0011692,0028193,001024,002,002,0256
0019146,0001108,0000331,0001107,0023113,0018595,0039945,001024,002,002,0256
0012103,0000311,0000050,0001009,0009428,0011611,0027973,001024,003,002,0256
0019207,0001108,0000341,0001107,0023104,0018655,0039875,001024,003,002,0256
0007374,0000361,0000060,0001005,0005340,0005991,0013355,001024,004,002,0256
0015278,0001058,0000702,0001107,0011301,0012514,0023925,001024,004,002,0256
