0000000,0000621,0000091,0001007,0028674,0011302,0028113,0000019,001024,000,000,16384
0000000,0006702,0000471,0001506,0053411,0023535,0053121,0003002,001024,000,000,16384
0000000,0000661,0000100,0001005,0014588,0008005,0014317,0000012,001024,001,000,16384
0000000,0006539,0000621,0001502,0025869,0019055,0025658,0003034,001024,001,000,16384
0000000,0000611,0000090,0001006,0020318,0009958,0019867,0000016,001024,002,000,16384
0000000,0009188,0000471,0001619,0048442,0021821,0048111,0004232,001024,002,000,16384
0000000,0000621,0000100,0001007,0029044,0011392,0028474,0000020,001024,000,001,16384
0000000,0007196,0000471,0001514,0054694,0024065,0054433,0003214,001024,000,001,16384
0000000,0000691,0000100,0001005,0014698,0008135,0014407,0000012,001024,001,001,16384
0000000,0006865,0000621,0001505,0026189,0019467,0025989,0003088,001024,001,001,16384
0000000,0000621,0000091,0001006,0020468,0010180,0020008,0000016,001024,002,001,16384
0000000,0009200,0000480,0001614,0049944,0022292,0049563,0004247,001024,002,001,16384
0000000,0000612,0000100,0001007,0028795,0011322,0028233,0000019,001024,000,002,16384
0000000,0006994,0000541,0001511,0054453,0023865,0054172,0003092,001024,000,002,16384
0000000,0000681,0000100,0001005,0014668,0008105,0014387,0000012,001024,001,002,16384
0000000,0006846,0000811,0001511,0026140,0019387,0025919,0003129,001024,001,002,16384
0000000,0000621,0000091,0001006,0020359,0010129,0019907,0000016,001024,002,002,16384
0000000,0009025,0000541,0001616,0051678,0022342,0051267,0004191,001024,002,002,16384
