tid,wait_acq(ms),wait_rel(ms)
RUN 0
001,  0.000528  0.000295
001,  0.000165  0.000102
001,  0.000108  0.000103
001,  0.000107  0.000100
001,  0.000110  0.000103
001,  0.000108  0.000103
001,  0.000118  0.000100
001,  0.000107  0.000102
001,  0.000113  0.000103
001,  0.000103  0.000103
-----------------------------------------------------------------------------------------------

RUN 1
001,  0.000178  0.000087
001,  0.000108  0.000078
001,  0.000113  0.000075
001,  0.000128  0.000060
001,  0.000142  0.000085
001,  0.000115  0.000075
001,  0.000112  0.000078
001,  0.000115  0.000075
001,  0.000110  0.000078
001,  0.000095  0.000075
-----------------------------------------------------------------------------------------------

