tid,loop_in_cs,lock_acquires,lock_hold(ms)
RUN 0
000, 201167177,201167177, 8057.333984
-------------------------------------------------------------------------------------------------------

RUN 1
000, 201141767,201141767, 8056.011719
-------------------------------------------------------------------------------------------------------

RUN 2
000, 201141970,201141970, 8056.059082
-------------------------------------------------------------------------------------------------------

RUN 3
000, 201172198,201172198, 8057.418945
-------------------------------------------------------------------------------------------------------

RUN 4
000, 201187310,201187310, 8057.803711
-------------------------------------------------------------------------------------------------------

