tid,wait_acq(ms),wait_rel(ms)
RUN 0
002,  0.168372,  0.000338
002,  0.194560,  0.000198
002,  0.426857,  0.000220
002,  0.402113,  0.000228
002,  0.169517,  0.000222
002,  0.166250,  0.000190
002,  0.178450,  0.000180
002,  0.373965,  0.000212
002,  0.355885,  0.000207
002,  0.407208,  0.000205
001,  0.413972,  0.000297
001,  0.000365,  0.000267
001,  0.000198,  0.000215
001,  0.000183,  0.000215
001,  0.000205,  0.000218
001,  0.000227,  0.000205
001,  0.070957,  0.000197
001,  0.000268,  0.000170
001,  0.082263,  0.000153
001,  0.000407,  0.000238
003,  0.001387,  0.000525
003,  0.069647,  0.000208
003,  0.118363,  0.000212
003,  0.064110,  0.000183
003,  0.060192,  0.000178
003,  0.048780,  0.000192
003,  0.000295,  0.000173
003,  0.110370,  0.000198
003,  0.000390,  0.000178
003,  0.074478,  0.000213
005,  0.330397,  0.000413
005,  0.138372,  0.000315
005,  0.187313,  0.000275
005,  0.351692,  0.000222
005,  0.346160,  0.000225
005,  0.112243,  0.000247
005,  0.345868,  0.000250
005,  0.168040,  0.000222
005,  0.129980,  0.000227
005,  0.306880,  0.000243
004,  0.090685,  0.000395
004,  0.261120,  0.000235
004,  0.064288,  0.000232
004,  0.136422,  0.000230
004,  0.233158,  0.000225
004,  0.229965,  0.000245
004,  0.243472,  0.000242
004,  0.057630,  0.000222
004,  0.298578,  0.000218
004,  0.137570,  0.000252
006,  0.260078,  0.000462
006,  0.428430,  0.000408
006,  0.254918,  0.000263
006,  0.241233,  0.000273
006,  0.400372,  0.000285
006,  0.390958,  0.000327
006,  0.398188,  0.000263
006,  0.218395,  0.000283
006,  0.401432,  0.000255
006,  0.362208,  0.000262
007,  0.576378,  0.000395
007,  0.314787,  0.000258
007,  0.306572,  0.000193
007,  0.190510,  0.000190
007,  0.116492,  0.000205
007,  0.286415,  0.000213
007,  0.119587,  0.000242
007,  0.326022,  0.000203
007,  0.184227,  0.000193
007,  0.194660,  0.000190
008,  0.494760,  0.000413
008,  0.378113,  0.000407
008,  0.365045,  0.000262
008,  0.297887,  0.000265
008,  0.287198,  0.000277
008,  0.347503,  0.000287
008,  0.292147,  0.000277
008,  0.274373,  0.000257
008,  0.241068,  0.000270
008,  0.247438,  0.000243
-----------------------------------------------------------------------------------------------

RUN 1
002,  0.000335,  0.000220
002,  0.115873,  0.000187
002,  0.171032,  0.000187
002,  0.168643,  0.000208
002,  0.171862,  0.000172
002,  0.217825,  0.000210
002,  0.168833,  0.000220
002,  0.116053,  0.000193
002,  0.232438,  0.000188
002,  0.418288,  0.000193
001,  0.399820,  0.000250
001,  0.000185,  0.000197
001,  0.069393,  0.000233
001,  0.000235,  0.000213
001,  0.070665,  0.000163
001,  0.000228,  0.000222
001,  0.071700,  0.000175
001,  0.000165,  0.000195
001,  0.074925,  0.000158
001,  0.072740,  0.000197
003,  0.093680,  0.000297
003,  0.056325,  0.000152
003,  0.000258,  0.000198
003,  0.055372,  0.000157
003,  0.000277,  0.000177
003,  0.052337,  0.000168
003,  0.000240,  0.000185
003,  0.061165,  0.000167
003,  0.000442,  0.000228
003,  0.000402,  0.000222
005,  0.335368,  0.000312
005,  0.238792,  0.000258
005,  0.339658,  0.000248
005,  0.117852,  0.000242
005,  0.336557,  0.000227
005,  0.111303,  0.000233
005,  0.337737,  0.000227
005,  0.178172,  0.000287
005,  0.351243,  0.000247
005,  0.244472,  0.000223
004,  0.226443,  0.000287
004,  0.180680,  0.000275
004,  0.235480,  0.000252
004,  0.228520,  0.000248
004,  0.234718,  0.000225
004,  0.162923,  0.000242
004,  0.280380,  0.000238
004,  0.245243,  0.000283
004,  0.175915,  0.000222
004,  0.131377,  0.000245
006,  0.281302,  0.000300
006,  0.398770,  0.000295
006,  0.388928,  0.000275
006,  0.383727,  0.000263
006,  0.385993,  0.000282
006,  0.383237,  0.000267
006,  0.387880,  0.000260
006,  0.420925,  0.000403
006,  0.397703,  0.000308
006,  0.186900,  0.000302
007,  0.155778,  0.000305
007,  0.289563,  0.000235
007,  0.116892,  0.000247
007,  0.282523,  0.000180
007,  0.116925,  0.000182
007,  0.280237,  0.000192
007,  0.119483,  0.000195
007,  0.308445,  0.000227
007,  0.125397,  0.000213
007,  0.362682,  0.000192
008,  0.459437,  0.000353
008,  0.350832,  0.000283
008,  0.287735,  0.000235
008,  0.342975,  0.000237
008,  0.284375,  0.000248
008,  0.339025,  0.000240
008,  0.227812,  0.000217
008,  0.366103,  0.000243
008,  0.297558,  0.000218
008,  0.304500,  0.000427
-----------------------------------------------------------------------------------------------

